measured,configuration,performance,std
true,"[]",5.348,0
false,"[FREQTHRESHOLD]",5.348,0
true,"[TIMEOUT, MINALPHA]",5.406,0
false,"[FREQTHRESHOLD, TIMEOUT, MINALPHA]",5.406,0
true,"[TIMEOUT, DISTTHRESHOLD, LOGLEVEL]",5.527,0
true,"[FREQTHRESHOLD, TIMEOUT, DISTTHRESHOLD, LOGLEVEL]",5.492,0
true,"[FREQTHRESHOLD, TIMEOUT, DISTTHRESHOLD]",5.398,0
true,"[TIMEOUT, LOGLEVEL, MINALPHA]",5.403,0
false,"[FREQTHRESHOLD, TIMEOUT, LOGLEVEL, MINALPHA]",5.403,0
true,"[TIMEOUT, DISTTHRESHOLD, LOGLEVEL, MINALPHA]",5.671,0
true,"[DISTTHRESHOLD, LOGLEVEL]",5.524,0
true,"[FREQTHRESHOLD, TIMEOUT, DISTTHRESHOLD, LOGLEVEL, MINALPHA]",5.536,0
true,"[DISTTHRESHOLD]",5.429,0
true,"[TIMEOUT, DISTTHRESHOLD, MINALPHA]",5.601,0
true,"[DISTTHRESHOLD, LOGLEVEL, MINALPHA]",5.388,0
true,"[TIMEOUT, DISTTHRESHOLD]",5.493,0
true,"[FREQTHRESHOLD, DISTTHRESHOLD, LOGLEVEL, MINALPHA]",5.427,0
true,"[DISTTHRESHOLD, MINALPHA]",5.333,0
true,"[FREQTHRESHOLD, DISTTHRESHOLD, MINALPHA]",5.527,0
true,"[FREQTHRESHOLD, TIMEOUT, DISTTHRESHOLD, MINALPHA]",5.502,0
true,"[FREQTHRESHOLD, DISTTHRESHOLD, LOGLEVEL]",5.495,0
true,"[TIMEOUT, LOGLEVEL]",5.328,0
false,"[FREQTHRESHOLD, TIMEOUT, LOGLEVEL]",5.328,0
true,"[TIMEOUT]",5.347,0
false,"[FREQTHRESHOLD, TIMEOUT]",5.347,0
true,"[FREQTHRESHOLD, DISTTHRESHOLD]",5.374,0
true,"[LOGLEVEL, MINALPHA]",5.371,0
false,"[FREQTHRESHOLD, LOGLEVEL, MINALPHA]",5.371,0
true,"[LOGLEVEL]",5.378,0
false,"[FREQTHRESHOLD, LOGLEVEL]",5.378,0
true,"[MINALPHA]",5.524,0
false,"[FREQTHRESHOLD, MINALPHA]",5.524,0
