measured,configuration,brute_force,brute_force_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",5.832,0,5.796,0.033,5.744,5.849,true,0.036,0.006,0.001
"true","[INCLUDEANDROIDLDPITVDPI, SCALE]",8.505,0,8.481,0.152,8.24,8.722,true,0.024,0.003,0.001
"true","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",24,0,23.753,0.174,23.476,24.03,true,0.247,0.01,0.061
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, GUIADVANCEDOPTIONS, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",8.276,0,8.37,0.022,8.334,8.405,false,0.094,0.011,0.009
"true","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, SCALEMODE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",3.737,0,3.743,0.008,3.731,3.756,true,0.006,0.002,0
"true","[SCALEISHEIGHTDP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM, ROUNDINGHANDLER, GUIADVANCEDOPTIONS]",3.352,0,3.344,0.015,3.319,3.368,true,0.008,0.002,0
"true","[POSTCONVERTWEBP, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALE, IOSCREATEIMAGESETFOLDERS]",5.583,0,5.563,0.044,5.493,5.633,true,0.02,0.004,0
"true","[POSTCONVERTWEBP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, VERBOSELOG, SCALE, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",17.666,0,17.935,0.136,17.718,18.152,false,0.269,0.015,0.072
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, HALTONERROR, PLATFORM, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, SCALE, CLEARDIRBEFORECONVERT]",8.358,0,8.345,0.042,8.278,8.412,true,0.013,0.002,0
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE]",3.759,0,3.745,0.017,3.718,3.772,true,0.014,0.004,0
"true","[PLATFORM, ENABLEPNGCRUSH, ENABLEMOZJPEG, GUIADVANCEDOPTIONS]",110.064,0,110.08,0.479,109.318,110.842,true,0.016,0,0
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, DOWNSCALINGALGORITHM, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS]",10.76,0,10.683,0.019,10.654,10.713,false,0.077,0.007,0.006
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",7.8,0,7.788,0.024,7.75,7.826,true,0.012,0.002,0
"true","[PLATFORM, UPSCALINGALGORITHM, HALTONERROR, GUIADVANCEDOPTIONS]",90.506,0,90.34,0.83,89.019,91.661,true,0.166,0.002,0.028
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, ROUNDINGHANDLER, IOSCREATEIMAGESETFOLDERS]",8.321,0,8.337,0.032,8.286,8.389,true,0.016,0.002,0
"true","[PLATFORM, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, COMPRESSQUALITY, ENABLEANTIALIASING, SCALEMODE, CLEARDIRBEFORECONVERT]",3.809,0,3.813,0.027,3.769,3.857,true,0.004,0.001,0
"true","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.761,0,7.798,0.05,7.718,7.877,true,0.037,0.005,0.001
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",14.314,0,14.205,0.048,14.128,14.282,false,0.109,0.008,0.012
"true","[PLATFORM, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, ENABLEANTIALIASING, CLEARDIRBEFORECONVERT]",12.148,0,12.108,0.071,11.996,12.221,true,0.04,0.003,0.002
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALE]",25.696,0,25.755,0.118,25.568,25.943,true,0.059,0.002,0.003
"true","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, CLEARDIRBEFORECONVERT]",8.359,0,8.367,0.044,8.297,8.436,true,0.008,0.001,0
"true","[INCLUDEANDROIDLDPITVDPI, CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM, COMPRESSQUALITY, ENABLEANTIALIASING, ROUNDINGHANDLER, GUIADVANCEDOPTIONS]",76.326,0,76.313,0.395,75.684,76.942,true,0.013,0,0
"true","[POSTCONVERTWEBP]",56.451,0,55.925,0.456,55.199,56.651,true,0.526,0.009,0.277
"true","[HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS]",8.34,0,8.396,0.033,8.344,8.449,false,0.056,0.007,0.003
"true","[COMPRESSQUALITY, ENABLEANTIALIASING]",71.37,0,71.243,1.091,69.507,72.98,true,0.127,0.002,0.016
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.823,0,7.833,0.077,7.711,7.955,true,0.01,0.001,0
"true","[POSTCONVERTWEBP, OUTPUTCOMPRESSIONGMODE, ENABLEANTIALIASING, CLEARDIRBEFORECONVERT]",213.203,0,211.743,1.626,209.155,214.33,true,1.46,0.007,2.132
"true","[UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, IOSCREATEIMAGESETFOLDERS]",47.523,0,46.877,0.175,46.598,47.156,false,0.646,0.014,0.417
"true","[POSTCONVERTWEBP, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",6.062,0,6.067,0.051,5.985,6.149,true,0.005,0.001,0
"true","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEMOZJPEG, ROUNDINGHANDLER]",56.876,0,56.815,0.863,55.442,58.188,true,0.061,0.001,0.004
"true","[POSTCONVERTWEBP, INCLUDEANDROIDLDPITVDPI, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, ENABLEANTIALIASING, SCALEMODE, SCALE, HALTONERROR, CLEARDIRBEFORECONVERT]",4.393,0,4.379,0.014,4.357,4.401,true,0.014,0.003,0
"true","[PLATFORM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, CREATEMIPMAPINSTEADOFDRAWABLEDIR, VERBOSELOG, SCALEMODE, ROUNDINGHANDLER, SCALE, HALTONERROR, CLEARDIRBEFORECONVERT]",8.567,0,8.476,0.049,8.398,8.554,false,0.091,0.011,0.008
"true","[SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE]",20.49,0,20.896,0.119,20.707,21.084,false,0.406,0.019,0.165
"true","[SCALEISHEIGHTDP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, SCALEMODE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",2.293,0,2.302,0.019,2.271,2.332,true,0.009,0.004,0
"true","[PLATFORM, OUTPUTCOMPRESSIONGMODE, SCALEMODE]",3.765,0,3.788,0.022,3.752,3.823,true,0.023,0.006,0.001
"true","[POSTCONVERTWEBP, SCALEISHEIGHTDP, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, CLEARDIRBEFORECONVERT]",176.133,0,176.014,1.332,173.894,178.134,true,0.119,0.001,0.014
"true","[PLATFORM, POSTCONVERTWEBP, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, SCALE, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",9.176,0,9.171,0.049,9.093,9.249,true,0.005,0.001,0
"true","[ENABLEPNGCRUSH, COMPRESSQUALITY, ROUNDINGHANDLER]",52.397,0,53.458,0.226,53.098,53.818,false,1.061,0.02,1.126
"true","[SCALE, GUIADVANCEDOPTIONS]",7.332,0,7.409,0.018,7.381,7.437,false,0.077,0.01,0.006
"true","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",8.385,0,8.386,0.03,8.337,8.434,true,0.001,0,0
"true","[DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",3.036,0,3.066,0.022,3.031,3.1,true,0.03,0.01,0.001
"true","[PLATFORM, POSTCONVERTWEBP, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",3.787,0,3.759,0.011,3.741,3.777,false,0.028,0.007,0.001
"true","[SCALEISHEIGHTDP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, HALTONERROR, IOSCREATEIMAGESETFOLDERS]",3.08,0,3.053,0.017,3.026,3.08,true,0.027,0.009,0.001
"true","[INCLUDEANDROIDLDPITVDPI, VERBOSELOG, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",60.648,0,61.085,0.306,60.597,61.572,true,0.437,0.007,0.191
"true","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE]",7.721,0,7.798,0.054,7.713,7.883,true,0.077,0.01,0.006
"true","[PLATFORM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, COMPRESSQUALITY, SCALEMODE, HALTONERROR, IOSCREATEIMAGESETFOLDERS]",2.321,0,2.298,0.014,2.276,2.321,true,0.023,0.01,0.001
"true","[UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR]",46.582,0,46.67,0.423,45.996,47.343,true,0.088,0.002,0.008
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS]",26.747,0,26.816,0.037,26.756,26.875,false,0.069,0.003,0.005
"true","[PLATFORM, SCALEISHEIGHTDP, OUTPUTCOMPRESSIONGMODE, SCALEMODE, ROUNDINGHANDLER, SCALE, GUIADVANCEDOPTIONS]",13.069,0,13.211,0.129,13.006,13.416,true,0.142,0.011,0.02
"true","[DOWNSCALINGALGORITHM, CLEARDIRBEFORECONVERT]",56.28,0,56.45,0.597,55.499,57.401,true,0.17,0.003,0.029
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, HALTONERROR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",4.54,0,4.544,0.011,4.527,4.561,true,0.004,0.001,0
"true","[PLATFORM, ENABLEPNGCRUSH, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, GUIADVANCEDOPTIONS]",354.463,0,351.827,1.753,349.038,354.617,true,2.636,0.007,6.948
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG]",56.652,0,56.633,1.048,54.966,58.301,true,0.019,0,0
"true","[SCALEISHEIGHTDP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, CREATEMIPMAPINSTEADOFDRAWABLEDIR, COMPRESSQUALITY, SCALEMODE, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",4.078,0,4.145,0.209,3.812,4.478,true,0.067,0.016,0.004
"true","[POSTCONVERTWEBP, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.818,0,7.827,0.047,7.752,7.901,true,0.009,0.001,0
"true","[PLATFORM, DOWNSCALINGALGORITHM]",108.819,0,108.809,0.596,107.86,109.759,true,0.01,0,0
"true","[PLATFORM, SCALEISHEIGHTDP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SCALEMODE]",3.769,0,3.796,0.035,3.74,3.852,true,0.027,0.007,0.001
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG]",3.373,0,3.37,0.022,3.335,3.405,true,0.003,0.001,0
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, SCALEMODE, SCALE]",3.897,0,3.965,0.03,3.917,4.012,false,0.068,0.017,0.005
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, ROUNDINGHANDLER, SCALE, CLEARDIRBEFORECONVERT]",8.382,0,8.317,0.006,8.308,8.326,false,0.065,0.008,0.004
"true","[ROUNDINGHANDLER, HALTONERROR]",55.909,0,56.241,1.099,54.492,57.991,true,0.332,0.006,0.11
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.032,0,7.144,0.082,7.014,7.274,true,0.112,0.016,0.013
"true","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, GUIADVANCEDOPTIONS, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, CLEARDIRBEFORECONVERT]",8.313,0,8.324,0.015,8.3,8.348,true,0.011,0.001,0
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, PLATFORM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALE, IOSCREATEIMAGESETFOLDERS]",10.313,0,10.282,0.032,10.232,10.332,true,0.031,0.003,0.001
"true","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",8.374,0,8.37,0.041,8.304,8.436,true,0.004,0,0
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",14.427,0,14.574,0.123,14.379,14.769,true,0.147,0.01,0.022
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, ROUNDINGHANDLER, SCALE, GUIADVANCEDOPTIONS]",20.568,0,20.591,0.201,20.271,20.912,true,0.023,0.001,0.001
"true","[PLATFORM, COMPRESSQUALITY]",102.068,0,103.385,1.397,101.161,105.608,true,1.317,0.013,1.734
"true","[SCALEISHEIGHTDP, UPSCALINGALGORITHM, CREATEMIPMAPINSTEADOFDRAWABLEDIR, VERBOSELOG, IOSCREATEIMAGESETFOLDERS]",46.528,0,46.518,0.315,46.016,47.019,true,0.01,0,0
"true","[POSTCONVERTWEBP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEANTIALIASING]",73.813,0,73.834,0.398,73.2,74.468,true,0.021,0,0
"true","[DOWNSCALINGALGORITHM, VERBOSELOG]",57.45,0,56.726,0.646,55.699,57.754,true,0.724,0.013,0.524
"true","[PLATFORM, UPSCALINGALGORITHM, SCALE]",15.776,0,15.487,0.208,15.157,15.817,true,0.289,0.019,0.084
"true","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",3.796,0,3.833,0.015,3.809,3.857,false,0.037,0.01,0.001
"true","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, ENABLEANTIALIASING, SCALE, HALTONERROR, GUIADVANCEDOPTIONS]",18.283,0,18.342,0.144,18.113,18.571,true,0.059,0.003,0.003
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.83,0,7.805,0.048,7.728,7.882,true,0.025,0.003,0.001
"true","[SCALEISHEIGHTDP, ENABLEMOZJPEG]",56.534,0,56.573,0.664,55.516,57.63,true,0.039,0.001,0.002
"true","[SCALEISHEIGHTDP, GUIADVANCEDOPTIONS]",55.956,0,56.64,0.536,55.787,57.493,true,0.684,0.012,0.468
"true","[POSTCONVERTWEBP, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE, SCALE]",3.782,0,3.765,0.007,3.753,3.776,false,0.017,0.005,0
"true","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, IOSCREATEIMAGESETFOLDERS]",8.362,0,8.349,0.018,8.321,8.377,true,0.013,0.002,0
"true","[POSTCONVERTWEBP, SCALEISHEIGHTDP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, VERBOSELOG, ENABLEANTIALIASING, ROUNDINGHANDLER, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",8.44,0,8.395,0.049,8.317,8.473,true,0.045,0.005,0.002
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",2.313,0,2.312,0.005,2.303,2.32,true,0.001,0,0
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, COMPRESSQUALITY, SCALEMODE, SCALE]",8.332,0,8.707,0.258,8.298,9.117,true,0.375,0.043,0.141
