FILE_LOCK,AUTOCOMMIT,ACCESS_MODE_DATA,CIPHER,CACHE_TYPE,CACHE_SIZE,MV_STORE,ANALYZE_AUTO,DEFRAG_ALWAYS,IFEXISTS,FORBID_CREATION,IGNORE_UNKNOWN_SETTINGS,PAGE_SIZE,ANALYZE_SAMPLE,COMPRESS,OPTIMIZE_DISTINCT,time
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.76
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.81
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.75
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.74
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.79
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.82
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.45
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.18
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.93
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.83
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.87
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.67
