measured,configuration,feature_wise,feature_wise_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",42.7,0.0,8.495,0.136,8.158,8.832,false,34.205,4.026,1169.982
"false","[DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",50.49,0.0,53.222,0.405,52.217,54.228,false,2.732,0.051,7.464
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",25.24,0.0,36.173,0.827,34.119,38.227,false,10.933,0.302,119.53
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",13.85,0.0,8.987,0.753,7.117,10.857,false,4.863,0.541,23.649
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER]",43.35,0.0,9.384,0.289,8.666,10.102,false,33.966,3.62,1153.689
"false","[MONITOR, DISKSYNC, CLOCK]",46.86,0.0,47.747,1.083,45.057,50.437,true,0.887,0.019,0.787
"false","[DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",55.03,0.0,61.956,0.651,60.34,63.573,false,6.926,0.112,47.969
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",54.09,0.0,67.166,0.259,66.523,67.81,false,13.076,0.195,170.982
"false","[DEEPCOPY, MONITOR, DISKSYNC]",50.75,0.0,55.521,0.333,54.694,56.349,false,4.771,0.086,22.762
"false","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",50.49,0.0,52.612,0.425,51.556,53.668,false,2.122,0.04,4.503
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",46.93,0.0,8.513,0.176,8.075,8.952,false,38.417,4.513,1475.866
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",43.35,0.0,10.019,0.599,8.53,11.507,false,33.331,3.327,1110.956
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",47.58,0.0,9.382,0.333,8.555,10.21,false,38.198,4.071,1459.087
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",55.03,0.0,62.16,0.363,61.258,63.062,false,7.13,0.115,50.837
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",17.79,0.0,19.222,0.343,18.37,20.073,false,1.432,0.074,2.051
"false","[FILEAGETHRESHOLD, MONITOR]",13.78,0.0,13.585,0.214,13.054,14.116,true,0.195,0.014,0.038
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",10.27,0.0,8.998,0.186,8.534,9.461,false,1.272,0.141,1.618
"false","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.3,0.0,23.714,0.273,23.036,24.391,false,2.414,0.102,5.827
"false","[MONITOR, FILESIZETHRESHOLD]",18.01,0.0,17.834,0.461,16.689,18.978,true,0.176,0.01,0.031
"false","[DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",50.49,0.0,53.014,0.844,50.918,55.111,false,2.524,0.048,6.371
"false","[DISKSYNC, FILESIZETHRESHOLD, CLOCK]",51.09,0.0,53.541,0.991,51.079,56.002,true,2.451,0.046,6.007
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",43.04,0.0,6.083,0.237,5.495,6.672,false,36.957,6.075,1365.82
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER]",17.72,0.0,18.667,0.293,17.94,19.394,false,0.947,0.051,0.897
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",51.47,0.0,18.929,0.513,17.654,20.204,false,32.541,1.719,1058.917
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",54.98,0.0,62.381,0.4,61.388,63.374,false,7.401,0.119,54.775
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",58.32,0.0,75.735,2.228,70.201,81.268,false,17.415,0.23,303.282
"false","[MONITOR, CLOCK]",13.78,0.0,13.579,0.1,13.331,13.827,true,0.201,0.015,0.04
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",9.62,0.0,8.412,0.12,8.114,8.71,false,1.208,0.144,1.459
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD]",21.95,0.0,23.924,0.678,22.24,25.607,false,1.974,0.083,3.897
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC]",46.86,0.0,47.537,1.336,44.219,50.856,true,0.677,0.014,0.458
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",46.98,0.0,9.23,0.11,8.956,9.504,false,37.75,4.09,1425.062
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",25.24,0.0,35.493,0.201,34.994,35.992,false,10.253,0.289,105.124
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",43.64,0.0,6.316,0.038,6.221,6.411,false,37.324,5.909,1393.081
"false","[DISKSYNC, FILESIZETHRESHOLD]",51.09,0.0,53.141,0.778,51.207,55.074,false,2.051,0.039,4.207
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",54.98,0.0,60.808,1.76,56.436,65.18,false,5.828,0.096,33.966
"false","[TRANSIENTMODE, CLOCK]",6.33,0.0,6.085,0.352,5.21,6.96,true,0.245,0.04,0.06
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",51.47,0.0,18.837,0.472,17.664,20.009,false,32.633,1.732,1064.913
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",14.16,0.0,18.538,0.219,17.994,19.082,false,4.378,0.236,19.167
"false","[MONITOR, SNAPSHOTSERIALIZER]",13.18,0.0,13.805,0.411,12.783,14.826,true,0.625,0.045,0.391
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",43.04,0.0,6.557,0.067,6.391,6.724,false,36.483,5.564,1331.009
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",43.04,0.0,6.057,0.329,5.24,6.874,false,36.983,6.106,1367.742
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",47.58,0.0,9.107,0.28,8.411,9.803,false,38.473,4.225,1480.172
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",50.87,0.0,18.792,0.212,18.265,19.318,false,32.078,1.707,1028.998
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",54.38,0.0,61.032,0.394,60.052,62.011,false,6.652,0.109,44.249
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, CLOCK]",6.33,0.0,6.083,0.271,5.41,6.756,true,0.247,0.041,0.061
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",43.64,0.0,6.227,0.417,5.192,7.262,false,37.413,6.008,1399.733
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER]",14.16,0.0,18.732,0.365,17.825,19.639,false,4.572,0.244,20.903
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",13.9,0.0,9.184,0.182,8.731,9.637,false,4.716,0.514,22.241
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",43.64,0.0,6.156,0.356,5.271,7.041,false,37.484,6.089,1405.05
"false","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",21.35,0.0,23.832,0.258,23.19,24.474,false,2.482,0.104,6.16
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",13.85,0.0,8.647,0.048,8.529,8.766,false,5.203,0.602,27.071
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",17.41,0.0,18.428,0.314,17.648,19.207,false,1.018,0.055,1.036
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",14.16,0.0,19.069,0.131,18.744,19.395,false,4.909,0.257,24.098
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",50.2,0.0,55.435,0.857,53.305,57.565,false,5.235,0.094,27.405
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",54.98,0.0,61.543,0.338,60.705,62.382,false,6.563,0.107,43.073
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, CLOCK]",17.72,0.0,18.695,0.351,17.824,19.567,false,0.975,0.052,0.951
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",17.41,0.0,18.077,0.394,17.098,19.056,true,0.667,0.037,0.445
"false","[DEEPCOPY, CLOCK]",17.67,0.0,18.675,0.317,17.888,19.463,false,1.005,0.054,1.01
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",25.84,0.0,35.427,0.728,33.62,37.235,false,9.587,0.271,91.911
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",54.98,0.0,61.797,0.534,60.47,63.124,false,6.817,0.11,46.471
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",43.64,0.0,6.296,0.305,5.539,7.053,false,37.344,5.931,1394.574
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",42.7,0.0,8.541,0.332,7.715,9.366,false,34.159,3.999,1166.837
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",54.38,0.0,61.86,0.277,61.171,62.548,false,7.48,0.121,55.95
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",43.04,0.0,6.132,0.341,5.284,6.979,false,36.908,6.019,1362.2
"false","[DEEPCOPY, TRANSIENTMODE, FILESIZETHRESHOLD]",14.45,0.0,8.713,0.482,7.516,9.909,false,5.737,0.658,32.913
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",17.41,0.0,18.406,0.527,17.097,19.715,true,0.996,0.054,0.992
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",17.12,0.0,18.615,0.14,18.266,18.963,false,1.495,0.08,2.235
"false","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",50.2,0.0,54.84,0.099,54.593,55.087,false,4.64,0.085,21.53
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",46.26,0.0,48.343,1.165,45.449,51.238,true,2.083,0.043,4.339
"false","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD]",18.01,0.0,18.024,0.171,17.598,18.45,true,0.014,0.001,0
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",13.9,0.0,9.41,0.492,8.186,10.633,false,4.49,0.477,20.16
"false","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD, CLOCK]",18.01,0.0,18.639,0.456,17.507,19.77,true,0.629,0.034,0.396
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",42.7,0.0,8.547,0.28,7.852,9.242,false,34.153,3.996,1166.427
"false","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER]",17.07,0.0,18.416,0.543,17.066,19.766,true,1.346,0.073,1.812
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",43.35,0.0,9.405,0.198,8.914,9.896,false,33.945,3.609,1152.263
"false","[DISKSYNC, JOURNALSERIALIZER, CLOCK]",50.8,0.0,55.29,1.014,52.769,57.81,false,4.49,0.081,20.16
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",42.7,0.0,8.664,0.429,7.597,9.73,false,34.036,3.928,1158.449
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",25.84,0.0,35.565,0.624,34.017,37.114,false,9.725,0.273,94.576
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",5.73,0.0,6.415,0.479,5.225,7.604,true,0.685,0.107,0.469
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",25.24,0.0,36.101,0.271,35.428,36.774,false,10.861,0.301,117.961
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",14.5,0.0,9.346,0.348,8.481,10.211,false,5.154,0.551,26.564
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",54.09,0.0,67.841,0.519,66.551,69.132,false,13.751,0.203,189.09
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",42.75,0.0,9.236,0.273,8.557,9.915,false,33.514,3.629,1123.188
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER]",14.16,0.0,18.482,0.202,17.982,18.983,false,4.322,0.234,18.68
"false","[DEEPCOPY, FILEAGETHRESHOLD, CLOCK]",17.67,0.0,18.246,0.613,16.724,19.768,true,0.576,0.032,0.332
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC]",43.3,0.0,8.707,0.356,7.823,9.591,false,34.593,3.973,1196.676
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",13.56,0.0,18.71,0.182,18.258,19.162,false,5.15,0.275,26.523
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",14.5,0.0,9.202,0.057,9.062,9.343,false,5.298,0.576,28.069
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",17.41,0.0,18.509,0.573,17.086,19.932,true,1.099,0.059,1.208
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",47.53,0.0,8.746,0.246,8.134,9.358,false,38.784,4.434,1504.199
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",50.49,0.0,53.8,0.953,51.433,56.167,false,3.31,0.062,10.956
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",50.15,0.0,54.903,0.388,53.938,55.868,false,4.753,0.087,22.591
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.3,0.0,23.899,0.732,22.081,25.717,false,2.599,0.109,6.755
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",13.56,0.0,18.502,0.199,18.007,18.998,false,4.942,0.267,24.423
"false","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",50.2,0.0,54.994,0.969,52.587,57.401,false,4.794,0.087,22.982
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",50.15,0.0,55.566,0.914,53.295,57.838,false,5.416,0.097,29.333
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",58.92,0.0,74.977,0.269,74.308,75.645,false,16.057,0.214,257.827
"false","[FILEAGETHRESHOLD, FILESIZETHRESHOLD]",18.01,0.0,18.446,0.423,17.396,19.497,true,0.436,0.024,0.19
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",50.49,0.0,53.378,0.383,52.426,54.331,false,2.888,0.054,8.341
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",13.9,0.0,9.314,0.442,8.215,10.413,false,4.586,0.492,21.031
"false","[DEEPCOPY, FILEAGETHRESHOLD]",17.67,0.0,18.347,0.398,17.359,19.335,true,0.677,0.037,0.458
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",50.15,0.0,55.644,0.457,54.51,56.779,false,5.494,0.099,30.184
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.3,0.0,24.137,0.13,23.816,24.459,false,2.837,0.118,8.049
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",50.49,0.0,53.837,0.88,51.651,56.023,false,3.347,0.062,11.202
"false","[FILEAGETHRESHOLD, FILESIZETHRESHOLD, CLOCK]",18.01,0.0,18.489,0.655,16.861,20.117,true,0.479,0.026,0.229
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",10.56,0.0,6.141,0.304,5.387,6.896,false,4.419,0.72,19.528
"false","[TRANSIENTMODE, JOURNALSERIALIZER]",10.27,0.0,9.227,0.254,8.596,9.858,false,1.043,0.113,1.088
"true","[FILESIZETHRESHOLD]",18.01,0.0,18.27,0.416,17.236,19.305,true,0.26,0.014,0.068
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",50.8,0.0,55.669,0.252,55.044,56.294,false,4.869,0.087,23.707
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",21.3,0.0,24.36,0.711,22.595,26.126,false,3.06,0.126,9.364
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",58.32,0.0,74.727,0.591,73.259,76.195,false,16.407,0.22,269.19
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",42.75,0.0,9.844,0.047,9.727,9.961,false,32.906,3.343,1082.805
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",10.27,0.0,9.693,0.236,9.106,10.281,true,0.577,0.06,0.333
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",42.75,0.0,9.45,0.178,9.008,9.891,false,33.3,3.524,1108.89
"false","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",21.01,0.0,29.18,0.125,28.869,29.491,false,8.17,0.28,66.749
"true","[DEEPCOPY]",17.67,0.0,17.815,0.294,17.083,18.546,true,0.145,0.008,0.021
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR]",10.22,0.0,8.795,0.551,7.426,10.164,false,1.425,0.162,2.031
"false","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.35,0.0,23.614,0.079,23.417,23.812,false,2.264,0.096,5.126
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",13.9,0.0,9.405,0.314,8.624,10.187,false,4.495,0.478,20.205
"false","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",21.01,0.0,30.047,0.68,28.359,31.735,false,9.037,0.301,81.667
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",10.56,0.0,6.058,0.314,5.278,6.837,false,4.502,0.743,20.268
"false","[FILESIZETHRESHOLD, CLOCK]",18.01,0.0,18.524,0.323,17.72,19.327,true,0.514,0.028,0.264
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",58.32,0.0,75.728,0.77,73.816,77.641,false,17.408,0.23,303.038
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",50.87,0.0,19.223,0.285,18.514,19.932,false,31.647,1.646,1001.533
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",50.2,0.0,54.709,0.572,53.287,56.13,false,4.509,0.082,20.331
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",51.47,0.0,18.808,0.309,18.04,19.575,false,32.662,1.737,1066.806
"false","[TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",10.27,0.0,9.656,0.196,9.168,10.144,false,0.614,0.064,0.377
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER]",21.61,0.0,30.158,0.221,29.609,30.708,false,8.548,0.283,73.068
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, CLOCK]",10.22,0.0,8.638,0.25,8.016,9.26,false,1.582,0.183,2.503
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER]",50.8,0.0,55.244,0.584,53.793,56.695,false,4.444,0.08,19.749
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",58.92,0.0,74.809,0.318,74.02,75.598,false,15.889,0.212,252.46
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",13.56,0.0,18.834,0.396,17.85,19.819,false,5.274,0.28,27.815
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",13.56,0.0,18.983,0.343,18.132,19.834,false,5.423,0.286,29.409
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",50.8,0.0,54.551,1.189,51.597,57.505,false,3.751,0.069,14.07
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",38.81,0.0,5.786,0.033,5.703,5.869,false,33.024,5.708,1090.585
"false","[MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",21.95,0.0,23.494,0.734,21.67,25.317,true,1.544,0.066,2.384
"false","[MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",21.35,0.0,24.315,0.422,23.266,25.364,false,2.965,0.122,8.791
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",9.62,0.0,8.461,0.119,8.164,8.758,false,1.159,0.137,1.343
"false","[TRANSIENTMODE, DISKSYNC, CLOCK]",39.41,0.0,6.1,0.342,5.249,6.951,false,33.31,5.461,1109.556
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",50.2,0.0,56.067,1.615,52.055,60.078,false,5.867,0.105,34.422
"false","[FILEAGETHRESHOLD, DISKSYNC, CLOCK]",46.86,0.0,48.756,0.716,46.976,50.535,false,1.896,0.039,3.595
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",42.75,0.0,9.107,0.109,8.838,9.377,false,33.643,3.694,1131.851
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",50.87,0.0,18.667,0.324,17.863,19.471,false,32.203,1.725,1037.033
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",18.39,0.0,19.131,0.269,18.463,19.8,false,0.741,0.039,0.549
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",50.87,0.0,18.192,0.245,17.584,18.799,false,32.678,1.796,1067.852
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER]",10.27,0.0,9.478,0.451,8.358,10.598,true,0.792,0.084,0.627
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC]",39.41,0.0,6.102,0.284,5.396,6.808,false,33.308,5.459,1109.423
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",47.53,0.0,8.505,0.084,8.295,8.714,false,39.025,4.588,1522.951
"false","[TRANSIENTMODE, MONITOR, DISKSYNC]",39.41,0.0,6.323,0.078,6.129,6.517,false,33.087,5.233,1094.75
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",21.3,0.0,24.404,0.318,23.614,25.195,false,3.104,0.127,9.635
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.39,0.0,18.809,0.43,17.741,19.877,true,0.419,0.022,0.176
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE]",10.22,0.0,8.616,0.036,8.528,8.705,false,1.604,0.186,2.573
