measured,configuration,config_crusher,config_crusher_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[MONITOR]",15.609,0.0,14.305,0.573,12.882,15.729,true,1.304,0.091,1.7
"true","[FILEAGETHRESHOLD, TRANSIENTMODE]",7.419,0.0,5.844,0.165,5.434,6.254,false,1.575,0.27,2.481
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",7.0,0.0,6.04,0.372,5.117,6.963,false,0.96,0.159,0.922
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",6.901,0.0,8.495,0.136,8.158,8.832,false,1.594,0.188,2.541
"false","[DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",56.673,0.0,53.222,0.405,52.217,54.228,false,3.451,0.065,11.909
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",27.202,0.0,36.173,0.827,34.119,38.227,false,8.971,0.248,80.479
"false","[MONITOR, DISKSYNC, CLOCK]",51.736,0.0,47.747,1.083,45.057,50.437,false,3.989,0.084,15.912
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER]",12.103,0.0,9.384,0.289,8.666,10.102,false,2.719,0.29,7.393
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.334,0.0,8.987,0.753,7.117,10.857,false,2.653,0.295,7.038
"false","[DEEPCOPY, MONITOR, DISKSYNC]",52.202,0.0,55.521,0.333,54.694,56.349,false,3.319,0.06,11.016
"false","[DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",61.28,0.0,61.956,0.651,60.34,63.573,true,0.676,0.011,0.457
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",57.303,0.0,67.166,0.259,66.523,67.81,false,9.863,0.147,97.279
"false","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",58.266,0.0,52.612,0.425,51.556,53.668,false,5.654,0.107,31.968
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",11.611,0.0,10.019,0.599,8.53,11.507,false,1.592,0.159,2.534
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.678,0.0,8.513,0.176,8.075,8.952,false,1.835,0.216,3.367
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",11.462,0.0,9.382,0.333,8.555,10.21,false,2.08,0.222,4.326
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",62.872,0.0,62.16,0.363,61.258,63.062,true,0.712,0.011,0.507
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",11.777,0.0,19.222,0.343,18.37,20.073,false,7.445,0.387,55.428
"false","[FILEAGETHRESHOLD, MONITOR]",16.12,0.0,13.585,0.214,13.054,14.116,false,2.535,0.187,6.426
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",12.103,0.0,8.998,0.186,8.534,9.461,false,3.105,0.345,9.641
"false","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.116,0.0,23.714,0.273,23.036,24.391,false,2.598,0.11,6.75
"false","[MONITOR, FILESIZETHRESHOLD]",22.621,0.0,17.834,0.461,16.689,18.978,false,4.787,0.268,22.915
"false","[DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",56.181,0.0,53.014,0.844,50.918,55.111,false,3.167,0.06,10.03
"false","[DISKSYNC, FILESIZETHRESHOLD, CLOCK]",56.181,0.0,53.541,0.991,51.079,56.002,false,2.64,0.049,6.97
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.383,0.0,6.083,0.237,5.495,6.672,true,0.3,0.049,0.09
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER]",21.217,0.0,18.667,0.293,17.94,19.394,false,2.55,0.137,6.502
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",11.948,0.0,18.929,0.513,17.654,20.204,false,6.981,0.369,48.734
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",57.919,0.0,62.381,0.4,61.388,63.374,false,4.462,0.072,19.909
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",63.017,0.0,75.735,2.228,70.201,81.268,false,12.718,0.168,161.748
"false","[MONITOR, CLOCK]",15.117,0.0,13.579,0.1,13.331,13.827,false,1.538,0.113,2.365
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",7.564,0.0,8.412,0.12,8.114,8.71,false,0.848,0.101,0.719
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD]",26.732,0.0,23.924,0.678,22.24,25.607,false,2.808,0.117,7.885
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC]",52.96,0.0,47.537,1.336,44.219,50.856,false,5.423,0.114,29.409
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",11.954,0.0,9.23,0.11,8.956,9.504,false,2.724,0.295,7.42
"false","[DISKSYNC, FILESIZETHRESHOLD]",56.673,0.0,53.141,0.778,51.207,55.074,false,3.532,0.066,12.475
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",6.875,0.0,6.316,0.038,6.221,6.411,false,0.559,0.089,0.312
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",26.877,0.0,35.493,0.201,34.994,35.992,false,8.616,0.243,74.235
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",56.818,0.0,60.808,1.76,56.436,65.18,true,3.99,0.066,15.92
"false","[TRANSIENTMODE, CLOCK]",6.337,0.0,6.085,0.352,5.21,6.96,true,0.252,0.041,0.064
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",12.099,0.0,18.837,0.472,17.664,20.009,false,6.738,0.358,45.401
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",11.414,0.0,18.538,0.219,17.994,19.082,false,7.124,0.384,50.751
"false","[MONITOR, SNAPSHOTSERIALIZER]",15.609,0.0,13.805,0.411,12.783,14.826,false,1.804,0.131,3.254
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.531,0.0,6.557,0.067,6.391,6.724,true,0.026,0.004,0.001
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",7.023,0.0,6.057,0.329,5.24,6.874,false,0.966,0.159,0.933
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",11.954,0.0,9.107,0.28,8.411,9.803,false,2.847,0.313,8.105
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",12.099,0.0,18.792,0.212,18.265,19.318,false,6.693,0.356,44.796
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",56.326,0.0,61.032,0.394,60.052,62.011,false,4.706,0.077,22.146
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, CLOCK]",6.927,0.0,6.083,0.271,5.41,6.756,false,0.844,0.139,0.712
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",7.023,0.0,6.227,0.417,5.192,7.262,true,0.796,0.128,0.634
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER]",11.906,0.0,18.732,0.365,17.825,19.639,false,6.826,0.364,46.594
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",11.974,0.0,9.184,0.182,8.731,9.637,false,2.79,0.304,7.784
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.383,0.0,6.156,0.356,5.271,7.041,true,0.227,0.037,0.052
"false","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",27.549,0.0,23.832,0.258,23.19,24.474,false,3.717,0.156,13.816
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.826,0.0,8.647,0.048,8.529,8.766,false,1.821,0.211,3.316
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",22.621,0.0,18.428,0.314,17.648,19.207,false,4.193,0.228,17.581
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",57.886,0.0,55.435,0.857,53.305,57.565,false,2.451,0.044,6.007
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",11.996,0.0,19.069,0.131,18.744,19.395,false,7.073,0.371,50.027
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",56.326,0.0,61.543,0.338,60.705,62.382,false,5.217,0.085,27.217
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, CLOCK]",20.725,0.0,18.695,0.351,17.824,19.567,false,2.03,0.109,4.121
"false","[DEEPCOPY, CLOCK]",14.92,0.0,18.675,0.317,17.888,19.463,false,3.755,0.201,14.1
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.313,0.0,18.077,0.394,17.098,19.056,false,3.236,0.179,10.472
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",58.411,0.0,61.797,0.534,60.47,63.124,false,3.386,0.055,11.465
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",26.877,0.0,35.427,0.728,33.62,37.235,false,8.55,0.241,73.103
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.531,0.0,6.296,0.305,5.539,7.053,true,0.235,0.037,0.055
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",6.803,0.0,8.541,0.332,7.715,9.366,false,1.738,0.203,3.021
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",56.818,0.0,61.86,0.277,61.171,62.548,false,5.042,0.082,25.422
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.875,0.0,6.132,0.341,5.284,6.979,true,0.743,0.121,0.552
"false","[DEEPCOPY, TRANSIENTMODE, FILESIZETHRESHOLD]",6.826,0.0,8.713,0.482,7.516,9.909,false,1.887,0.217,3.561
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",22.129,0.0,18.406,0.527,17.097,19.715,false,3.723,0.202,13.861
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",20.725,0.0,18.615,0.14,18.266,18.963,false,2.11,0.113,4.452
"false","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",57.158,0.0,54.84,0.099,54.593,55.087,false,2.318,0.042,5.373
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",52.468,0.0,48.343,1.165,45.449,51.238,false,4.125,0.085,17.016
"false","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD]",21.805,0.0,18.024,0.171,17.598,18.45,false,3.781,0.21,14.296
"false","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD, CLOCK]",21.313,0.0,18.639,0.456,17.507,19.77,false,2.674,0.143,7.15
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",12.125,0.0,9.41,0.492,8.186,10.633,false,2.715,0.289,7.371
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",7.393,0.0,8.547,0.28,7.852,9.242,false,1.154,0.135,1.332
"false","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER]",15.923,0.0,18.416,0.543,17.066,19.766,false,2.493,0.135,6.215
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",12.193,0.0,9.405,0.198,8.914,9.896,false,2.788,0.296,7.773
"false","[DISKSYNC, JOURNALSERIALIZER, CLOCK]",56.666,0.0,55.29,1.014,52.769,57.81,true,1.376,0.025,1.893
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",6.311,0.0,8.664,0.429,7.597,9.73,false,2.353,0.272,5.537
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",27.694,0.0,35.565,0.624,34.017,37.114,false,7.871,0.221,61.953
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",6.927,0.0,6.415,0.479,5.225,7.604,true,0.512,0.08,0.262
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",27.694,0.0,36.101,0.271,35.428,36.774,false,8.407,0.233,70.678
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",11.974,0.0,9.346,0.348,8.481,10.211,false,2.628,0.281,6.906
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",58.031,0.0,67.841,0.519,66.551,69.132,false,9.81,0.145,96.236
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",12.193,0.0,9.236,0.273,8.557,9.915,false,2.957,0.32,8.744
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER]",12.488,0.0,18.482,0.202,17.982,18.983,false,5.994,0.324,35.928
"false","[DEEPCOPY, FILEAGETHRESHOLD, CLOCK]",15.431,0.0,18.246,0.613,16.724,19.768,false,2.815,0.154,7.924
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC]",7.393,0.0,8.707,0.356,7.823,9.591,false,1.314,0.151,1.727
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",11.414,0.0,18.71,0.182,18.258,19.162,false,7.296,0.39,53.232
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",11.633,0.0,9.202,0.057,9.062,9.343,false,2.431,0.264,5.91
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",21.805,0.0,18.509,0.573,17.086,19.932,false,3.296,0.178,10.864
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",6.678,0.0,8.746,0.246,8.134,9.358,false,2.068,0.236,4.277
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",57.945,0.0,53.8,0.953,51.433,56.167,false,4.145,0.077,17.181
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",52.934,0.0,54.903,0.388,53.938,55.868,false,1.969,0.036,3.877
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",22.103,0.0,23.899,0.732,22.081,25.717,true,1.796,0.075,3.226
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",11.585,0.0,18.502,0.199,18.007,18.998,false,6.917,0.374,47.845
"false","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",56.666,0.0,54.994,0.969,52.587,57.401,true,1.672,0.03,2.796
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",52.442,0.0,55.566,0.914,53.295,57.838,false,3.124,0.056,9.759
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",63.509,0.0,74.977,0.269,74.308,75.645,false,11.468,0.153,131.515
"true","[FILEAGETHRESHOLD, FILESIZETHRESHOLD]",21.634,0.0,18.446,0.423,17.396,19.497,false,3.188,0.173,10.163
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",56.844,0.0,53.378,0.383,52.426,54.331,false,3.466,0.065,12.013
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",11.633,0.0,9.314,0.442,8.215,10.413,false,2.319,0.249,5.378
"false","[DEEPCOPY, FILEAGETHRESHOLD]",15.923,0.0,18.347,0.398,17.359,19.335,false,2.424,0.132,5.876
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",52.202,0.0,55.644,0.457,54.51,56.779,false,3.442,0.062,11.847
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.287,0.0,24.137,0.13,23.816,24.459,false,2.85,0.118,8.123
"false","[FILEAGETHRESHOLD, FILESIZETHRESHOLD, CLOCK]",21.142,0.0,18.489,0.655,16.861,20.117,false,2.653,0.143,7.038
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",56.352,0.0,53.837,0.88,51.651,56.023,false,2.515,0.047,6.325
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",6.875,0.0,6.141,0.304,5.387,6.896,true,0.734,0.12,0.539
"false","[TRANSIENTMODE, JOURNALSERIALIZER]",11.932,0.0,9.227,0.254,8.596,9.858,false,2.705,0.293,7.317
"false","[FILESIZETHRESHOLD]",22.45,0.0,18.27,0.416,17.236,19.305,false,4.18,0.229,17.472
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",56.837,0.0,55.669,0.252,55.044,56.294,false,1.168,0.021,1.364
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",22.595,0.0,24.36,0.711,22.595,26.126,true,1.765,0.072,3.115
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",62.846,0.0,74.727,0.591,73.259,76.195,false,11.881,0.159,141.158
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",11.611,0.0,9.844,0.047,9.727,9.961,false,1.767,0.18,3.122
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",12.022,0.0,9.693,0.236,9.106,10.281,false,2.329,0.24,5.424
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",12.685,0.0,9.45,0.178,9.008,9.891,false,3.235,0.342,10.465
"false","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",20.021,0.0,29.18,0.125,28.869,29.491,false,9.159,0.314,83.887
"false","[DEEPCOPY]",15.412,0.0,17.815,0.294,17.083,18.546,false,2.403,0.135,5.774
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR]",7.564,0.0,8.795,0.551,7.426,10.164,true,1.231,0.14,1.515
"false","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",27.057,0.0,23.614,0.079,23.417,23.812,false,3.443,0.146,11.854
"false","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",20.513,0.0,30.047,0.68,28.359,31.735,false,9.534,0.317,90.897
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",6.383,0.0,6.058,0.314,5.278,6.837,true,0.325,0.054,0.106
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",11.482,0.0,9.405,0.314,8.624,10.187,false,2.077,0.221,4.314
"false","[FILESIZETHRESHOLD, CLOCK]",21.958,0.0,18.524,0.323,17.72,19.327,false,3.434,0.185,11.792
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",61.746,0.0,75.728,0.77,73.816,77.641,false,13.982,0.185,195.496
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",11.948,0.0,19.223,0.285,18.514,19.932,false,7.275,0.378,52.926
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",57.394,0.0,54.709,0.572,53.287,56.13,false,2.685,0.049,7.209
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",11.607,0.0,18.808,0.309,18.04,19.575,false,7.201,0.383,51.854
"false","[TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",11.44,0.0,9.656,0.196,9.168,10.144,false,1.784,0.185,3.183
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER]",20.684,0.0,30.158,0.221,29.609,30.708,false,9.474,0.314,89.757
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER]",58.057,0.0,55.244,0.584,53.793,56.695,false,2.813,0.051,7.913
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, CLOCK]",7.072,0.0,8.638,0.25,8.016,9.26,false,1.566,0.181,2.452
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",63.017,0.0,74.809,0.318,74.02,75.598,false,11.792,0.158,139.051
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",12.167,0.0,18.834,0.396,17.85,19.819,false,6.667,0.354,44.449
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",12.659,0.0,18.983,0.343,18.132,19.834,false,6.324,0.333,39.993
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",57.565,0.0,54.551,1.189,51.597,57.505,false,3.014,0.055,9.084
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",7.419,0.0,5.786,0.033,5.703,5.869,false,1.633,0.282,2.667
"false","[MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",27.72,0.0,23.494,0.734,21.67,25.317,false,4.226,0.18,17.859
"false","[MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",27.72,0.0,24.315,0.422,23.266,25.364,false,3.405,0.14,11.594
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",6.901,0.0,8.461,0.119,8.164,8.758,false,1.56,0.184,2.434
"false","[TRANSIENTMODE, DISKSYNC, CLOCK]",6.337,0.0,6.1,0.342,5.249,6.951,true,0.237,0.039,0.056
"false","[FILEAGETHRESHOLD, DISKSYNC, CLOCK]",52.297,0.0,48.756,0.716,46.976,50.535,false,3.541,0.073,12.539
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",58.057,0.0,56.067,1.615,52.055,60.078,true,1.99,0.035,3.96
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",12.103,0.0,9.107,0.109,8.838,9.377,false,2.996,0.329,8.976
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",11.285,0.0,19.131,0.269,18.463,19.8,false,7.846,0.41,61.56
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",11.285,0.0,18.192,0.245,17.584,18.799,false,6.907,0.38,47.707
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",11.607,0.0,18.667,0.324,17.863,19.471,false,7.06,0.378,49.844
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC]",7.419,0.0,6.102,0.284,5.396,6.808,false,1.317,0.216,1.734
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER]",12.514,0.0,9.478,0.451,8.358,10.598,false,3.036,0.32,9.217
"false","[TRANSIENTMODE, MONITOR, DISKSYNC]",7.0,0.0,6.323,0.078,6.129,6.517,false,0.677,0.107,0.458
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.186,0.0,8.505,0.084,8.295,8.714,false,2.319,0.273,5.378
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",21.779,0.0,24.404,0.318,23.614,25.195,false,2.625,0.108,6.891
