measured,configuration,pair_wise,pair_wise_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",10.98,0.0,6.076,0.395,5.095,7.056,false,4.904,0.807,24.049
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",30.73,0.0,18.643,0.216,18.107,19.179,false,12.087,0.648,146.096
"false","[FILEAGETHRESHOLD, DISKSYNC, FILESIZETHRESHOLD]",55.7,0.0,53.418,0.669,51.756,55.08,false,2.282,0.043,5.208
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",37.79,0.0,35.245,0.299,34.504,35.987,false,2.545,0.072,6.477
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",11.23,0.0,8.947,0.22,8.4,9.493,false,2.283,0.255,5.212
"false","[DEEPCOPY, FILESIZETHRESHOLD, CLOCK]",23.34,0.0,24.432,1.181,21.499,27.365,true,1.092,0.045,1.192
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",22.3,0.0,9.608,0.241,9.008,10.207,false,12.692,1.321,161.087
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",29.79,0.0,18.745,0.565,17.341,20.149,false,11.045,0.589,121.992
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",28.11,0.0,18.635,0.366,17.725,19.545,false,9.475,0.508,89.776
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, CLOCK]",15.61,0.0,9.582,0.114,9.3,9.864,false,6.028,0.629,36.337
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, CLOCK]",57.1,0.0,54.583,0.378,53.645,55.521,false,2.517,0.046,6.335
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC]",55.42,0.0,54.742,0.064,54.583,54.902,false,0.678,0.012,0.46
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",29.79,0.0,18.542,0.425,17.485,19.599,false,11.248,0.607,126.518
"true","[MONITOR, JOURNALSERIALIZER]",17.77,0.0,18.789,0.516,17.506,20.072,true,1.019,0.054,1.038
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER]",13.93,0.0,9.079,0.119,8.784,9.373,false,4.851,0.534,23.532
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER]",28.11,0.0,19.067,0.81,17.054,21.08,false,9.043,0.474,81.776
"false","[MONITOR, JOURNALSERIALIZER, CLOCK]",17.41,0.0,18.559,0.088,18.341,18.778,false,1.149,0.062,1.32
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",22.3,0.0,9.417,0.241,8.817,10.016,false,12.883,1.368,165.972
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.71,0.0,9.74,0.183,9.285,10.194,false,0.97,0.1,0.941
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",37.79,0.0,35.758,0.281,35.061,36.456,false,2.032,0.057,4.129
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",11.07,0.0,9.4,0.221,8.85,9.949,false,1.67,0.178,2.789
"false","[DEEPCOPY, FILEAGETHRESHOLD, FILESIZETHRESHOLD, CLOCK]",23.34,0.0,25.086,0.603,23.587,26.584,false,1.746,0.07,3.049
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",8.15,0.0,5.656,0.08,5.457,5.856,false,2.494,0.441,6.22
"true","[TRANSIENTMODE]",6.08,0.0,6.119,0.243,5.515,6.723,true,0.039,0.006,0.002
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",11.59,0.0,8.703,0.309,7.937,9.47,false,2.887,0.332,8.335
"true","[DEEPCOPY, FILESIZETHRESHOLD]",23.7,0.0,24.6,0.358,23.71,25.49,false,0.9,0.037,0.81
