measured,configuration,splat,splat_std,brute_force,brute_force_std,absolute error,relative error,squared error
"false","[FILEAGETHRESHOLD, MONITOR]",13.859,0.0,13.585,0.175,0.274,0.02,0.075
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",9.71,0.0,8.998,0.152,0.712,0.079,0.507
"true","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.726,0.0,23.714,0.223,0.012,0.001,0
"false","[MONITOR, FILESIZETHRESHOLD]",18.012,0.0,17.834,0.376,0.178,0.01,0.032
"true","[DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",53.838,0.0,53.014,0.689,0.824,0.016,0.679
"true","[DISKSYNC, FILESIZETHRESHOLD, CLOCK]",53.159,0.0,53.541,0.809,0.382,0.007,0.146
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.725,0.0,6.083,0.193,0.358,0.059,0.128
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER]",17.419,0.0,18.667,0.239,1.248,0.067,1.558
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.589,0.0,18.929,0.419,0.34,0.018,0.116
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",75.532,0.0,75.735,1.819,0.203,0.003,0.041
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",61.512,0.0,62.381,0.326,0.869,0.014,0.755
"false","[MONITOR, CLOCK]",13.822,0.0,13.579,0.082,0.243,0.018,0.059
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",8.314,0.0,8.412,0.098,0.098,0.012,0.01
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD]",24.641,0.0,23.924,0.553,0.717,0.03,0.514
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.414,0.0,9.23,0.09,0.184,0.02,0.034
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC]",46.805,0.0,47.537,1.091,0.732,0.015,0.536
"true","[DISKSYNC, FILESIZETHRESHOLD]",55.7,0.0,53.141,0.636,2.559,0.048,6.548
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",6.338,0.0,6.316,0.031,0.022,0.003,0
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",36.56,0.0,35.493,0.164,1.067,0.03,1.138
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",60.695,0.0,60.808,1.437,0.113,0.002,0.013
"true","[TRANSIENTMODE, CLOCK]",5.952,0.0,6.085,0.288,0.133,0.022,0.018
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.589,0.0,18.837,0.385,0.248,0.013,0.062
"true","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",19.604,0.0,18.538,0.179,1.066,0.058,1.136
"false","[MONITOR, SNAPSHOTSERIALIZER]",13.182,0.0,13.805,0.336,0.623,0.045,0.388
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.725,0.0,6.557,0.055,0.832,0.127,0.692
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.059,0.0,6.057,0.269,0.002,0,0
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",9.71,0.0,9.107,0.229,0.603,0.066,0.364
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.157,0.0,18.792,0.173,0.365,0.019,0.133
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",60.753,0.0,61.032,0.322,0.279,0.005,0.078
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, CLOCK]",5.952,0.0,6.083,0.221,0.131,0.022,0.017
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",6.338,0.0,6.227,0.34,0.111,0.018,0.012
"true","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER]",18.589,0.0,18.732,0.298,0.143,0.008,0.02
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.414,0.0,9.184,0.149,0.23,0.025,0.053
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",5.952,0.0,6.156,0.291,0.204,0.033,0.042
"true","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",23.818,0.0,23.832,0.211,0.014,0.001,0
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",8.314,0.0,8.647,0.039,0.333,0.039,0.111
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",18.044,0.0,18.428,0.256,0.384,0.021,0.147
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",19.604,0.0,19.069,0.107,0.535,0.028,0.286
"true","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",54.685,0.0,55.435,0.7,0.75,0.014,0.562
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",60.495,0.0,61.543,0.276,1.048,0.017,1.098
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, CLOCK]",18.469,0.0,18.695,0.287,0.226,0.012,0.051
"true","[DEEPCOPY, CLOCK]",17.097,0.0,18.675,0.259,1.578,0.084,2.49
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",18.267,0.0,18.077,0.322,0.19,0.011,0.036
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",35.303,0.0,35.427,0.594,0.124,0.004,0.015
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",61.402,0.0,61.797,0.436,0.395,0.006,0.156
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",5.952,0.0,6.296,0.249,0.344,0.055,0.118
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",60.093,0.0,61.86,0.226,1.767,0.029,3.122
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",8.314,0.0,8.541,0.271,0.227,0.027,0.052
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.059,0.0,6.132,0.279,0.073,0.012,0.005
"false","[DEEPCOPY, TRANSIENTMODE, FILESIZETHRESHOLD]",8.755,0.0,8.713,0.393,0.042,0.005,0.002
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",18.945,0.0,18.406,0.43,0.539,0.029,0.291
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",18.941,0.0,18.615,0.115,0.326,0.018,0.106
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",47.366,0.0,48.343,0.951,0.977,0.02,0.955
"true","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",55.274,0.0,54.84,0.081,0.434,0.008,0.188
"false","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD]",18.087,0.0,18.024,0.14,0.063,0.003,0.004
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.414,0.0,9.41,0.402,0.004,0,0
"false","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD, CLOCK]",17.891,0.0,18.639,0.372,0.748,0.04,0.56
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",8.314,0.0,8.547,0.228,0.233,0.027,0.054
"true","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER]",18.635,0.0,18.416,0.444,0.219,0.012,0.048
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",9.424,0.0,9.405,0.161,0.019,0.002,0
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",8.314,0.0,8.664,0.35,0.35,0.04,0.122
"true","[DISKSYNC, JOURNALSERIALIZER, CLOCK]",55.065,0.0,55.29,0.828,0.225,0.004,0.051
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",34.77,0.0,35.565,0.509,0.795,0.022,0.632
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",5.725,0.0,6.415,0.391,0.69,0.108,0.476
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",35.58,0.0,36.101,0.221,0.521,0.014,0.271
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",9.71,0.0,9.346,0.284,0.364,0.039,0.132
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.785,0.0,9.236,0.223,0.549,0.059,0.301
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",67.187,0.0,67.841,0.424,0.654,0.01,0.428
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER]",18.589,0.0,18.482,0.165,0.107,0.006,0.011
"true","[DEEPCOPY, FILEAGETHRESHOLD, CLOCK]",18.357,0.0,18.246,0.5,0.111,0.006,0.012
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC]",8.755,0.0,8.707,0.291,0.048,0.006,0.002
"true","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",20.061,0.0,18.71,0.149,1.351,0.072,1.825
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.424,0.0,9.202,0.046,0.222,0.024,0.049
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",17.639,0.0,18.509,0.468,0.87,0.047,0.757
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",8.755,0.0,8.746,0.201,0.009,0.001,0
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",53.944,0.0,53.8,0.778,0.144,0.003,0.021
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",55.775,0.0,54.903,0.317,0.872,0.016,0.76
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.166,0.0,23.899,0.598,0.733,0.031,0.537
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",20.061,0.0,18.502,0.163,1.559,0.084,2.43
"true","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",54.564,0.0,54.994,0.791,0.43,0.008,0.185
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",54.144,0.0,55.566,0.747,1.422,0.026,2.022
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",74.52,0.0,74.977,0.22,0.457,0.006,0.209
"true","[FILEAGETHRESHOLD, FILESIZETHRESHOLD]",18.087,0.0,18.446,0.345,0.359,0.019,0.129
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",53.101,0.0,53.378,0.313,0.277,0.005,0.077
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.785,0.0,9.314,0.361,0.471,0.051,0.222
"true","[DEEPCOPY, FILEAGETHRESHOLD]",18.06,0.0,18.347,0.325,0.287,0.016,0.082
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",54.759,0.0,55.644,0.373,0.885,0.016,0.783
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.726,0.0,24.137,0.106,0.411,0.017,0.169
"true","[FILEAGETHRESHOLD, FILESIZETHRESHOLD, CLOCK]",17.891,0.0,18.489,0.535,0.598,0.032,0.358
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",53.838,0.0,53.837,0.718,0.001,0,0
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",6.338,0.0,6.141,0.248,0.197,0.032,0.039
"true","[TRANSIENTMODE, JOURNALSERIALIZER]",9.71,0.0,9.227,0.207,0.483,0.052,0.233
"true","[FILESIZETHRESHOLD]",18.012,0.0,18.27,0.34,0.258,0.014,0.067
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",55.065,0.0,55.669,0.205,0.604,0.011,0.365
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",22.369,0.0,24.36,0.58,1.991,0.082,3.964
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",75.532,0.0,74.727,0.482,0.805,0.011,0.648
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.785,0.0,9.844,0.038,0.059,0.006,0.003
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.414,0.0,9.45,0.145,0.036,0.004,0.001
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",9.424,0.0,9.693,0.193,0.269,0.028,0.072
"true","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",29.969,0.0,29.18,0.102,0.789,0.027,0.623
"true","[DEEPCOPY]",17.669,0.0,17.815,0.24,0.146,0.008,0.021
"true","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",24.562,0.0,23.614,0.065,0.948,0.04,0.899
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR]",8.755,0.0,8.795,0.45,0.04,0.005,0.002
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.785,0.0,9.405,0.257,0.38,0.04,0.144
"true","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",30.428,0.0,30.047,0.555,0.381,0.013,0.145
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",5.952,0.0,6.058,0.256,0.106,0.017,0.011
"true","[FILESIZETHRESHOLD, CLOCK]",17.498,0.0,18.524,0.264,1.026,0.055,1.053
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.157,0.0,19.223,0.233,0.066,0.003,0.004
"true","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",74.589,0.0,75.728,0.629,1.139,0.015,1.297
"true","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",54.662,0.0,54.709,0.467,0.047,0.001,0.002
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.604,0.0,18.808,0.252,0.796,0.042,0.634
"true","[TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",9.424,0.0,9.656,0.16,0.232,0.024,0.054
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER]",29.104,0.0,30.158,0.181,1.054,0.035,1.111
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER]",55.595,0.0,55.244,0.477,0.351,0.006,0.123
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.018,0.0,74.809,0.259,0.791,0.011,0.626
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, CLOCK]",8.369,0.0,8.638,0.204,0.269,0.031,0.072
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",20.061,0.0,18.834,0.324,1.227,0.065,1.506
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",19.157,0.0,18.983,0.28,0.174,0.009,0.03
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",55.203,0.0,54.551,0.971,0.652,0.012,0.425
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",6.059,0.0,5.786,0.027,0.273,0.047,0.075
"false","[MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",24.151,0.0,23.494,0.599,0.657,0.028,0.432
"false","[MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",23.818,0.0,24.315,0.345,0.497,0.02,0.247
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",8.314,0.0,8.461,0.098,0.147,0.017,0.022
"false","[TRANSIENTMODE, DISKSYNC, CLOCK]",5.952,0.0,6.1,0.28,0.148,0.024,0.022
"true","[FILEAGETHRESHOLD, DISKSYNC, CLOCK]",49.228,0.0,48.756,0.585,0.472,0.01,0.223
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",54.685,0.0,56.067,1.319,1.382,0.025,1.91
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.414,0.0,9.107,0.089,0.307,0.034,0.094
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.604,0.0,19.131,0.22,0.473,0.025,0.224
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",20.061,0.0,18.667,0.264,1.394,0.075,1.943
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",20.061,0.0,18.192,0.2,1.869,0.103,3.493
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER]",9.71,0.0,9.478,0.368,0.232,0.024,0.054
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC]",6.338,0.0,6.102,0.232,0.236,0.039,0.056
"false","[TRANSIENTMODE, MONITOR, DISKSYNC]",6.338,0.0,6.323,0.064,0.015,0.002,0
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",8.369,0.0,8.505,0.069,0.136,0.016,0.018
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",24.786,0.0,24.404,0.26,0.382,0.016,0.146
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE]",8.755,0.0,8.616,0.029,0.139,0.016,0.019
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.589,0.0,18.809,0.351,0.22,0.012,0.048
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",13.137,0.0,14.019,0.218,0.882,0.063,0.778
"false","[MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",24.562,0.0,24.376,0.592,0.186,0.008,0.035
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",5.725,0.0,5.92,0.075,0.195,0.033,0.038
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",24.895,0.0,24.163,0.084,0.732,0.03,0.536
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",9.71,0.0,9.268,0.286,0.442,0.048,0.195
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, CLOCK]",8.369,0.0,8.558,0.102,0.189,0.022,0.036
"true","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",72.457,0.0,74.644,0.531,2.187,0.029,4.783
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.604,0.0,19.224,0.339,0.38,0.02,0.144
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",29.836,0.0,30.136,0.402,0.3,0.01,0.09
"true","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.562,0.0,74.426,0.3,0.136,0.002,0.018
"true","[DISKSYNC, CLOCK]",48.832,0.0,48.612,0.407,0.22,0.005,0.048
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.424,0.0,9.201,0.291,0.223,0.024,0.05
"false","[DEEPCOPY, MONITOR, DISKSYNC, CLOCK]",56.969,0.0,56.0,0.584,0.969,0.017,0.939
"false","[TRANSIENTMODE, FILESIZETHRESHOLD]",6.338,0.0,6.235,0.351,0.103,0.017,0.011
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",8.314,0.0,8.793,0.124,0.479,0.054,0.229
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.018,0.0,74.463,0.282,0.445,0.006,0.198
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, FILESIZETHRESHOLD]",6.338,0.0,6.031,0.142,0.307,0.051,0.094
"true","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER]",8.314,0.0,8.584,0.419,0.27,0.031,0.073
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER]",18.589,0.0,19.223,0.416,0.634,0.033,0.402
"false","[TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",5.952,0.0,6.178,0.265,0.226,0.037,0.051
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, FILESIZETHRESHOLD, CLOCK]",5.952,0.0,5.832,0.039,0.12,0.021,0.014
"true","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",8.314,0.0,8.583,0.18,0.269,0.031,0.072
"false","[MONITOR, SNAPSHOTSERIALIZER, CLOCK]",12.967,0.0,14.202,0.437,1.235,0.087,1.525
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.589,0.0,18.813,0.285,0.224,0.012,0.05
"true","[DEEPCOPY, TRANSIENTMODE]",8.755,0.0,8.967,0.884,0.212,0.024,0.045
"true","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",29.263,0.0,29.499,0.082,0.236,0.008,0.056
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.337,0.0,24.731,0.536,1.394,0.056,1.943
"false","[TRANSIENTMODE, FILESIZETHRESHOLD, CLOCK]",5.952,0.0,6.575,0.024,0.623,0.095,0.388
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.604,0.0,18.556,0.257,1.048,0.056,1.098
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, CLOCK]",29.076,0.0,30.62,0.662,1.544,0.05,2.384
"false","[TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.059,0.0,6.105,0.428,0.046,0.008,0.002
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER]",13.406,0.0,13.703,0.15,0.297,0.022,0.088
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, CLOCK]",8.369,0.0,9.117,0.082,0.748,0.082,0.56
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",20.061,0.0,18.939,0.503,1.122,0.059,1.259
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER]",17.419,0.0,18.317,0.197,0.898,0.049,0.806
