measured,configuration,splat,splat_std,brute_force,brute_force_std,absolute error,relative error,squared error
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, CLOCK]",5.952,0.0,6.314,0.335,0.362,0.057,0.131
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",5.952,0.0,6.072,0.325,0.12,0.02,0.014
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",8.314,0.0,8.932,0.468,0.618,0.069,0.382
"false","[MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",24.256,0.0,24.085,1.026,0.171,0.007,0.029
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, CLOCK]",57.094,0.0,55.607,0.774,1.487,0.027,2.211
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC]",6.338,0.0,6.385,0.385,0.047,0.007,0.002
"false","[MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",53.159,0.0,52.712,0.247,0.447,0.008,0.2
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",24.641,0.0,23.597,0.273,1.044,0.044,1.09
"true","[DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",57.284,0.0,55.881,0.228,1.403,0.025,1.968
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",30.428,0.0,29.635,0.348,0.793,0.027,0.629
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",9.71,0.0,9.41,0.258,0.3,0.032,0.09
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",54.662,0.0,55.081,0.436,0.419,0.008,0.176
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.725,0.0,6.388,0.186,0.663,0.104,0.44
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",24.895,0.0,23.948,0.458,0.947,0.04,0.897
"true","[DEEPCOPY, TRANSIENTMODE, CLOCK]",8.369,0.0,8.661,0.487,0.292,0.034,0.085
"true","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",53.944,0.0,52.901,0.137,1.043,0.02,1.088
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",8.369,0.0,8.588,0.33,0.219,0.026,0.048
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, CLOCK]",19.604,0.0,18.834,0.063,0.77,0.041,0.593
"true","[FILEAGETHRESHOLD, DISKSYNC]",46.805,0.0,47.193,0.215,0.388,0.008,0.151
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER]",55.775,0.0,55.397,0.437,0.378,0.007,0.143
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.414,0.0,9.2,0.412,0.214,0.023,0.046
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER]",8.314,0.0,8.64,0.14,0.326,0.038,0.106
"true","[DEEPCOPY, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",22.369,0.0,24.948,1.02,2.579,0.103,6.651
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",74.52,0.0,74.541,0.622,0.021,0,0
"true","[JOURNALSERIALIZER, CLOCK]",17.245,0.0,18.684,0.426,1.439,0.077,2.071
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",72.457,0.0,74.691,0.544,2.234,0.03,4.991
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, CLOCK]",28.7,0.0,29.953,0.246,1.253,0.042,1.57
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.562,0.0,74.503,0.299,0.059,0.001,0.003
"true","[DISKSYNC]",46.865,0.0,47.465,0.237,0.6,0.013,0.36
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, CLOCK]",19.604,0.0,18.579,0.212,1.025,0.055,1.051
"true","[DEEPCOPY, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.166,0.0,23.967,0.399,0.801,0.033,0.642
"true","[JOURNALSERIALIZER]",17.722,0.0,19.265,1.313,1.543,0.08,2.381
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.337,0.0,24.332,0.106,0.995,0.041,0.99
"false","[TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",6.338,0.0,6.211,0.206,0.127,0.02,0.016
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR]",8.755,0.0,8.442,0.201,0.313,0.037,0.098
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",53.332,0.0,53.661,0.588,0.329,0.006,0.108
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",8.755,0.0,8.627,0.356,0.128,0.015,0.016
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",29.263,0.0,30.207,0.801,0.944,0.031,0.891
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",54.144,0.0,55.614,0.432,1.47,0.026,2.161
"true","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",73.192,0.0,74.326,0.683,1.134,0.015,1.286
"false","[DEEPCOPY, MONITOR, FILESIZETHRESHOLD]",23.704,0.0,23.878,0.195,0.174,0.007,0.03
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC]",54.736,0.0,55.057,0.898,0.321,0.006,0.103
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, CLOCK]",9.424,0.0,9.073,0.127,0.351,0.039,0.123
"false","[TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.725,0.0,6.092,0.218,0.367,0.06,0.135
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",5.952,0.0,6.122,0.347,0.17,0.028,0.029
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER]",29.635,0.0,30.095,0.525,0.46,0.015,0.212
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.787,0.0,23.794,0.459,0.007,0,0
"true","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",29.836,0.0,30.026,0.093,0.19,0.006,0.036
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",57.284,0.0,55.875,0.276,1.409,0.025,1.985
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",52.579,0.0,52.951,0.096,0.372,0.007,0.138
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",8.314,0.0,8.851,0.282,0.537,0.061,0.288
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",72.184,0.0,74.886,0.478,2.702,0.036,7.301
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",29.969,0.0,29.56,0.335,0.409,0.014,0.167
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.059,0.0,6.468,0.031,0.409,0.063,0.167
"false","[DEEPCOPY, MONITOR]",17.669,0.0,18.242,0.071,0.573,0.031,0.328
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",74.589,0.0,74.076,0.437,0.513,0.007,0.263
"true","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD]",35.303,0.0,35.382,0.262,0.079,0.002,0.006
"true","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.785,0.0,9.581,0.285,0.204,0.021,0.042
"true","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER]",47.147,0.0,47.53,0.697,0.383,0.008,0.147
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",5.725,0.0,6.299,0.19,0.574,0.091,0.329
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, CLOCK]",18.357,0.0,18.827,0.611,0.47,0.025,0.221
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.604,0.0,18.855,0.096,0.749,0.04,0.561
"true","[DEEPCOPY, JOURNALSERIALIZER, CLOCK]",28.7,0.0,29.691,0.339,0.991,0.033,0.982
"true","[SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",18.945,0.0,18.166,0.141,0.779,0.043,0.607
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.414,0.0,9.364,0.354,0.05,0.005,0.002
"true","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, CLOCK]",29.076,0.0,29.985,0.064,0.909,0.03,0.826
"true","[SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",18.044,0.0,18.047,0.289,0.003,0,0
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.414,0.0,9.374,0.206,0.04,0.004,0.002
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD, CLOCK]",24.508,0.0,24.243,0.837,0.265,0.011,0.07
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.785,0.0,9.626,0.356,0.159,0.017,0.025
"true","[DEEPCOPY, JOURNALSERIALIZER]",29.104,0.0,30.433,0.919,1.329,0.044,1.766
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD]",23.929,0.0,24.248,0.455,0.319,0.013,0.102
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",8.755,0.0,8.777,0.158,0.022,0.003,0
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",5.725,0.0,5.915,0.085,0.19,0.032,0.036
"true","[SNAPSHOTSERIALIZER, CLOCK]",12.967,0.0,13.843,0.19,0.876,0.063,0.767
"true","[DEEPCOPY, JOURNALSERIALIZER, FILESIZETHRESHOLD]",34.77,0.0,35.805,0.193,1.035,0.029,1.071
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.785,0.0,9.338,0.175,0.447,0.048,0.2
"true","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.414,0.0,9.194,0.087,0.22,0.024,0.048
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",52.772,0.0,53.571,0.709,0.799,0.015,0.638
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",8.369,0.0,9.059,0.58,0.69,0.076,0.476
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.785,0.0,9.236,0.262,0.549,0.059,0.301
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",6.059,0.0,6.065,0.325,0.006,0.001,0
"true","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",17.639,0.0,18.192,0.124,0.553,0.03,0.306
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, CLOCK]",19.604,0.0,19.013,0.409,0.591,0.031,0.349
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",8.314,0.0,8.55,0.184,0.236,0.028,0.056
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.785,0.0,9.65,0.176,0.135,0.014,0.018
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.059,0.0,6.28,0.364,0.221,0.035,0.049
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.725,0.0,6.393,0.126,0.668,0.104,0.446
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",8.369,0.0,8.725,0.315,0.356,0.041,0.127
"true","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",36.08,0.0,35.359,0.706,0.721,0.02,0.52
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",62.336,0.0,61.33,0.268,1.006,0.016,1.012
"true","[DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",48.243,0.0,48.991,1.489,0.748,0.015,0.56
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.589,0.0,19.048,0.295,0.459,0.024,0.211
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",18.589,0.0,18.956,0.349,0.367,0.019,0.135
"false","[MONITOR, DISKSYNC, FILESIZETHRESHOLD]",55.7,0.0,52.863,0.338,2.837,0.054,8.049
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.414,0.0,9.372,0.192,0.042,0.004,0.002
"true","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, CLOCK]",13.137,0.0,13.581,0.186,0.444,0.033,0.197
"true","[DEEPCOPY, DISKSYNC, FILESIZETHRESHOLD]",60.695,0.0,61.557,0.111,0.862,0.014,0.743
"false","[DEEPCOPY, MONITOR, FILESIZETHRESHOLD, CLOCK]",23.902,0.0,23.948,0.086,0.046,0.002,0.002
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",8.755,0.0,8.662,0.322,0.093,0.011,0.009
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.059,0.0,6.243,0.225,0.184,0.029,0.034
"true","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER]",29.635,0.0,29.479,0.102,0.156,0.005,0.024
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.604,0.0,18.838,0.261,0.766,0.041,0.587
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",8.314,0.0,8.639,0.046,0.325,0.038,0.106
"true","[DEEPCOPY, DISKSYNC, CLOCK]",56.969,0.0,56.316,0.473,0.653,0.012,0.426
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",5.725,0.0,6.017,0.219,0.292,0.049,0.085
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",19.604,0.0,18.664,0.483,0.94,0.05,0.884
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",8.369,0.0,8.827,0.248,0.458,0.052,0.21
"true","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",47.366,0.0,48.135,0.214,0.769,0.016,0.591
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER]",67.512,0.0,67.872,0.202,0.36,0.005,0.13
"true","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER]",13.406,0.0,13.22,0.151,0.186,0.014,0.035
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.589,0.0,18.572,0.253,0.017,0.001,0
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.785,0.0,9.067,0.019,0.718,0.079,0.516
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER, CLOCK]",18.469,0.0,18.552,0.227,0.083,0.004,0.007
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",54.564,0.0,54.294,0.225,0.27,0.005,0.073
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER]",18.589,0.0,19.11,0.214,0.521,0.027,0.271
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",8.369,0.0,9.007,0.256,0.638,0.071,0.407
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.725,0.0,5.818,0.091,0.093,0.016,0.009
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",8.314,0.0,9.011,0.264,0.697,0.077,0.486
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.414,0.0,9.285,0.147,0.129,0.014,0.017
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.604,0.0,18.737,0.156,0.867,0.046,0.752
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",62.754,0.0,62.428,1.392,0.326,0.005,0.106
"true","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, CLOCK]",67.333,0.0,67.972,0.663,0.639,0.009,0.408
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, CLOCK]",19.604,0.0,18.559,0.401,1.045,0.056,1.092
"true","[DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER]",54.759,0.0,55.773,1.085,1.014,0.018,1.028
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",8.369,0.0,8.525,0.091,0.156,0.018,0.024
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",8.314,0.0,8.489,0.213,0.175,0.021,0.031
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.157,0.0,18.678,0.178,0.479,0.026,0.229
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",61.114,0.0,61.666,0.222,0.552,0.009,0.305
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",8.314,0.0,8.883,0.428,0.569,0.064,0.324
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",18.941,0.0,18.569,0.173,0.372,0.02,0.138
"true","[DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",60.093,0.0,61.359,0.697,1.266,0.021,1.603
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",6.059,0.0,6.227,0.278,0.168,0.027,0.028
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.059,0.0,6.013,0.231,0.046,0.008,0.002
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, CLOCK]",9.424,0.0,9.727,0.109,0.303,0.031,0.092
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",8.755,0.0,8.447,0.231,0.308,0.036,0.095
"true","[DEEPCOPY, DISKSYNC]",55.412,0.0,55.469,0.266,0.057,0.001,0.003
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.725,0.0,6.062,0.289,0.337,0.056,0.114
"false","[TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.424,0.0,9.385,0.267,0.039,0.004,0.002
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",61.669,0.0,61.448,0.09,0.221,0.004,0.049
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",55.274,0.0,54.279,0.81,0.995,0.018,0.99
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",8.314,0.0,9.056,0.345,0.742,0.082,0.551
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER]",18.635,0.0,18.474,0.324,0.161,0.009,0.026
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",61.512,0.0,61.411,0.51,0.101,0.002,0.01
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC]",8.755,0.0,8.478,0.107,0.277,0.033,0.077
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",6.338,0.0,6.336,0.355,0.002,0,0
"true","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",36.56,0.0,36.211,0.762,0.349,0.01,0.122
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",20.061,0.0,18.923,0.186,1.138,0.06,1.295
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC]",8.755,0.0,8.589,0.355,0.166,0.019,0.028
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER]",54.613,0.0,54.428,0.585,0.185,0.003,0.034
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.604,0.0,18.929,0.096,0.675,0.036,0.456
"false","[TRANSIENTMODE, DISKSYNC]",6.338,0.0,6.037,0.232,0.301,0.05,0.091
"false","[TRANSIENTMODE, MONITOR, CLOCK]",5.952,0.0,6.002,0.156,0.05,0.008,0.002
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, CLOCK]",67.088,0.0,67.648,0.598,0.56,0.008,0.314
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.589,0.0,18.407,0.391,0.182,0.01,0.033
"true","[DEEPCOPY, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",36.074,0.0,35.854,0.737,0.22,0.006,0.048
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.725,0.0,6.24,0.253,0.515,0.083,0.265
"true","[SNAPSHOTSERIALIZER]",13.182,0.0,13.727,0.149,0.545,0.04,0.297
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.589,0.0,19.413,0.404,0.824,0.042,0.679
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER]",18.083,0.0,18.244,0.226,0.161,0.009,0.026
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",18.554,0.0,17.89,0.312,0.664,0.037,0.441
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.157,0.0,19.235,0.1,0.078,0.004,0.006
"true","[DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",60.753,0.0,61.456,0.264,0.703,0.011,0.494
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",8.314,0.0,8.357,0.19,0.043,0.005,0.002
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",5.952,0.0,5.941,0.112,0.011,0.002,0
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",59.921,0.0,61.235,0.656,1.314,0.021,1.727
"true","[DEEPCOPY, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",60.495,0.0,61.724,0.654,1.229,0.02,1.51
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR]",18.06,0.0,18.587,0.284,0.527,0.028,0.278
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",62.196,0.0,62.47,0.473,0.274,0.004,0.075
"true","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",18.267,0.0,18.31,0.352,0.043,0.002,0.002
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",18.589,0.0,18.817,0.026,0.228,0.012,0.052
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",19.157,0.0,18.987,0.356,0.17,0.009,0.029
