RAM_BUFFER_SIZE_MB,MERGE_POLICY,MERGE_SCHEDULER,COMMIT_ON_CLOSE,CHECK_PENDING_FLUSH_UPDATE,READER_POOLING,MAX_BUFFERED_DOCS,CODEC,USE_COMPOUND_FILE,INDEX_DELETION_POLICY,MAX_TOKEN_LENGTH,MAX_CFS_SEGMENT_SIZE_MB,NO_CFS_RATIO,INDEX_COMMIT,MERGED_SEGMENT_WARMER,RAM_PER_THREAD_HARD_LIMIT,SIMILARITY,time
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.014
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.68
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.003
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.67
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.473
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.197
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.715
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.567
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.981
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.674
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.807
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.557
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.446
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.729
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.561
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.659
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30.736
