RAM_BUFFER_SIZE_MB,MERGE_POLICY,MERGE_SCHEDULER,COMMIT_ON_CLOSE,CHECK_PENDING_FLUSH_UPDATE,READER_POOLING,MAX_BUFFERED_DOCS,CODEC,USE_COMPOUND_FILE,INDEX_DELETION_POLICY,MAX_TOKEN_LENGTH,MAX_CFS_SEGMENT_SIZE_MB,NO_CFS_RATIO,INDEX_COMMIT,MERGED_SEGMENT_WARMER,RAM_PER_THREAD_HARD_LIMIT,SIMILARITY,time
1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,33.951
0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,30.88
1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,24.111
0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,31.209
1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,24.297
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,31.175
1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,31.257
1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,34.305
1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,31.097
1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,34.25
0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,31.082
1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,24.355
1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,34.05
0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,30.646
1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,33.95
1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,34.331
0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,30.889
1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,24.187
0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,31.437
0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,34.138
0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,30.569
0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,30.783
1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,31.317
0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,31.359
0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,31.001
0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,34.598
0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,34.127
0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,34.51
1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,34.484
1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,31.408
0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,30.734
0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,31.012
0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,34.326
0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,34.812
1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,24.174
0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,34.408
0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,34.22
1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,24.349
1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,34.229
0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,31.163
1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,31.357
0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,34.774
1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,34.562
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,34.933
1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,34.341
0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,31.147
0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,30.732
1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,31.377
1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,34.526
0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,34.328
0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,34.12
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,34.816
0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,34.731
0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,31.136
0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,34.624
1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,31.147
1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,24.125
1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,24.074
1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,30.956
1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,31.241
0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,34.67
0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,30.614
0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,30.81
0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,30.591
0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,31.087
0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,34.444
0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,31.2
0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,31.219
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,34.494
1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,34.346
0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,31.036
1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,30.941
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,30.7
1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,24.324
0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,34.587
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,34.656
0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,34.782
1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,34.118
0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,30.744
1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,24.444
0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,34.763
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,31.039
0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,30.848
