IGNORECASE,INVERTMATCH,FIXEDSTRINGS,LINENUMBER,COUNT,MATCHINGFILES,WHOLELINE,time
0,0,0,0,0,1,0,3.768
0,1,0,0,0,0,0,2.894
0,0,1,0,0,0,0,2.919
0,0,0,0,0,0,1,2.912
0,0,0,1,0,0,0,2.909
0,0,0,0,1,0,0,3.789
1,0,0,0,0,0,0,2.898
