measured,configuration,feature_wise,feature_wise_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[C, I, J]",1.56,0.0,2.214,0.005,2.207,2.222,false,0.654,0.295,0.428
"false","[E, G, J]",1.56,0.0,2.217,0.007,2.206,2.228,false,0.657,0.296,0.432
"false","[D, H, J]",1.56,0.0,2.218,0.004,2.212,2.225,false,0.658,0.297,0.433
"false","[F, G, J]",1.56,0.0,2.314,0.005,2.307,2.322,false,0.754,0.326,0.569
"false","[D, I, J]",1.56,0.0,2.314,0.004,2.309,2.32,false,0.754,0.326,0.569
"false","[F, H, I]",1.56,0.0,3.322,0.006,3.312,3.331,false,1.762,0.53,3.105
"false","[E, H, J]",1.56,0.0,2.318,0.006,2.309,2.327,false,0.758,0.327,0.575
"false","[E, I, J]",1.56,0.0,2.417,0.007,2.407,2.428,false,0.857,0.355,0.734
"false","[G, H, I]",1.56,0.0,3.421,0.005,3.413,3.428,false,1.861,0.544,3.463
"false","[F, H, J]",1.56,0.0,2.416,0.006,2.406,2.426,false,0.856,0.354,0.733
"false","[G, H, J]",1.56,0.0,2.517,0.008,2.504,2.531,false,0.957,0.38,0.916
"false","[F, I, J]",1.56,0.0,2.514,0.005,2.507,2.521,false,0.954,0.379,0.91
"false","[G, I, J]",1.56,0.0,2.615,0.002,2.611,2.619,false,1.055,0.403,1.113
"false","[H, I, J]",1.56,0.0,2.713,0.005,2.705,2.721,false,1.153,0.425,1.329
"false","[A, B, C, D]",3.12,0.0,11.039,0.014,11.017,11.062,false,7.919,0.717,62.711
"false","[A, B, C, E]",3.12,0.0,11.136,0.012,11.117,11.155,false,8.016,0.72,64.256
"false","[A, B, C, F]",3.12,0.0,11.232,0.003,11.227,11.237,false,8.112,0.722,65.805
"false","[A, B, D, E]",3.12,0.0,7.229,0.004,7.223,7.236,false,4.109,0.568,16.884
"false","[A, B, D, F]",3.12,0.0,7.33,0.008,7.317,7.342,false,4.21,0.574,17.724
"false","[A, C, D, E]",3.12,0.0,8.332,0.005,8.324,8.341,false,5.212,0.626,27.165
"false","[A, B, C, G]",3.12,0.0,11.337,0.013,11.316,11.357,false,8.217,0.725,67.519
"false","[B, C, D, E]",1.56,0.0,2.425,0.008,2.413,2.438,false,0.865,0.357,0.748
"false","[A, B, D, G]",3.12,0.0,7.436,0.014,7.414,7.457,false,4.316,0.58,18.628
"false","[A, B, C, H]",3.12,0.0,11.439,0.014,11.417,11.462,false,8.319,0.727,69.206
"false","[A, B, E, F]",3.12,0.0,7.431,0.012,7.412,7.449,false,4.311,0.58,18.585
"false","[A, C, D, F]",3.12,0.0,8.439,0.012,8.419,8.458,false,5.319,0.63,28.292
"false","[B, C, D, F]",1.56,0.0,2.521,0.007,2.509,2.532,false,0.961,0.381,0.924
"false","[A, C, E, F]",3.12,0.0,8.531,0.012,8.512,8.549,false,5.411,0.634,29.279
"false","[A, C, D, G]",3.12,0.0,8.534,0.013,8.513,8.554,false,5.414,0.634,29.311
"false","[A, B, C, I]",3.12,0.0,11.538,0.012,11.519,11.557,false,8.418,0.73,70.863
"false","[A, B, D, H]",3.12,0.0,7.533,0.008,7.52,7.547,false,4.413,0.586,19.475
"false","[A, B, E, G]",3.12,0.0,7.532,0.006,7.523,7.541,false,4.412,0.586,19.466
"false","[A, B, C, J]",3.12,0.0,10.635,0.012,10.616,10.654,false,7.515,0.707,56.475
"false","[A, B, D, I]",3.12,0.0,7.631,0.009,7.617,7.645,false,4.511,0.591,20.349
"false","[A, C, E, G]",3.12,0.0,8.631,0.006,8.622,8.64,false,5.511,0.639,30.371
"false","[A, B, E, H]",3.12,0.0,7.632,0.016,7.607,7.657,false,4.512,0.591,20.358
"false","[B, C, E, F]",1.56,0.0,2.626,0.008,2.613,2.638,false,1.066,0.406,1.136
"false","[A, D, E, F]",3.12,0.0,9.633,0.013,9.613,9.653,false,6.513,0.676,42.419
"false","[A, B, F, G]",3.12,0.0,7.637,0.019,7.607,7.666,false,4.517,0.591,20.403
"false","[B, C, D, G]",1.56,0.0,2.623,0.009,2.609,2.638,false,1.063,0.405,1.13
"false","[A, C, D, H]",3.12,0.0,8.63,0.014,8.608,8.652,false,5.51,0.638,30.36
"false","[A, C, F, G]",3.12,0.0,8.733,0.011,8.716,8.751,false,5.613,0.643,31.506
"false","[B, C, D, H]",1.56,0.0,2.722,0.009,2.707,2.737,false,1.162,0.427,1.35
"false","[A, C, E, H]",3.12,0.0,8.726,0.003,8.722,8.731,false,5.606,0.642,31.427
"false","[B, D, E, F]",1.56,0.0,7.734,0.017,7.706,7.761,false,6.174,0.798,38.118
"false","[A, B, D, J]",3.12,0.0,6.728,0.007,6.716,6.74,false,3.608,0.536,13.018
"false","[A, C, D, I]",3.12,0.0,8.731,0.009,8.718,8.745,false,5.611,0.643,31.483
"false","[A, B, E, I]",3.12,0.0,7.729,0.005,7.721,7.737,false,4.609,0.596,21.243
"false","[B, C, E, G]",1.56,0.0,2.726,0.009,2.712,2.741,false,1.166,0.428,1.36
"false","[A, B, F, H]",3.12,0.0,7.731,0.008,7.718,7.744,false,4.611,0.596,21.261
"false","[A, D, E, G]",3.12,0.0,4.73,0.011,4.712,4.748,false,1.61,0.34,2.592
"false","[A, C, E, I]",3.12,0.0,8.838,0.015,8.814,8.862,false,5.718,0.647,32.696
"false","[A, C, F, H]",3.12,0.0,8.834,0.01,8.818,8.85,false,5.714,0.647,32.65
"false","[A, B, E, J]",3.12,0.0,6.829,0.008,6.817,6.841,false,3.709,0.543,13.757
"false","[B, C, D, I]",1.56,0.0,2.823,0.006,2.813,2.833,false,1.263,0.447,1.595
"false","[A, B, G, H]",3.12,0.0,7.829,0.008,7.816,7.841,false,4.709,0.601,22.175
"false","[B, C, E, H]",1.56,0.0,2.826,0.011,2.808,2.843,false,1.266,0.448,1.603
"false","[B, D, E, G]",1.56,0.0,2.826,0.007,2.815,2.837,false,1.266,0.448,1.603
"false","[A, D, F, G]",3.12,0.0,4.83,0.009,4.815,4.845,false,1.71,0.354,2.924
"false","[C, D, E, F]",1.56,0.0,7.828,0.009,7.813,7.843,false,6.268,0.801,39.288
"false","[B, C, F, G]",1.56,0.0,2.824,0.004,2.818,2.83,false,1.264,0.448,1.598
"false","[A, C, D, J]",3.12,0.0,7.826,0.007,7.814,7.838,false,4.706,0.601,22.146
"false","[A, D, E, H]",3.12,0.0,4.83,0.008,4.816,4.843,false,1.71,0.354,2.924
"false","[A, B, F, I]",3.12,0.0,7.832,0.012,7.814,7.851,false,4.712,0.602,22.203
"false","[A, C, G, H]",3.12,0.0,8.93,0.01,8.913,8.946,false,5.81,0.651,33.756
"false","[B, C, F, H]",1.56,0.0,2.924,0.007,2.913,2.935,false,1.364,0.466,1.86
"false","[C, D, E, G]",1.56,0.0,2.919,0.004,2.913,2.925,false,1.359,0.466,1.847
"false","[A, B, G, I]",3.12,0.0,7.928,0.009,7.914,7.942,false,4.808,0.606,23.117
"false","[A, E, F, G]",3.12,0.0,4.927,0.01,4.91,4.943,false,1.807,0.367,3.265
"false","[A, B, F, J]",3.12,0.0,6.922,0.007,6.912,6.933,false,3.802,0.549,14.455
"false","[A, D, F, H]",3.12,0.0,4.924,0.007,4.913,4.934,false,1.804,0.366,3.254
"false","[A, C, E, J]",3.12,0.0,7.924,0.007,7.914,7.935,false,4.804,0.606,23.078
"false","[B, C, E, I]",1.56,0.0,2.92,0.013,2.899,2.941,false,1.36,0.466,1.85
"false","[A, D, E, I]",3.12,0.0,4.923,0.008,4.911,4.936,false,1.803,0.366,3.251
"false","[B, D, E, H]",1.56,0.0,2.921,0.008,2.908,2.935,false,1.361,0.466,1.852
"false","[A, C, F, I]",3.12,0.0,8.928,0.006,8.919,8.938,false,5.808,0.651,33.733
"false","[B, D, F, G]",1.56,0.0,2.918,0.006,2.909,2.927,false,1.358,0.465,1.844
"false","[B, C, D, J]",1.56,0.0,1.916,0.007,1.905,1.928,false,0.356,0.186,0.127
"false","[B, C, F, I]",1.56,0.0,3.024,0.006,3.014,3.034,false,1.464,0.484,2.143
"false","[A, E, F, H]",3.12,0.0,5.026,0.004,5.02,5.033,false,1.906,0.379,3.633
"false","[A, C, G, I]",3.12,0.0,9.032,0.011,9.014,9.05,false,5.912,0.655,34.952
"false","[A, C, F, J]",3.12,0.0,8.029,0.011,8.012,8.046,false,4.909,0.611,24.098
"false","[A, B, H, I]",3.12,0.0,8.03,0.011,8.012,8.048,false,4.91,0.611,24.108
"false","[C, D, F, G]",1.56,0.0,3.021,0.009,3.007,3.034,false,1.461,0.484,2.135
"false","[A, D, F, I]",3.12,0.0,5.023,0.005,5.015,5.031,false,1.903,0.379,3.621
"false","[B, C, G, H]",1.56,0.0,3.02,0.009,3.006,3.035,false,1.46,0.483,2.132
"false","[A, D, E, J]",3.12,0.0,4.023,0.008,4.01,4.036,false,0.903,0.224,0.815
"false","[B, E, F, G]",1.56,0.0,3.019,0.008,3.006,3.033,false,1.459,0.483,2.129
"false","[B, D, F, H]",1.56,0.0,3.024,0.01,3.008,3.04,false,1.464,0.484,2.143
"false","[B, D, E, I]",1.56,0.0,3.024,0.008,3.011,3.036,false,1.464,0.484,2.143
"false","[B, C, E, J]",1.56,0.0,2.02,0.01,2.005,2.036,false,0.46,0.228,0.212
"false","[A, D, G, H]",3.12,0.0,5.021,0.004,5.014,5.027,false,1.901,0.379,3.614
"false","[A, B, G, J]",3.12,0.0,7.028,0.008,7.016,7.04,false,3.908,0.556,15.272
"false","[C, D, E, H]",1.56,0.0,3.023,0.008,3.01,3.036,false,1.463,0.484,2.14
"false","[C, D, E, I]",1.56,0.0,3.119,0.006,3.11,3.127,false,1.559,0.5,2.43
"false","[A, B, H, J]",3.12,0.0,7.124,0.01,7.108,7.14,false,4.004,0.562,16.032
"false","[A, E, G, H]",3.12,0.0,5.129,0.008,5.117,5.141,false,2.009,0.392,4.036
"false","[A, D, F, J]",3.12,0.0,4.125,0.01,4.109,4.14,false,1.005,0.244,1.01
"false","[A, C, G, J]",3.12,0.0,8.131,0.014,8.109,8.154,false,5.011,0.616,25.11
"false","[B, C, G, I]",1.56,0.0,3.12,0.009,3.105,3.134,false,1.56,0.5,2.434
"false","[B, D, E, J]",1.56,0.0,2.121,0.008,2.108,2.134,false,0.561,0.264,0.315
"false","[C, E, F, G]",1.56,0.0,3.126,0.007,3.114,3.138,false,1.566,0.501,2.452
"false","[B, E, F, H]",1.56,0.0,3.124,0.007,3.113,3.135,false,1.564,0.501,2.446
"false","[B, D, G, H]",1.56,0.0,3.123,0.009,3.11,3.137,false,1.563,0.5,2.443
"false","[A, E, F, I]",3.12,0.0,5.128,0.009,5.114,5.142,false,2.008,0.392,4.032
"false","[C, D, F, H]",1.56,0.0,3.125,0.01,3.109,3.141,false,1.565,0.501,2.449
"false","[B, D, F, I]",1.56,0.0,3.12,0.007,3.109,3.131,false,1.56,0.5,2.434
"false","[A, D, G, I]",3.12,0.0,5.125,0.011,5.107,5.143,false,2.005,0.391,4.02
"false","[B, C, F, J]",1.56,0.0,2.121,0.005,2.113,2.129,false,0.561,0.264,0.315
"false","[A, C, H, I]",3.12,0.0,9.135,0.014,9.113,9.157,false,6.015,0.658,36.18
"false","[B, C, H, I]",1.56,0.0,3.22,0.008,3.208,3.232,false,1.66,0.516,2.756
"false","[A, E, G, I]",3.12,0.0,5.229,0.006,5.22,5.238,false,2.109,0.403,4.448
"false","[A, D, H, I]",3.12,0.0,5.231,0.008,5.218,5.244,false,2.111,0.404,4.456
"false","[D, E, F, G]",1.56,0.0,8.226,0.011,8.208,8.244,false,6.666,0.81,44.436
"false","[B, E, G, H]",1.56,0.0,3.224,0.008,3.212,3.237,false,1.664,0.516,2.769
"false","[A, B, I, J]",3.12,0.0,7.231,0.009,7.217,7.246,false,4.111,0.569,16.9
"false","[C, D, G, H]",1.56,0.0,3.223,0.007,3.212,3.235,false,1.663,0.516,2.766
"false","[A, C, H, J]",3.12,0.0,8.229,0.013,8.208,8.25,false,5.109,0.621,26.102
"false","[A, D, G, J]",3.12,0.0,4.222,0.008,4.21,4.235,false,1.102,0.261,1.214
