DUPLICATES,SEQUENTIAL,MAX_MEMORY,ENV_SHARED_CACHE,REPLICATED,ENV_IS_LOCKING,CACHE_MODE,TEMPORARY,JE_FILE_LEVEL,ENV_BACKGROUND_READ_LIMIT,LOCK_DEADLOCK_DETECT,TXN_SERIALIZABLE_ISOLATION,JE_DURABILITY,ADLER32_CHUNK_SIZE,CHECKPOINTER_BYTES_INTERVAL,LOCK_DEADLOCK_DETECT_DELAY,time
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.453
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.861
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.485
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.774
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.683
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.475
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.468
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.721
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.624
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.449
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.647
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.093
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.523
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.829
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.072
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.652
