measured,configuration,performance,std,minci,maxci
true,"[EXECUTIVEFLOOR, WEIGHT, EMPTY, BASE]",49.945,0,0,0
true,"[EXECUTIVEFLOOR, BASE]",17.639,0,0,0
true,"[WEIGHT, EMPTY, TWOTHIRDSFULL, BASE]",32.351,0,0,0
true,"[OVERLOADED, WEIGHT, BASE]",23.767,0,0,0
true,"[WEIGHT, TWOTHIRDSFULL, BASE]",21.199,0,0,0
true,"[EXECUTIVEFLOOR, WEIGHT, TWOTHIRDSFULL, BASE]",38.974,0,0,0
true,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, EMPTY, BASE]",52.603,0,0,0
true,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, BASE]",41.321,0,0,0
true,"[EXECUTIVEFLOOR, WEIGHT, EMPTY, TWOTHIRDSFULL, BASE]",50.005,0,0,0
true,"[BASE]",0.012,0,0,0
true,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, EMPTY, TWOTHIRDSFULL, BASE]",52.577,0,0,0
true,"[EXECUTIVEFLOOR, WEIGHT, BASE]",38.904,0,0,0
true,"[WEIGHT, EMPTY, BASE]",32.391,0,0,0
true,"[WEIGHT, BASE]",21.222,0,0,0
true,"[EXECUTIVEFLOOR, EMPTY, BASE]",29.016,0,0,0
true,"[OVERLOADED, WEIGHT, TWOTHIRDSFULL, BASE]",23.622,0,0,0
true,"[OVERLOADED, WEIGHT, EMPTY, BASE]",34.826,0,0,0
true,"[EMPTY, BASE]",11.166,0,0,0
true,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, TWOTHIRDSFULL, BASE]",41.388,0,0,0
true,"[OVERLOADED, WEIGHT, EMPTY, TWOTHIRDSFULL, BASE]",34.843,0,0,0
