measured,configuration,pair_wise,pair_wise_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[B, F, G, H]",3.32,0.0,3.323,0.009,3.309,3.338,true,0.003,0.001,0
"false","[A, E, H, I]",5.33,0.0,5.328,0.012,5.309,5.346,true,0.002,0,0
"false","[A, D, H, J]",4.32,0.0,4.323,0.003,4.318,4.327,true,0.003,0.001,0
"false","[C, E, G, H]",3.31,0.0,3.324,0.009,3.309,3.338,true,0.014,0.004,0
"false","[C, D, G, I]",3.34,0.0,3.328,0.006,3.318,3.338,false,0.012,0.004,0
"false","[A, F, G, I]",5.34,0.0,5.332,0.014,5.31,5.355,true,0.008,0.002,0
"false","[B, D, H, I]",3.32,0.0,3.322,0.01,3.306,3.338,true,0.002,0.001,0
"false","[B, D, G, J]",2.33,0.0,2.321,0.009,2.306,2.336,true,0.009,0.004,0
"false","[D, E, F, H]",3.32,0.0,8.333,0.014,8.31,8.356,false,5.013,0.602,25.13
"false","[B, C, H, J]",2.33,0.0,2.322,0.006,2.311,2.332,true,0.008,0.003,0
"false","[C, E, F, I]",3.32,0.0,3.322,0.009,3.308,3.337,true,0.002,0.001,0
"false","[A, E, H, J]",4.44,0.0,4.424,0.01,4.408,4.44,true,0.016,0.004,0
"false","[B, D, H, J]",2.42,0.0,2.422,0.011,2.404,2.439,true,0.002,0.001,0
"false","[B, C, I, J]",2.43,0.0,2.418,0.007,2.407,2.429,false,0.012,0.005,0
"false","[A, F, H, I]",5.43,0.0,5.429,0.012,5.409,5.448,true,0.001,0,0
"false","[A, D, I, J]",4.42,0.0,4.423,0.011,4.405,4.441,true,0.003,0.001,0
"false","[D, E, G, H]",3.42,0.0,3.429,0.006,3.419,3.438,true,0.009,0.003,0
"false","[C, D, G, J]",2.43,0.0,2.418,0.007,2.407,2.429,false,0.012,0.005,0
"false","[B, E, H, I]",3.42,0.0,3.425,0.006,3.415,3.436,true,0.005,0.001,0
"false","[C, D, H, I]",3.42,0.0,3.425,0.01,3.409,3.441,true,0.005,0.001,0
"false","[C, F, G, H]",3.42,0.0,3.423,0.003,3.417,3.428,true,0.003,0.001,0
"false","[D, E, F, I]",3.43,0.0,8.434,0.011,8.415,8.452,false,5.004,0.593,25.04
"false","[C, E, F, J]",2.42,0.0,2.421,0.01,2.406,2.436,true,0.001,0,0
"false","[B, E, G, J]",2.43,0.0,2.42,0.007,2.409,2.43,true,0.01,0.004,0
"false","[C, E, G, I]",3.42,0.0,3.421,0.012,3.402,3.439,true,0.001,0,0
"false","[A, F, G, J]",4.43,0.0,4.424,0.009,4.409,4.438,true,0.006,0.001,0
"false","[B, F, G, I]",3.43,0.0,3.42,0.009,3.407,3.434,true,0.01,0.003,0
"false","[A, E, I, J]",4.54,0.0,4.524,0.005,4.515,4.533,false,0.016,0.004,0
"false","[C, E, G, J]",2.52,0.0,2.522,0.011,2.503,2.54,true,0.002,0.001,0
"false","[B, D, I, J]",2.52,0.0,2.521,0.011,2.503,2.538,true,0.001,0,0
"false","[A, G, H, I]",5.52,0.0,5.528,0.003,5.524,5.533,false,0.008,0.001,0
"false","[D, E, G, I]",3.53,0.0,3.519,0.007,3.508,3.531,true,0.011,0.003,0
"false","[D, E, F, J]",2.53,0.0,7.527,0.005,7.519,7.536,false,4.997,0.664,24.97
"false","[C, E, H, I]",3.51,0.0,3.524,0.005,3.516,3.533,false,0.014,0.004,0
"false","[C, D, H, J]",2.52,0.0,2.518,0.008,2.506,2.531,true,0.002,0.001,0
"false","[D, F, G, H]",3.53,0.0,3.521,0.007,3.51,3.532,true,0.009,0.003,0
"false","[C, F, G, I]",3.53,0.0,3.525,0.011,3.507,3.542,true,0.005,0.001,0
"false","[A, F, H, J]",4.53,0.0,4.524,0.005,4.515,4.532,true,0.006,0.001,0
"false","[B, E, H, J]",2.53,0.0,2.517,0.004,2.51,2.524,false,0.013,0.005,0
"false","[B, F, H, I]",3.52,0.0,3.523,0.008,3.51,3.535,true,0.003,0.001,0
"false","[B, F, G, J]",2.52,0.0,2.521,0.008,2.509,2.533,true,0.001,0,0
"false","[C, E, H, J]",2.62,0.0,2.619,0.003,2.613,2.624,true,0.001,0,0
"false","[C, F, H, I]",3.62,0.0,3.626,0.008,3.614,3.639,true,0.006,0.002,0
"false","[D, E, H, I]",3.61,0.0,3.623,0.007,3.611,3.635,false,0.013,0.004,0
"false","[D, E, G, J]",2.63,0.0,2.622,0.009,2.608,2.635,true,0.008,0.003,0
"false","[B, E, I, J]",2.63,0.0,2.622,0.006,2.612,2.632,true,0.008,0.003,0
"false","[B, F, H, J]",2.62,0.0,2.621,0.009,2.608,2.635,true,0.001,0,0
"false","[A, F, I, J]",4.63,0.0,4.626,0.009,4.612,4.641,true,0.004,0.001,0
"false","[B, G, H, I]",3.62,0.0,3.619,0.002,3.615,3.623,true,0.001,0,0
"false","[C, D, I, J]",2.62,0.0,2.62,0.006,2.61,2.631,true,0,0,0
"false","[A, G, H, J]",4.62,0.0,4.622,0.009,4.607,4.637,true,0.002,0,0
"false","[E, F, G, H]",3.62,0.0,3.628,0.011,3.61,3.646,true,0.008,0.002,0
"false","[C, F, G, J]",2.62,0.0,2.617,0.005,2.609,2.625,true,0.003,0.001,0
"false","[D, F, G, I]",3.64,0.0,3.628,0.011,3.61,3.645,true,0.012,0.003,0
"false","[B, F, I, J]",2.72,0.0,2.72,0.008,2.708,2.732,true,0,0,0
"false","[B, G, H, J]",2.72,0.0,2.721,0.006,2.711,2.731,true,0.001,0,0
"false","[D, E, H, J]",2.72,0.0,2.72,0.005,2.711,2.728,true,0,0,0
"false","[D, F, H, I]",3.72,0.0,3.727,0.009,3.713,3.741,true,0.007,0.002,0
"false","[A, G, I, J]",4.72,0.0,4.729,0.011,4.711,4.747,true,0.009,0.002,0
"false","[C, E, I, J]",2.72,0.0,2.718,0.005,2.71,2.726,true,0.002,0.001,0
"false","[E, F, G, I]",3.73,0.0,3.724,0.008,3.711,3.737,true,0.006,0.002,0
"false","[D, F, G, J]",2.73,0.0,2.716,0.005,2.709,2.724,false,0.014,0.005,0
"false","[C, G, H, I]",3.72,0.0,3.721,0.005,3.713,3.729,true,0.001,0,0
"false","[C, F, H, J]",2.72,0.0,2.717,0.007,2.706,2.728,true,0.003,0.001,0
"false","[D, F, H, J]",2.82,0.0,2.823,0.011,2.805,2.84,true,0.003,0.001,0
"false","[B, G, I, J]",2.82,0.0,2.816,0.004,2.81,2.823,true,0.004,0.001,0
"false","[C, G, H, J]",2.82,0.0,2.816,0.007,2.805,2.828,true,0.004,0.001,0
"false","[E, F, G, J]",2.83,0.0,2.823,0.008,2.81,2.837,true,0.007,0.002,0
"false","[D, E, I, J]",2.82,0.0,2.822,0.007,2.812,2.833,true,0.002,0.001,0
"false","[E, F, H, I]",3.82,0.0,3.819,0.008,3.806,3.833,true,0.001,0,0
"false","[D, G, H, I]",3.82,0.0,3.824,0.007,3.813,3.834,true,0.004,0.001,0
"false","[A, H, I, J]",4.81,0.0,4.828,0.013,4.807,4.848,true,0.018,0.004,0
"false","[C, F, I, J]",2.82,0.0,2.818,0.009,2.804,2.833,true,0.002,0.001,0
"false","[B, H, I, J]",2.91,0.0,2.92,0.01,2.905,2.936,true,0.01,0.003,0
"false","[E, F, H, J]",2.93,0.0,2.921,0.006,2.911,2.93,true,0.009,0.003,0
"false","[D, G, H, J]",2.92,0.0,2.921,0.005,2.912,2.93,true,0.001,0,0
"false","[C, G, I, J]",2.92,0.0,2.922,0.009,2.907,2.936,true,0.002,0.001,0
"false","[E, G, H, I]",3.91,0.0,3.925,0.005,3.917,3.932,false,0.015,0.004,0
"false","[D, F, I, J]",2.92,0.0,2.923,0.01,2.908,2.939,true,0.003,0.001,0
"false","[F, G, H, I]",4.02,0.0,4.025,0.011,4.008,4.042,true,0.005,0.001,0
"false","[E, F, I, J]",3.03,0.0,3.02,0.004,3.014,3.026,false,0.01,0.003,0
"false","[D, G, I, J]",3.02,0.0,3.015,0.009,3.001,3.029,true,0.005,0.002,0
"false","[E, G, H, J]",3.02,0.0,3.018,0.009,3.004,3.032,true,0.002,0.001,0
"false","[C, H, I, J]",3.01,0.0,3.018,0.006,3.008,3.028,true,0.008,0.003,0
"false","[E, G, I, J]",3.12,0.0,3.121,0.008,3.109,3.133,true,0.001,0,0
"false","[F, G, H, J]",3.12,0.0,3.12,0.007,3.108,3.131,true,0,0,0
"false","[D, H, I, J]",3.1,0.0,3.12,0.004,3.113,3.127,false,0.02,0.006,0
"false","[E, H, I, J]",3.21,0.0,3.222,0.01,3.206,3.238,true,0.012,0.004,0
"false","[F, G, I, J]",3.22,0.0,3.216,0.002,3.213,3.219,false,0.004,0.001,0
"false","[F, H, I, J]",3.31,0.0,3.322,0.008,3.31,3.335,true,0.012,0.004,0
"false","[G, H, I, J]",3.4,0.0,3.42,0.004,3.413,3.427,false,0.02,0.006,0
"false","[A, B, C, D, E]",11.53,0.0,11.542,0.016,11.517,11.567,true,0.012,0.001,0
"false","[A, B, C, D, F]",11.62,0.0,11.641,0.018,11.612,11.671,true,0.021,0.002,0
"false","[A, B, C, D, G]",11.74,0.0,11.736,0.014,11.713,11.759,true,0.004,0,0
"false","[A, B, C, E, F]",11.72,0.0,11.74,0.01,11.725,11.755,false,0.02,0.002,0
"false","[A, B, C, D, H]",11.83,0.0,11.833,0.008,11.821,11.845,true,0.003,0,0
"false","[A, B, D, E, F]",7.83,0.0,12.845,0.017,12.819,12.872,false,5.015,0.39,25.15
"false","[A, B, C, E, G]",11.83,0.0,11.836,0.006,11.826,11.845,true,0.006,0.001,0
"false","[A, B, C, F, G]",11.92,0.0,11.943,0.016,11.917,11.968,true,0.023,0.002,0.001
"false","[A, B, C, D, I]",11.94,0.0,11.938,0.008,11.925,11.951,true,0.002,0,0
"false","[A, C, D, E, F]",8.93,0.0,13.941,0.018,13.913,13.969,false,5.011,0.359,25.11
"false","[A, B, C, E, H]",11.93,0.0,11.937,0.009,11.923,11.951,true,0.007,0.001,0
"false","[A, B, D, E, G]",7.94,0.0,7.945,0.022,7.91,7.98,true,0.005,0.001,0
"false","[A, B, C, D, J]",11.03,0.0,11.037,0.021,11.004,11.07,true,0.007,0.001,0
"false","[A, B, D, E, H]",8.03,0.0,8.033,0.008,8.019,8.046,true,0.003,0,0
"false","[A, C, D, E, G]",9.04,0.0,9.041,0.018,9.012,9.07,true,0.001,0,0
"false","[A, B, C, E, I]",12.04,0.0,12.036,0.01,12.02,12.052,true,0.004,0,0
"false","[A, B, D, F, G]",8.03,0.0,8.034,0.017,8.008,8.061,true,0.004,0,0
"false","[B, C, D, E, F]",3.01,0.0,8.032,0.01,8.015,8.049,false,5.022,0.625,25.22
"false","[A, B, C, F, H]",12.02,0.0,12.036,0.015,12.013,12.059,true,0.016,0.001,0
"false","[A, B, D, F, H]",8.12,0.0,8.132,0.009,8.117,8.147,true,0.012,0.001,0
"false","[A, B, C, E, J]",11.14,0.0,11.138,0.012,11.118,11.158,true,0.002,0,0
"false","[A, B, C, G, H]",12.13,0.0,12.132,0.01,12.117,12.147,true,0.002,0,0
"false","[A, B, D, E, I]",8.14,0.0,8.135,0.018,8.106,8.164,true,0.005,0.001,0
"false","[A, C, D, F, G]",9.14,0.0,9.129,0.006,9.119,9.139,false,0.011,0.001,0
"false","[A, B, C, F, I]",12.13,0.0,12.14,0.018,12.111,12.168,true,0.01,0.001,0
"false","[B, C, D, E, G]",3.13,0.0,3.122,0.006,3.113,3.131,true,0.008,0.003,0
"false","[A, B, E, F, G]",8.13,0.0,8.13,0.01,8.115,8.146,true,0,0,0
"false","[A, C, D, E, H]",9.13,0.0,9.137,0.009,9.123,9.15,true,0.007,0.001,0
"false","[A, B, C, G, I]",12.24,0.0,12.237,0.019,12.207,12.268,true,0.003,0,0
"false","[A, B, E, F, H]",8.23,0.0,8.239,0.019,8.208,8.27,true,0.009,0.001,0
"false","[A, B, C, F, J]",11.22,0.0,11.24,0.016,11.214,11.265,true,0.02,0.002,0
"false","[A, B, D, E, J]",7.24,0.0,7.225,0.01,7.209,7.241,true,0.015,0.002,0
"false","[B, C, D, F, G]",3.23,0.0,3.231,0.014,3.209,3.253,true,0.001,0,0
"false","[A, C, E, F, G]",9.23,0.0,9.231,0.005,9.223,9.239,true,0.001,0,0
"false","[A, B, D, F, I]",8.23,0.0,8.241,0.02,8.209,8.272,true,0.011,0.001,0
"false","[B, C, D, E, H]",3.22,0.0,3.222,0.005,3.214,3.231,true,0.002,0.001,0
"false","[A, C, D, F, H]",9.23,0.0,9.238,0.015,9.214,9.263,true,0.008,0.001,0
"false","[A, B, D, G, H]",8.23,0.0,8.232,0.014,8.21,8.254,true,0.002,0,0
"false","[A, C, D, E, I]",9.24,0.0,9.234,0.01,9.217,9.25,true,0.006,0.001,0
"false","[A, B, D, F, J]",7.32,0.0,7.328,0.006,7.319,7.337,true,0.008,0.001,0
"false","[A, B, E, G, H]",8.33,0.0,8.338,0.012,8.318,8.357,true,0.008,0.001,0
"false","[A, C, E, F, H]",9.33,0.0,9.332,0.005,9.325,9.34,true,0.002,0,0
"false","[B, C, D, E, I]",3.33,0.0,3.329,0.015,3.306,3.353,true,0.001,0,0
"false","[A, B, C, H, I]",12.33,0.0,12.339,0.014,12.316,12.361,true,0.009,0.001,0
"false","[B, C, D, F, H]",3.32,0.0,3.328,0.01,3.312,3.344,true,0.008,0.002,0
"false","[A, C, D, G, H]",9.34,0.0,9.339,0.016,9.314,9.364,true,0.001,0,0
"false","[B, C, E, F, G]",3.31,0.0,3.331,0.009,3.317,3.345,false,0.021,0.006,0
"false","[A, B, E, F, I]",8.34,0.0,8.341,0.013,8.32,8.361,true,0.001,0,0
"false","[A, B, C, G, J]",11.33,0.0,11.333,0.013,11.312,11.354,true,0.003,0,0
"false","[A, C, D, F, I]",9.34,0.0,9.34,0.01,9.324,9.355,true,0,0,0
"false","[A, B, D, G, I]",8.34,0.0,8.331,0.011,8.314,8.348,true,0.009,0.001,0
"false","[A, C, D, E, J]",8.34,0.0,8.333,0.011,8.315,8.351,true,0.007,0.001,0
"false","[A, D, E, F, G]",5.35,0.0,10.337,0.016,10.311,10.362,false,4.987,0.482,24.87
"false","[A, B, E, F, J]",7.44,0.0,7.434,0.015,7.41,7.459,true,0.006,0.001,0
"false","[A, D, E, F, H]",5.44,0.0,10.433,0.008,10.42,10.445,false,4.993,0.479,24.93
"false","[A, C, E, F, I]",9.44,0.0,9.437,0.012,9.418,9.456,true,0.003,0,0
"false","[A, C, E, G, H]",9.43,0.0,9.441,0.012,9.423,9.46,true,0.011,0.001,0
"false","[B, C, E, F, H]",3.41,0.0,3.425,0.009,3.411,3.439,false,0.015,0.004,0
"false","[A, B, E, G, I]",8.44,0.0,8.436,0.016,8.411,8.461,true,0.004,0,0
"false","[B, C, D, F, I]",3.43,0.0,3.425,0.003,3.42,3.43,true,0.005,0.001,0
"false","[A, C, D, F, J]",8.43,0.0,8.437,0.012,8.419,8.456,true,0.007,0.001,0
"false","[A, B, D, H, I]",8.42,0.0,8.436,0.011,8.418,8.454,true,0.016,0.002,0
"false","[A, B, C, H, J]",11.43,0.0,11.436,0.013,11.416,11.457,true,0.006,0.001,0
"false","[B, C, D, E, J]",2.43,0.0,2.426,0.011,2.409,2.444,true,0.004,0.002,0
"false","[A, C, D, G, I]",9.45,0.0,9.439,0.01,9.423,9.455,true,0.011,0.001,0
"false","[A, B, F, G, H]",8.42,0.0,8.435,0.019,8.406,8.465,true,0.015,0.002,0
"false","[A, B, D, G, J]",7.43,0.0,7.429,0.011,7.412,7.447,true,0.001,0,0
"false","[B, D, E, F, G]",3.43,0.0,8.436,0.015,8.413,8.459,false,5.006,0.593,25.06
"false","[B, C, D, G, H]",3.44,0.0,3.43,0.011,3.413,3.447,true,0.01,0.003,0
"false","[B, C, E, F, I]",3.52,0.0,3.531,0.008,3.517,3.544,true,0.011,0.003,0
"false","[A, C, D, H, I]",9.53,0.0,9.536,0.01,9.521,9.552,true,0.006,0.001,0
"false","[A, C, D, G, J]",8.54,0.0,8.533,0.007,8.522,8.544,true,0.007,0.001,0
"false","[A, B, F, G, I]",8.53,0.0,8.535,0.01,8.519,8.551,true,0.005,0.001,0
"false","[A, B, E, G, J]",7.54,0.0,7.532,0.009,7.518,7.547,true,0.008,0.001,0
"false","[A, D, E, F, I]",5.55,0.0,10.544,0.018,10.516,10.572,false,4.994,0.474,24.94
"false","[A, B, E, H, I]",8.53,0.0,8.536,0.014,8.514,8.558,true,0.006,0.001,0
"false","[C, D, E, F, G]",3.52,0.0,8.531,0.01,8.515,8.548,false,5.011,0.587,25.11
"false","[B, C, D, F, J]",2.52,0.0,2.523,0.009,2.509,2.538,true,0.003,0.001,0
"false","[A, B, C, I, J]",11.53,0.0,11.544,0.018,11.515,11.573,true,0.014,0.001,0
"false","[A, D, E, G, H]",5.54,0.0,5.536,0.013,5.515,5.557,true,0.004,0.001,0
"false","[A, B, D, H, J]",7.52,0.0,7.532,0.01,7.516,7.548,true,0.012,0.002,0
"false","[B, C, D, G, I]",3.55,0.0,3.526,0.009,3.511,3.541,false,0.024,0.007,0.001
"false","[A, C, E, F, J]",8.54,0.0,8.53,0.011,8.512,8.548,true,0.01,0.001,0
"false","[B, C, E, G, H]",3.52,0.0,3.53,0.009,3.515,3.545,true,0.01,0.003,0
"false","[A, C, E, G, I]",9.54,0.0,9.535,0.011,9.517,9.553,true,0.005,0.001,0
"false","[A, C, F, G, H]",9.53,0.0,9.535,0.016,9.509,9.561,true,0.005,0.001,0
"false","[B, D, E, F, H]",3.52,0.0,8.528,0.01,8.512,8.544,false,5.008,0.587,25.08
"false","[B, C, F, G, H]",3.62,0.0,3.631,0.012,3.612,3.649,true,0.011,0.003,0
"false","[A, D, E, F, J]",4.65,0.0,9.636,0.017,9.608,9.663,false,4.986,0.517,24.86
"false","[B, D, E, G, H]",3.63,0.0,3.633,0.013,3.613,3.654,true,0.003,0.001,0
"false","[A, C, E, H, I]",9.63,0.0,9.638,0.012,9.618,9.658,true,0.008,0.001,0
"false","[B, C, E, G, I]",3.63,0.0,3.623,0.008,3.611,3.636,true,0.007,0.002,0
"false","[B, D, E, F, I]",3.63,0.0,8.63,0.009,8.616,8.645,false,5,0.579,25
"false","[C, D, E, F, H]",3.61,0.0,8.635,0.014,8.613,8.656,false,5.025,0.582,25.251
"false","[A, B, D, I, J]",7.62,0.0,7.631,0.015,7.608,7.655,true,0.011,0.001,0
"false","[B, C, E, F, J]",2.62,0.0,2.624,0.006,2.614,2.634,true,0.004,0.002,0
"false","[A, D, E, G, I]",5.65,0.0,5.635,0.011,5.618,5.652,true,0.015,0.003,0
"false","[A, C, E, G, J]",8.64,0.0,8.631,0.01,8.616,8.647,true,0.009,0.001,0
"false","[B, C, D, H, I]",3.63,0.0,3.625,0.005,3.617,3.633,true,0.005,0.001,0
"false","[A, B, F, H, I]",8.62,0.0,8.639,0.018,8.611,8.667,true,0.019,0.002,0
"false","[A, C, D, H, J]",8.63,0.0,8.634,0.011,8.616,8.653,true,0.004,0,0
"false","[A, B, E, H, J]",7.64,0.0,7.635,0.012,7.616,7.653,true,0.005,0.001,0
"false","[A, B, F, G, J]",7.62,0.0,7.628,0.01,7.612,7.643,true,0.008,0.001,0
"false","[B, C, D, G, J]",2.64,0.0,2.622,0.007,2.61,2.634,false,0.018,0.007,0
"false","[A, C, F, G, I]",9.64,0.0,9.636,0.009,9.622,9.65,true,0.004,0,0
"false","[A, D, F, G, H]",5.64,0.0,5.635,0.007,5.624,5.646,true,0.005,0.001,0
"false","[B, C, E, H, I]",3.72,0.0,3.734,0.009,3.72,3.749,true,0.014,0.004,0
"false","[A, C, F, G, J]",8.73,0.0,8.733,0.008,8.72,8.745,true,0.003,0,0
"false","[A, B, E, I, J]",7.74,0.0,7.733,0.013,7.713,7.754,true,0.007,0.001,0
"false","[A, B, F, H, J]",7.72,0.0,7.732,0.014,7.709,7.754,true,0.012,0.002,0
"false","[A, C, D, I, J]",8.73,0.0,8.736,0.019,8.706,8.766,true,0.006,0.001,0
"false","[A, D, E, G, J]",4.75,0.0,4.73,0.006,4.72,4.74,false,0.02,0.004,0
"false","[B, D, E, F, J]",2.73,0.0,7.73,0.015,7.706,7.754,false,5,0.647,25
"false","[A, D, E, H, I]",5.73,0.0,5.732,0.011,5.715,5.75,true,0.002,0,0
"false","[B, C, D, H, J]",2.73,0.0,2.723,0.01,2.708,2.739,true,0.007,0.003,0
"false","[B, D, F, G, H]",3.73,0.0,3.73,0.008,3.717,3.743,true,0,0,0
"false","[B, C, E, G, J]",2.73,0.0,2.728,0.002,2.724,2.731,true,0.002,0.001,0
"false","[C, D, E, G, H]",3.72,0.0,3.73,0.01,3.714,3.746,true,0.01,0.003,0
"false","[A, E, F, G, H]",5.74,0.0,5.731,0.009,5.717,5.744,true,0.009,0.002,0
"false","[C, D, E, F, I]",3.72,0.0,8.728,0.012,8.709,8.747,false,5.008,0.574,25.08
"false","[A, C, F, H, I]",9.73,0.0,9.733,0.012,9.715,9.752,true,0.003,0,0
"false","[B, D, E, G, I]",3.74,0.0,3.726,0.008,3.714,3.738,false,0.014,0.004,0
"false","[A, B, G, H, I]",8.72,0.0,8.731,0.014,8.708,8.754,true,0.011,0.001,0
"false","[A, D, F, G, I]",5.75,0.0,5.732,0.013,5.712,5.752,true,0.018,0.003,0
"false","[B, C, F, G, I]",3.73,0.0,3.725,0.005,3.718,3.732,true,0.005,0.001,0
"false","[A, C, E, H, J]",8.74,0.0,8.729,0.015,8.705,8.753,true,0.011,0.001,0
"false","[A, C, F, H, J]",8.83,0.0,8.834,0.011,8.816,8.851,true,0.004,0,0
"false","[C, D, E, F, J]",2.82,0.0,7.825,0.01,7.809,7.841,false,5.005,0.64,25.05
"false","[B, D, E, H, I]",3.82,0.0,3.825,0.007,3.813,3.837,true,0.005,0.001,0
"false","[B, C, F, G, J]",2.82,0.0,2.827,0.012,2.808,2.847,true,0.007,0.002,0
"false","[B, C, F, H, I]",3.82,0.0,3.826,0.014,3.803,3.849,true,0.006,0.002,0
"false","[C, D, E, G, I]",3.83,0.0,3.835,0.013,3.814,3.857,true,0.005,0.001,0
"false","[A, B, F, I, J]",7.82,0.0,7.827,0.013,7.806,7.847,true,0.007,0.001,0
"false","[A, C, E, I, J]",8.84,0.0,8.83,0.008,8.817,8.843,true,0.01,0.001,0
"false","[A, B, G, H, J]",7.82,0.0,7.834,0.014,7.812,7.856,true,0.014,0.002,0
"false","[A, D, E, H, J]",4.84,0.0,4.83,0.012,4.811,4.849,true,0.01,0.002,0
"false","[B, E, F, G, H]",3.82,0.0,3.832,0.011,3.814,3.85,true,0.012,0.003,0
"false","[B, D, F, G, I]",3.84,0.0,3.827,0.006,3.817,3.837,false,0.013,0.003,0
"false","[A, D, F, G, J]",4.84,0.0,4.827,0.01,4.812,4.842,true,0.013,0.003,0
"false","[B, C, E, H, J]",2.83,0.0,2.822,0.013,2.801,2.843,true,0.008,0.003,0
"false","[A, C, G, H, I]",9.83,0.0,9.839,0.012,9.82,9.858,true,0.009,0.001,0
"false","[B, D, E, G, J]",2.84,0.0,2.828,0.013,2.807,2.85,true,0.012,0.004,0
"false","[A, E, F, G, I]",5.85,0.0,5.836,0.016,5.811,5.861,true,0.014,0.002,0
"false","[C, D, F, G, H]",3.83,0.0,3.824,0.012,3.805,3.843,true,0.006,0.002,0
"false","[A, D, F, H, I]",5.83,0.0,5.835,0.016,5.809,5.861,true,0.005,0.001,0
"false","[B, C, D, I, J]",2.83,0.0,2.828,0.009,2.814,2.842,true,0.002,0.001,0
"false","[A, B, G, I, J]",7.92,0.0,7.926,0.007,7.914,7.937,true,0.006,0.001,0
"false","[C, D, E, G, J]",2.93,0.0,2.921,0.008,2.908,2.935,true,0.009,0.003,0
"false","[A, E, F, G, J]",4.95,0.0,4.927,0.012,4.908,4.945,false,0.023,0.005,0.001
"false","[A, C, G, H, J]",8.93,0.0,8.934,0.011,8.916,8.952,true,0.004,0,0
"false","[B, D, F, G, J]",2.93,0.0,2.924,0.005,2.915,2.932,true,0.006,0.002,0
"false","[C, E, F, G, H]",3.91,0.0,3.928,0.011,3.911,3.946,false,0.018,0.005,0
"false","[A, C, F, I, J]",8.93,0.0,8.933,0.011,8.916,8.949,true,0.003,0,0
"false","[B, C, E, I, J]",2.93,0.0,2.924,0.009,2.908,2.939,true,0.006,0.002,0
"false","[B, D, E, H, J]",2.93,0.0,2.924,0.007,2.913,2.936,true,0.006,0.002,0
"false","[A, D, E, I, J]",4.94,0.0,4.925,0.006,4.915,4.935,false,0.015,0.003,0
"false","[B, C, F, H, J]",2.92,0.0,2.924,0.012,2.906,2.942,true,0.004,0.001,0
"false","[A, D, G, H, I]",5.93,0.0,5.93,0.009,5.915,5.944,true,0,0,0
"false","[C, D, E, H, I]",3.91,0.0,3.927,0.01,3.912,3.943,false,0.017,0.004,0
"false","[B, E, F, G, I]",3.93,0.0,3.928,0.009,3.914,3.942,true,0.002,0.001,0
"false","[A, D, F, H, J]",4.93,0.0,4.931,0.004,4.924,4.937,true,0.001,0,0
"false","[C, D, F, G, I]",3.94,0.0,3.931,0.008,3.918,3.944,true,0.009,0.002,0
"false","[B, C, G, H, I]",3.93,0.0,3.931,0.011,3.914,3.948,true,0.001,0,0
"false","[A, E, F, H, I]",5.94,0.0,5.934,0.017,5.906,5.962,true,0.006,0.001,0
"false","[B, D, F, H, I]",3.92,0.0,3.928,0.009,3.914,3.942,true,0.008,0.002,0
"false","[A, C, G, I, J]",9.03,0.0,9.035,0.014,9.012,9.057,true,0.005,0.001,0
"false","[B, D, E, I, J]",3.03,0.0,3.022,0.003,3.016,3.028,false,0.008,0.003,0
"false","[A, D, F, I, J]",5.03,0.0,5.028,0.011,5.011,5.045,true,0.002,0,0
"false","[B, E, F, G, J]",3.03,0.0,3.027,0.008,3.013,3.04,true,0.003,0.001,0
"false","[B, E, F, H, I]",4.02,0.0,4.024,0.007,4.013,4.036,true,0.004,0.001,0
"false","[A, D, G, H, J]",5.03,0.0,5.028,0.005,5.02,5.036,true,0.002,0,0
"false","[D, E, F, G, H]",4.03,0.0,9.033,0.014,9.011,9.056,false,5.003,0.554,25.03
"false","[C, D, F, G, J]",3.03,0.0,3.021,0.009,3.007,3.036,true,0.009,0.003,0
"false","[A, E, F, H, J]",5.05,0.0,5.03,0.011,5.013,5.047,false,0.02,0.004,0
"false","[C, D, F, H, I]",4.02,0.0,4.026,0.011,4.009,4.043,true,0.006,0.001,0
"false","[B, D, G, H, I]",4.03,0.0,4.027,0.008,4.014,4.04,true,0.003,0.001,0
"false","[C, E, F, G, I]",4.02,0.0,4.026,0.011,4.008,4.044,true,0.006,0.001,0
"false","[B, C, F, I, J]",3.02,0.0,3.027,0.01,3.011,3.043,true,0.007,0.002,0
"false","[C, D, E, H, J]",3.02,0.0,3.02,0.008,3.008,3.033,true,0,0,0
"false","[B, C, G, H, J]",3.03,0.0,3.021,0.005,3.012,3.029,false,0.009,0.003,0
"false","[A, B, H, I, J]",8.01,0.0,8.036,0.01,8.02,8.051,false,0.026,0.003,0.001
"false","[B, D, F, H, J]",3.02,0.0,3.026,0.01,3.011,3.042,true,0.006,0.002,0
"false","[A, E, G, H, I]",6.03,0.0,6.035,0.015,6.011,6.058,true,0.005,0.001,0
"false","[A, C, H, I, J]",9.12,0.0,9.129,0.012,9.109,9.148,true,0.009,0.001,0
"false","[B, C, G, I, J]",3.13,0.0,3.122,0.012,3.103,3.141,true,0.008,0.003,0
"false","[A, D, G, I, J]",5.13,0.0,5.13,0.01,5.114,5.146,true,0,0,0
"false","[A, F, G, H, I]",6.13,0.0,6.136,0.012,6.116,6.155,true,0.006,0.001,0
