measured,configuration,config_crusher,config_crusher_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",6.152,0.0,6.04,0.372,5.117,6.963,true,0.112,0.019,0.013
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",12.748,0.0,8.495,0.136,8.158,8.832,false,4.253,0.501,18.088
"false","[DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",56.04,0.0,53.222,0.405,52.217,54.228,false,2.818,0.053,7.941
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",35.71,0.0,36.173,0.827,34.119,38.227,true,0.463,0.013,0.214
"false","[MONITOR, DISKSYNC, CLOCK]",50.171,0.0,47.747,1.083,45.057,50.437,true,2.424,0.051,5.876
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER]",9.966,0.0,9.384,0.289,8.666,10.102,true,0.582,0.062,0.339
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",12.757,0.0,8.987,0.753,7.117,10.857,false,3.77,0.419,14.213
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",69.186,0.0,67.166,0.259,66.523,67.81,false,2.02,0.03,4.08
"false","[DEEPCOPY, MONITOR, DISKSYNC]",54.735,0.0,55.521,0.333,54.694,56.349,true,0.786,0.014,0.618
"false","[DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",64.189,0.0,61.956,0.651,60.34,63.573,false,2.233,0.036,4.986
"false","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",56.225,0.0,52.612,0.425,51.556,53.668,false,3.613,0.069,13.054
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.116,0.0,8.513,0.176,8.075,8.952,false,1.603,0.188,2.57
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",10.202,0.0,10.019,0.599,8.53,11.507,true,0.183,0.018,0.033
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.155,0.0,9.382,0.333,8.555,10.21,true,0.773,0.082,0.598
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",64.327,0.0,62.16,0.363,61.258,63.062,false,2.167,0.035,4.696
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",21.219,0.0,19.222,0.343,18.37,20.073,false,1.997,0.104,3.988
"false","[FILEAGETHRESHOLD, MONITOR]",15.413,0.0,13.585,0.214,13.054,14.116,false,1.828,0.135,3.342
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",9.966,0.0,8.998,0.186,8.534,9.461,false,0.968,0.108,0.937
"false","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",26.152,0.0,23.714,0.273,23.036,24.391,false,2.438,0.103,5.944
"false","[MONITOR, FILESIZETHRESHOLD]",19.309,0.0,17.834,0.461,16.689,18.978,false,1.475,0.083,2.176
"false","[DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",55.825,0.0,53.014,0.844,50.918,55.111,false,2.811,0.053,7.902
"false","[DISKSYNC, FILESIZETHRESHOLD, CLOCK]",55.824,0.0,53.541,0.991,51.079,56.002,true,2.283,0.043,5.212
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.9,0.0,6.083,0.237,5.495,6.672,true,0.183,0.03,0.033
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER]",20.476,0.0,18.667,0.293,17.94,19.394,false,1.809,0.097,3.272
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",21.389,0.0,18.929,0.513,17.654,20.204,false,2.46,0.13,6.052
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",63.323,0.0,62.381,0.4,61.388,63.374,true,0.942,0.015,0.887
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.336,0.0,75.735,2.228,70.201,81.268,true,1.399,0.018,1.957
"false","[MONITOR, CLOCK]",14.563,0.0,13.579,0.1,13.331,13.827,false,0.984,0.072,0.968
"true","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",10.332,0.0,8.412,0.12,8.114,8.71,false,1.92,0.228,3.686
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD]",25.635,0.0,23.924,0.678,22.24,25.607,false,1.711,0.072,2.928
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.918,0.0,9.23,0.11,8.956,9.504,false,0.688,0.075,0.473
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC]",48.865,0.0,47.537,1.336,44.219,50.856,true,1.328,0.028,1.764
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",37.606,0.0,35.493,0.201,34.994,35.992,false,2.113,0.06,4.465
"false","[DISKSYNC, FILESIZETHRESHOLD]",56.039,0.0,53.141,0.778,51.207,55.074,false,2.898,0.055,8.398
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",6.114,0.0,6.316,0.038,6.221,6.411,false,0.202,0.032,0.041
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",60.555,0.0,60.808,1.76,56.436,65.18,true,0.253,0.004,0.064
"false","[TRANSIENTMODE, CLOCK]",5.769,0.0,6.085,0.352,5.21,6.96,true,0.316,0.052,0.1
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",21.639,0.0,18.837,0.472,17.664,20.009,false,2.802,0.149,7.851
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",19.622,0.0,18.538,0.219,17.994,19.082,false,1.084,0.058,1.175
"false","[MONITOR, SNAPSHOTSERIALIZER]",14.779,0.0,13.805,0.411,12.783,14.826,true,0.974,0.071,0.949
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.958,0.0,6.557,0.067,6.391,6.724,false,0.599,0.091,0.359
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.173,0.0,6.057,0.329,5.24,6.874,true,0.116,0.019,0.013
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",9.919,0.0,9.107,0.28,8.411,9.803,false,0.812,0.089,0.659
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",21.638,0.0,18.792,0.212,18.265,19.318,false,2.846,0.151,8.1
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",63.139,0.0,61.032,0.394,60.052,62.011,false,2.107,0.035,4.439
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, CLOCK]",5.781,0.0,6.083,0.271,5.41,6.756,true,0.302,0.05,0.091
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",6.172,0.0,6.227,0.417,5.192,7.262,true,0.055,0.009,0.003
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER]",21.348,0.0,18.732,0.365,17.825,19.639,false,2.616,0.14,6.843
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.837,0.0,9.184,0.182,8.731,9.637,false,0.653,0.071,0.426
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",5.899,0.0,6.156,0.356,5.271,7.041,true,0.257,0.042,0.066
"false","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",25.464,0.0,23.832,0.258,23.19,24.474,false,1.632,0.068,2.663
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.174,0.0,8.647,0.048,8.529,8.766,false,1.527,0.177,2.332
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.31,0.0,18.428,0.314,17.648,19.207,false,0.882,0.048,0.778
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",57.45,0.0,55.435,0.857,53.305,57.565,true,2.015,0.036,4.06
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",19.693,0.0,19.069,0.131,18.744,19.395,false,0.624,0.033,0.389
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",63.138,0.0,61.543,0.338,60.705,62.382,false,1.595,0.026,2.544
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, CLOCK]",20.712,0.0,18.695,0.351,17.824,19.567,false,2.017,0.108,4.068
"false","[DEEPCOPY, CLOCK]",21.543,0.0,18.675,0.317,17.888,19.463,false,2.868,0.154,8.225
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.172,0.0,18.077,0.394,17.098,19.056,false,1.095,0.061,1.199
"true","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",60.74,0.0,61.797,0.534,60.47,63.124,true,1.057,0.017,1.117
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",37.607,0.0,35.427,0.728,33.62,37.235,false,2.18,0.062,4.752
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",5.957,0.0,6.296,0.305,5.539,7.053,true,0.339,0.054,0.115
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",60.556,0.0,61.86,0.277,61.171,62.548,false,1.304,0.021,1.7
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",10.153,0.0,8.541,0.332,7.715,9.366,false,1.612,0.189,2.599
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.115,0.0,6.132,0.341,5.284,6.979,true,0.017,0.003,0
"true","[DEEPCOPY, TRANSIENTMODE, FILESIZETHRESHOLD]",10.173,0.0,8.713,0.482,7.516,9.909,false,1.46,0.168,2.132
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.095,0.0,18.406,0.527,17.097,19.715,true,0.689,0.037,0.475
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",20.711,0.0,18.615,0.14,18.266,18.963,false,2.096,0.113,4.393
"false","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",57.214,0.0,54.84,0.099,54.593,55.087,false,2.374,0.043,5.636
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",48.651,0.0,48.343,1.165,45.449,51.238,true,0.308,0.006,0.095
"false","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD]",19.386,0.0,18.024,0.171,17.598,18.45,false,1.362,0.076,1.855
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.087,0.0,9.41,0.492,8.186,10.633,true,0.677,0.072,0.458
"false","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD, CLOCK]",19.171,0.0,18.639,0.456,17.507,19.77,true,0.532,0.029,0.283
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",10.165,0.0,8.547,0.28,7.852,9.242,false,1.618,0.189,2.618
"false","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER]",19.596,0.0,18.416,0.543,17.066,19.766,true,1.18,0.064,1.392
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",10.273,0.0,9.405,0.198,8.914,9.896,false,0.868,0.092,0.753
"false","[DISKSYNC, JOURNALSERIALIZER, CLOCK]",57.451,0.0,55.29,1.014,52.769,57.81,true,2.161,0.039,4.67
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",12.736,0.0,8.664,0.429,7.597,9.73,false,4.072,0.47,16.581
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",37.437,0.0,35.565,0.624,34.017,37.114,false,1.872,0.053,3.504
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",5.782,0.0,6.415,0.479,5.225,7.604,true,0.633,0.099,0.401
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",37.436,0.0,36.101,0.271,35.428,36.774,false,1.335,0.037,1.782
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",9.838,0.0,9.346,0.348,8.481,10.211,true,0.492,0.053,0.242
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.272,0.0,9.236,0.273,8.557,9.915,false,1.036,0.112,1.073
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",69.422,0.0,67.841,0.519,66.551,69.132,false,1.581,0.023,2.5
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER]",21.419,0.0,18.482,0.202,17.982,18.983,false,2.937,0.159,8.626
"false","[DEEPCOPY, FILEAGETHRESHOLD, CLOCK]",22.178,0.0,18.246,0.613,16.724,19.768,false,3.932,0.215,15.461
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC]",10.164,0.0,8.707,0.356,7.823,9.591,false,1.457,0.167,2.123
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",19.621,0.0,18.71,0.182,18.258,19.162,false,0.911,0.049,0.83
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.324,0.0,9.202,0.057,9.062,9.343,false,1.122,0.122,1.259
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.387,0.0,18.509,0.573,17.086,19.932,true,0.878,0.047,0.771
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",10.115,0.0,8.746,0.246,8.134,9.358,false,1.369,0.157,1.874
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",56.177,0.0,53.8,0.953,51.433,56.167,false,2.377,0.044,5.65
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",53.215,0.0,54.903,0.388,53.938,55.868,false,1.688,0.031,2.849
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",26.242,0.0,23.899,0.732,22.081,25.717,false,2.343,0.098,5.49
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",19.79,0.0,18.502,0.199,18.007,18.998,false,1.288,0.07,1.659
"false","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",57.45,0.0,54.994,0.969,52.587,57.401,false,2.456,0.045,6.032
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",55.798,0.0,55.566,0.914,53.295,57.838,true,0.232,0.004,0.054
"true","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",76.063,0.0,74.977,0.269,74.308,75.645,false,1.086,0.014,1.179
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",56.207,0.0,53.378,0.383,52.426,54.331,false,2.829,0.053,8.003
"true","[FILEAGETHRESHOLD, FILESIZETHRESHOLD]",19.219,0.0,18.446,0.423,17.396,19.497,true,0.773,0.042,0.598
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.323,0.0,9.314,0.442,8.215,10.413,true,1.009,0.108,1.018
"true","[DEEPCOPY, FILEAGETHRESHOLD]",19.595,0.0,18.347,0.398,17.359,19.335,false,1.248,0.068,1.558
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",54.736,0.0,55.644,0.457,54.51,56.779,true,0.908,0.016,0.824
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",26.319,0.0,24.137,0.13,23.816,24.459,false,2.182,0.09,4.761
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",55.992,0.0,53.837,0.88,51.651,56.023,true,2.155,0.04,4.644
"false","[FILEAGETHRESHOLD, FILESIZETHRESHOLD, CLOCK]",19.004,0.0,18.489,0.655,16.861,20.117,true,0.515,0.028,0.265
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",6.114,0.0,6.141,0.304,5.387,6.896,true,0.027,0.004,0.001
"true","[TRANSIENTMODE, JOURNALSERIALIZER]",9.797,0.0,9.227,0.254,8.596,9.858,true,0.57,0.062,0.325
"true","[FILESIZETHRESHOLD]",19.142,0.0,18.27,0.416,17.236,19.305,true,0.872,0.048,0.76
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",57.62,0.0,55.669,0.252,55.044,56.294,false,1.951,0.035,3.806
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",23.659,0.0,24.36,0.711,22.595,26.126,true,0.701,0.029,0.491
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.167,0.0,74.727,0.591,73.259,76.195,true,0.56,0.007,0.314
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.201,0.0,9.844,0.047,9.727,9.961,false,0.357,0.036,0.127
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",10.104,0.0,9.693,0.236,9.106,10.281,true,0.411,0.042,0.169
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",10.036,0.0,9.45,0.178,9.008,9.891,false,0.586,0.062,0.343
"false","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",30.258,0.0,29.18,0.125,28.869,29.491,false,1.078,0.037,1.162
"false","[DEEPCOPY]",18.96,0.0,17.815,0.294,17.083,18.546,false,1.145,0.064,1.311
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR]",10.331,0.0,8.795,0.551,7.426,10.164,false,1.536,0.175,2.359
"false","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",25.7,0.0,23.614,0.079,23.417,23.812,false,2.086,0.088,4.351
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",5.899,0.0,6.058,0.314,5.278,6.837,true,0.159,0.026,0.025
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.073,0.0,9.405,0.314,8.624,10.187,true,0.668,0.071,0.446
"false","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",31.984,0.0,30.047,0.68,28.359,31.735,false,1.937,0.064,3.752
"false","[FILESIZETHRESHOLD, CLOCK]",18.927,0.0,18.524,0.323,17.72,19.327,true,0.403,0.022,0.162
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",75.755,0.0,75.728,0.77,73.816,77.641,true,0.027,0,0.001
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",21.388,0.0,19.223,0.285,18.514,19.932,false,2.165,0.113,4.687
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",57.686,0.0,54.709,0.572,53.287,56.13,false,2.977,0.054,8.863
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.913,0.0,18.808,0.309,18.04,19.575,false,1.105,0.059,1.221
"false","[TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",10.033,0.0,9.656,0.196,9.168,10.144,true,0.377,0.039,0.142
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER]",32.154,0.0,30.158,0.221,29.609,30.708,false,1.996,0.066,3.984
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, CLOCK]",12.914,0.0,8.638,0.25,8.016,9.26,false,4.276,0.495,18.284
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER]",57.62,0.0,55.244,0.584,53.793,56.695,false,2.376,0.043,5.645
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.337,0.0,74.809,0.318,74.02,75.598,true,0.472,0.006,0.223
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",19.861,0.0,18.834,0.396,17.85,19.819,false,1.027,0.055,1.055
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",21.587,0.0,18.983,0.343,18.132,19.834,false,2.604,0.137,6.781
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",57.856,0.0,54.551,1.189,51.597,57.505,false,3.305,0.061,10.923
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",5.997,0.0,5.786,0.033,5.703,5.869,false,0.211,0.036,0.045
"false","[MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",25.634,0.0,23.494,0.734,21.67,25.317,false,2.14,0.091,4.58
"false","[MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",25.633,0.0,24.315,0.422,23.266,25.364,false,1.318,0.054,1.737
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",12.748,0.0,8.461,0.119,8.164,8.758,false,4.287,0.507,18.378
"false","[TRANSIENTMODE, DISKSYNC, CLOCK]",5.769,0.0,6.1,0.342,5.249,6.951,true,0.331,0.054,0.11
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",57.619,0.0,56.067,1.615,52.055,60.078,true,1.552,0.028,2.409
"false","[FILEAGETHRESHOLD, DISKSYNC, CLOCK]",48.483,0.0,48.756,0.716,46.976,50.535,true,0.273,0.006,0.075
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.912,0.0,18.667,0.324,17.863,19.471,false,1.245,0.067,1.55
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.494,0.0,19.131,0.269,18.463,19.8,true,0.363,0.019,0.132
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.493,0.0,18.192,0.245,17.584,18.799,false,1.301,0.072,1.693
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.965,0.0,9.107,0.109,8.838,9.377,false,0.858,0.094,0.736
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC]",5.996,0.0,6.102,0.284,5.396,6.808,true,0.106,0.017,0.011
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER]",9.868,0.0,9.478,0.451,8.358,10.598,true,0.39,0.041,0.152
"false","[TRANSIENTMODE, MONITOR, DISKSYNC]",6.151,0.0,6.323,0.078,6.129,6.517,true,0.172,0.027,0.03
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",12.698,0.0,8.505,0.084,8.295,8.714,false,4.193,0.493,17.581
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",23.736,0.0,24.404,0.318,23.614,25.195,true,0.668,0.027,0.446
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE]",10.164,0.0,8.616,0.036,8.528,8.705,false,1.548,0.18,2.396
