measured,configuration,performance,std,minci,maxci
true,"[KEYS, FORWARD, BASE]",15.834,0.041,15.768,15.899
true,"[KEYS, AUTORESPONDER, BASE, ADDRESSBOOK]",12.971,0.044,12.901,13.041
true,"[DECRYPT, KEYS, ENCRYPT, AUTORESPONDER, BASE, ADDRESSBOOK]",30.887,0.478,30.126,31.647
true,"[DECRYPT, KEYS, VERIFY, ENCRYPT, SIGN, BASE, ADDRESSBOOK]",27.772,0.396,27.142,28.401
true,"[FORWARD, AUTORESPONDER, BASE, ADDRESSBOOK]",26.075,0.419,25.407,26.742
true,"[KEYS, FORWARD, BASE, ADDRESSBOOK]",19.923,0.204,19.599,20.247
true,"[FORWARD, BASE, ADDRESSBOOK]",15.817,0.063,15.717,15.917
true,"[DECRYPT, KEYS, FORWARD, ENCRYPT, AUTORESPONDER, BASE]",48.317,0.061,48.219,48.414
true,"[KEYS, FORWARD, AUTORESPONDER, BASE]",24.933,0.326,24.414,25.452
true,"[FORWARD, AUTORESPONDER, BASE]",20.925,0.035,20.869,20.981
true,"[KEYS, VERIFY, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",21.337,0.038,21.276,21.398
true,"[KEYS, VERIFY, SIGN, BASE]",9.769,0.042,9.703,9.835
true,"[DECRYPT, KEYS, ENCRYPT, BASE]",15.985,0.032,15.934,16.036
true,"[DECRYPT, KEYS, FORWARD, ENCRYPT, BASE]",35.734,0.046,35.661,35.808
true,"[DECRYPT, KEYS, ENCRYPT, AUTORESPONDER, BASE]",24.743,0.05,24.664,24.823
true,"[BASE]",0.008,0.002,0.005,0.01
true,"[KEYS, AUTORESPONDER, BASE]",9.768,0.026,9.727,9.809
true,"[DECRYPT, KEYS, VERIFY, ENCRYPT, SIGN, BASE]",21.533,0.036,21.476,21.591
true,"[DECRYPT, KEYS, FORWARD, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE]",56.1,0.044,56.029,56.17
true,"[KEYS, VERIFY, SIGN, BASE, ADDRESSBOOK]",13.022,0.012,13.002,13.041
true,"[KEYS, FORWARD, VERIFY, SIGN, BASE]",21.792,0.3,21.314,22.27
true,"[FORWARD, BASE]",11.585,0.028,11.54,11.63
true,"[DECRYPT, KEYS, ENCRYPT, BASE, ADDRESSBOOK]",21.337,0.108,21.165,21.509
true,"[DECRYPT, KEYS, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",39.506,0.048,39.43,39.582
true,"[KEYS, VERIFY, AUTORESPONDER, SIGN, BASE]",16.982,0.028,16.937,17.027
true,"[KEYS, BASE]",4.209,0.056,4.12,4.298
true,"[AUTORESPONDER, BASE]",5.558,0.042,5.492,5.625
true,"[BASE, ADDRESSBOOK]",2.109,0.008,2.097,2.121
true,"[DECRYPT, KEYS, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE]",31.683,0.529,30.841,32.525
true,"[KEYS, FORWARD, VERIFY, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",39.358,0.034,39.304,39.412
true,"[KEYS, FORWARD, VERIFY, SIGN, BASE, ADDRESSBOOK]",27.279,0.06,27.184,27.374
true,"[DECRYPT, KEYS, FORWARD, ENCRYPT, BASE, ADDRESSBOOK]",43.139,0.067,43.032,43.245
true,"[DECRYPT, KEYS, FORWARD, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",65.384,0.63,64.382,66.386
true,"[DECRYPT, KEYS, FORWARD, VERIFY, ENCRYPT, SIGN, BASE]",41.85,0.096,41.698,42.002
true,"[DECRYPT, KEYS, FORWARD, ENCRYPT, AUTORESPONDER, BASE, ADDRESSBOOK]",56.396,0.862,55.025,57.767
true,"[KEYS, FORWARD, AUTORESPONDER, BASE, ADDRESSBOOK]",30.469,0.062,30.37,30.568
true,"[AUTORESPONDER, BASE, ADDRESSBOOK]",8.701,0.157,8.451,8.952
true,"[KEYS, FORWARD, VERIFY, AUTORESPONDER, SIGN, BASE]",32.89,0.07,32.778,33.002
true,"[KEYS, BASE, ADDRESSBOOK]",6.34,0.016,6.314,6.365
true,"[DECRYPT, KEYS, FORWARD, VERIFY, ENCRYPT, SIGN, BASE, ADDRESSBOOK]",50.429,0.087,50.291,50.566
