measured,configuration,performance,std
false,"[]",0.0,0.0
false,"[WEIGHT, EMPTY, TWOTHIRDSFULL]",32.25,0.0
false,"[OVERLOADED, EMPTY, TWOTHIRDSFULL]",13.69,0.0
true,"[WEIGHT, EMPTY, BASE]",32.25,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, EMPTY, BASE]",31.48,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, TWOTHIRDSFULL, BASE]",41.49,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, EMPTY, TWOTHIRDSFULL]",31.48,0.0
false,"[OVERLOADED, TWOTHIRDSFULL, BASE]",2.57,0.0
false,"[EXECUTIVEFLOOR]",17.79,0.0
true,"[WEIGHT, TWOTHIRDSFULL, BASE]",21.13,0.0
false,"[EXECUTIVEFLOOR, WEIGHT, EMPTY, TWOTHIRDSFULL]",50.04,0.0
false,"[EXECUTIVEFLOOR, WEIGHT]",38.92,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, EMPTY, BASE]",52.61,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR]",20.36,0.0
false,"[OVERLOADED, EMPTY, BASE]",13.69,0.0
false,"[WEIGHT]",21.13,0.0
true,"[EXECUTIVEFLOOR, EMPTY, BASE]",28.91,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT]",41.49,0.0
false,"[OVERLOADED, EMPTY]",13.69,0.0
false,"[OVERLOADED, WEIGHT, EMPTY, TWOTHIRDSFULL]",34.82,0.0
false,"[EMPTY, TWOTHIRDSFULL, BASE]",11.12,0.0
false,"[OVERLOADED, EMPTY, TWOTHIRDSFULL, BASE]",13.69,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, BASE]",41.49,0.0
false,"[EXECUTIVEFLOOR, WEIGHT, EMPTY, BASE]",50.04,0.0
false,"[EXECUTIVEFLOOR, WEIGHT, TWOTHIRDSFULL, BASE]",38.92,0.0
false,"[OVERLOADED, TWOTHIRDSFULL]",2.57,0.0
true,"[EXECUTIVEFLOOR, BASE]",17.79,0.0
false,"[EMPTY, TWOTHIRDSFULL]",11.12,0.0
false,"[WEIGHT, TWOTHIRDSFULL]",21.13,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, BASE]",20.36,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, EMPTY, TWOTHIRDSFULL, BASE]",52.61,0.0
false,"[EXECUTIVEFLOOR, WEIGHT, EMPTY]",50.04,0.0
true,"[WEIGHT, BASE]",21.13,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, TWOTHIRDSFULL]",20.36,0.0
false,"[EXECUTIVEFLOOR, WEIGHT, TWOTHIRDSFULL]",38.92,0.0
false,"[EXECUTIVEFLOOR, EMPTY]",28.91,0.0
true,"[BASE]",0.0,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, TWOTHIRDSFULL]",41.49,0.0
false,"[EXECUTIVEFLOOR, TWOTHIRDSFULL, BASE]",17.79,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, EMPTY, TWOTHIRDSFULL, BASE]",31.48,0.0
false,"[OVERLOADED, WEIGHT, EMPTY, TWOTHIRDSFULL, BASE]",34.82,0.0
false,"[EXECUTIVEFLOOR, WEIGHT, EMPTY, TWOTHIRDSFULL, BASE]",50.04,0.0
false,"[EMPTY]",11.12,0.0
false,"[TWOTHIRDSFULL]",0.0,0.0
true,"[EXECUTIVEFLOOR, WEIGHT, BASE]",38.92,0.0
false,"[TWOTHIRDSFULL, BASE]",0.0,0.0
true,"[OVERLOADED, WEIGHT, BASE]",23.7,0.0
false,"[EXECUTIVEFLOOR, EMPTY, TWOTHIRDSFULL]",28.91,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, EMPTY]",52.61,0.0
false,"[EXECUTIVEFLOOR, TWOTHIRDSFULL]",17.79,0.0
false,"[OVERLOADED, WEIGHT, TWOTHIRDSFULL]",23.7,0.0
false,"[OVERLOADED]",2.57,0.0
false,"[OVERLOADED, WEIGHT, EMPTY]",34.82,0.0
false,"[WEIGHT, EMPTY, TWOTHIRDSFULL, BASE]",32.25,0.0
false,"[WEIGHT, EMPTY]",32.25,0.0
true,"[EMPTY, BASE]",11.12,0.0
false,"[EXECUTIVEFLOOR, EMPTY, TWOTHIRDSFULL, BASE]",28.91,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, TWOTHIRDSFULL, BASE]",20.36,0.0
false,"[OVERLOADED, WEIGHT]",23.7,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, WEIGHT, EMPTY, TWOTHIRDSFULL]",52.61,0.0
false,"[OVERLOADED, BASE]",2.57,0.0
false,"[OVERLOADED, WEIGHT, TWOTHIRDSFULL, BASE]",23.7,0.0
false,"[OVERLOADED, EXECUTIVEFLOOR, EMPTY]",31.48,0.0
false,"[OVERLOADED, WEIGHT, EMPTY, BASE]",34.82,0.0
