measured,configuration,feature_wise,feature_wise_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[DECRYPT, KEYS, FORWARD, VERIFY, ENCRYPT, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,50.712,0.043,50.643,50.781,false,50.712,1,2571.707
"false","[KEYS, BASE, ADDRESSBOOK]",0.0,0.0,6.384,0.039,6.321,6.447,false,6.384,1,40.755
"true","[KEYS, BASE]",0.0,0.0,4.239,0.065,4.135,4.342,false,4.239,1,17.969
"false","[DECRYPT, KEYS, ENCRYPT, BASE]",0.0,0.0,16.105,0.038,16.045,16.165,false,16.105,1,259.371
"false","[DECRYPT, KEYS, FORWARD, ENCRYPT, AUTORESPONDER, BASE]",0.0,0.0,48.652,0.038,48.592,48.712,false,48.652,1,2367.017
"false","[DECRYPT, KEYS, FORWARD, ENCRYPT, AUTORESPONDER, BASE, ADDRESSBOOK]",0.0,0.0,56.698,1.02,55.074,58.321,false,56.698,1,3214.663
"false","[FORWARD, AUTORESPONDER, BASE, ADDRESSBOOK]",0.0,0.0,26.228,0.492,25.445,27.011,false,26.228,1,687.908
"false","[BASE]",0.0,0.0,0.008,0,0.008,0.009,false,0.008,1,0
"false","[FORWARD, AUTORESPONDER, BASE]",0.0,0.0,21.067,0.08,20.939,21.195,false,21.067,1,443.818
"false","[DECRYPT, KEYS, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE]",0.0,0.0,31.92,0.684,30.832,33.008,false,31.92,1,1018.886
"false","[KEYS, FORWARD, VERIFY, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,27.466,0.068,27.359,27.574,false,27.466,1,754.381
"false","[KEYS, FORWARD, AUTORESPONDER, BASE, ADDRESSBOOK]",0.0,0.0,30.715,0.066,30.61,30.819,false,30.715,1,943.411
"false","[KEYS, FORWARD, BASE, ADDRESSBOOK]",0.0,0.0,20.032,0.277,19.591,20.473,false,20.032,1,401.281
"false","[KEYS, FORWARD, AUTORESPONDER, BASE]",0.0,0.0,25.101,0.436,24.408,25.795,false,25.101,1,630.06
"false","[DECRYPT, KEYS, FORWARD, VERIFY, ENCRYPT, SIGN, BASE]",0.0,0.0,42.163,0.118,41.976,42.351,false,42.163,1,1777.719
"false","[KEYS, VERIFY, AUTORESPONDER, SIGN, BASE]",0.0,0.0,17.18,0.046,17.106,17.254,false,17.18,1,295.152
"false","[DECRYPT, KEYS, FORWARD, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE]",0.0,0.0,56.443,0.12,56.251,56.635,false,56.443,1,3185.812
"false","[KEYS, FORWARD, BASE]",0.0,0.0,15.929,0.046,15.856,16.002,false,15.929,1,253.733
"false","[KEYS, VERIFY, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,21.478,0.027,21.434,21.521,false,21.478,1,461.304
"false","[KEYS, AUTORESPONDER, BASE]",0.0,0.0,9.862,0.019,9.831,9.893,false,9.862,1,97.259
"false","[DECRYPT, KEYS, FORWARD, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,65.7,1.059,64.015,67.384,false,65.7,1,4316.49
"false","[FORWARD, BASE, ADDRESSBOOK]",0.0,0.0,15.937,0.041,15.871,16.003,false,15.937,1,253.988
"false","[KEYS, VERIFY, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,13.131,0.058,13.039,13.223,false,13.131,1,172.423
"false","[KEYS, VERIFY, SIGN, BASE]",0.0,0.0,9.858,0.032,9.806,9.909,false,9.858,1,97.18
"false","[KEYS, AUTORESPONDER, BASE, ADDRESSBOOK]",0.0,0.0,13.128,0.027,13.085,13.171,false,13.128,1,172.344
"false","[KEYS, FORWARD, VERIFY, SIGN, BASE]",0.0,0.0,21.895,0.386,21.28,22.51,false,21.895,1,479.391
"false","[DECRYPT, KEYS, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,39.844,0.1,39.684,40.003,false,39.844,1,1587.544
"true","[BASE, ADDRESSBOOK]",0.0,0.0,2.138,0.01,2.122,2.153,false,2.138,1,4.571
"false","[DECRYPT, KEYS, FORWARD, ENCRYPT, BASE]",0.0,0.0,35.922,0.053,35.838,36.006,false,35.922,1,1290.39
"false","[DECRYPT, KEYS, VERIFY, ENCRYPT, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,27.914,0.535,27.063,28.765,false,27.914,1,779.191
"true","[AUTORESPONDER, BASE]",0.0,0.0,5.609,0.023,5.573,5.646,false,5.609,1,31.461
"false","[DECRYPT, KEYS, ENCRYPT, BASE, ADDRESSBOOK]",0.0,0.0,21.452,0.046,21.38,21.525,false,21.452,1,460.188
"false","[DECRYPT, KEYS, VERIFY, ENCRYPT, SIGN, BASE]",0.0,0.0,21.721,0.048,21.644,21.797,false,21.721,1,471.802
"false","[KEYS, FORWARD, VERIFY, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,39.654,0.098,39.499,39.81,false,39.654,1,1572.44
"false","[DECRYPT, KEYS, FORWARD, ENCRYPT, BASE, ADDRESSBOOK]",0.0,0.0,43.493,0.101,43.332,43.653,false,43.493,1,1891.641
"false","[KEYS, FORWARD, VERIFY, AUTORESPONDER, SIGN, BASE]",0.0,0.0,33.233,0.104,33.067,33.398,false,33.233,1,1104.432
"true","[FORWARD, BASE]",0.0,0.0,11.675,0.03,11.628,11.722,false,11.675,1,136.306
"false","[AUTORESPONDER, BASE, ADDRESSBOOK]",0.0,0.0,8.792,0.207,8.463,9.12,false,8.792,1,77.299
"false","[DECRYPT, KEYS, ENCRYPT, AUTORESPONDER, BASE]",0.0,0.0,24.996,0.083,24.863,25.128,false,24.996,1,624.8
"false","[DECRYPT, KEYS, ENCRYPT, AUTORESPONDER, BASE, ADDRESSBOOK]",0.0,0.0,31.147,0.569,30.242,32.052,false,31.147,1,970.136

Total: 40
MSE: 1020.741
RMSE: 31.949
MAPE: 100
Measured within ci: 0
Measured outside ci: 4
Predicted within ci: 0
Predicted outside ci: 36
Valid configs: 35.0
