measured,configuration,feature_wise,feature_wise_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[UPSCALINGALGORITHM, SKIPUPSCALING, DOWNSCALINGALGORITHM, SCALEMODE]",0.0,0.0,4.558,0.025,4.518,4.598,false,3.058,0.671,9.351
"false","[SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, VERBOSELOG, ROUNDINGHANDLER, SCALE]",0.0,0.0,8.719,0.119,8.53,8.909,false,7.219,0.828,52.114
"false","[PLATFORM, ENABLEANTIALIASING]",129.84,0.0,144.507,0.911,143.057,145.956,false,13.167,0.091,173.37
"false","[CREATEMIPMAPINSTEADOFDRAWABLEDIR, ENABLEANTIALIASING]",74.86,0.0,75.579,1.034,73.934,77.224,true,0.781,0.01,0.61
"false","[SCALEMODE, CLEARDIRBEFORECONVERT]",3.03,0.0,3.803,0.013,3.783,3.823,false,0.727,0.191,0.529
"false","[COMPRESSQUALITY, CLEARDIRBEFORECONVERT]",53.36,0.0,55.403,0.83,54.083,56.723,true,0.543,0.01,0.295
"false","[POSTCONVERTWEBP, ENABLEPNGCRUSH, COMPRESSQUALITY, SCALEMODE]",0.09,0.0,3.803,0.014,3.781,3.825,false,2.213,0.582,4.897
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI]",63.79,0.0,62.68,0.428,61.999,63.36,false,2.61,0.042,6.812
"false","[ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE]",182.39,0.0,182.668,1.289,180.617,184.719,true,1.222,0.007,1.493
"false","[POSTCONVERTWEBP, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",171.97,0.0,3.83,0.015,3.807,3.854,false,169.64,44.292,28777.73
"false","[UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE]",120.37,0.0,9.174,0.102,9.011,9.336,false,112.696,12.284,12700.388
"false","[PLATFORM, OUTPUTCOMPRESSIONGMODE]",237.3,0.0,363.136,1.666,360.484,365.787,false,124.336,0.342,15459.441
"false","[UPSCALINGALGORITHM, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALE]",0.0,0.0,5.836,0.033,5.784,5.888,false,4.336,0.743,18.801
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEMOZJPEG]",57.36,0.0,58.252,0.9,56.819,59.684,true,0.608,0.01,0.37
"false","[CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE]",182.32,0.0,182.132,0.548,181.26,183.004,false,1.688,0.009,2.849
"true","[ENABLEPNGCRUSH]",57.86,0.0,58.106,0.747,56.917,59.296,false,1.254,0.022,1.573
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, CLEARDIRBEFORECONVERT]",19.7,0.0,4.568,0.007,4.556,4.58,false,16.632,3.641,276.623
"false","[PLATFORM, POSTCONVERTWEBP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALE]",0.0,0.0,9.862,0.068,9.753,9.971,false,8.362,0.848,69.923
"false","[POSTCONVERTWEBP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, VERBOSELOG, HALTONERROR, CLEARDIRBEFORECONVERT]",2.4,0.0,4.953,0.009,4.939,4.967,false,1.053,0.213,1.109
"false","[SCALEISHEIGHTDP, DOWNSCALINGALGORITHM]",57.36,0.0,58.069,0.981,56.508,59.631,true,0.791,0.014,0.626
"false","[ENABLEPNGCRUSH, SCALEMODE]",3.81,0.0,3.809,0.006,3.799,3.819,false,1.501,0.394,2.253
"false","[UPSCALINGALGORITHM, ENABLEPNGCRUSH, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM]",173.4,0.0,196.821,1.063,195.129,198.513,false,21.921,0.111,480.53
"false","[PLATFORM, UPSCALINGALGORITHM, DOWNSCALINGALGORITHM, SCALEMODE, SCALE]",0.0,0.0,7.28,0.032,7.23,7.33,false,5.78,0.794,33.408
"false","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",170.04,0.0,9.49,0.039,9.428,9.552,false,162.05,17.076,26260.202
"false","[ENABLEPNGCRUSH, ROUNDINGHANDLER]",58.91,0.0,58.378,0.608,57.411,59.345,false,2.032,0.035,4.129
"false","[UPSCALINGALGORITHM, SKIPUPSCALING, COMPRESSQUALITY, SCALEMODE]",0.0,0.0,3.798,0.016,3.773,3.824,false,2.298,0.605,5.281
"false","[PLATFORM, COMPRESSQUALITY, SCALEMODE]",54.5,0.0,5.285,0.035,5.23,5.34,false,50.715,9.596,2572.011
"false","[PLATFORM, POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM]",174.78,0.0,25.939,0.116,25.755,26.124,false,150.341,5.796,22602.416
"false","[PLATFORM, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALE]",187.87,0.0,27.205,0.107,27.035,27.375,false,162.165,5.961,26297.487
"false","[PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",177.81,0.0,27.379,0.239,26.998,27.76,false,151.931,5.549,23083.029
"false","[UPSCALINGALGORITHM, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE, SCALE, CLEARDIRBEFORECONVERT]",69.14,0.0,5.244,0.02,5.212,5.275,false,65.396,12.471,4276.637
"false","[SKIPUPSCALING, GUIADVANCEDOPTIONS]",4.2,0.0,4.837,0.014,4.815,4.86,false,0.863,0.178,0.745
"false","[OUTPUTCOMPRESSIONGMODE, VERBOSELOG]",182.49,0.0,182.867,2.008,179.672,186.063,true,1.123,0.006,1.261
"false","[UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, COMPRESSQUALITY, SCALE]",0.0,0.0,8.53,0.075,8.41,8.65,false,7.03,0.824,49.421
"false","[ENABLEMOZJPEG, VERBOSELOG]",56.96,0.0,57.878,0.282,57.429,58.328,false,0.582,0.01,0.339
"true","[HALTONERROR]",56.61,0.0,57.814,0.714,56.679,58.95,true,0.296,0.005,0.088
"false","[SCALEISHEIGHTDP, INCLUDEANDROIDLDPITVDPI]",63.29,0.0,62.9,0.292,62.436,63.365,false,1.89,0.03,3.572
"false","[UPSCALINGALGORITHM, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",0.0,0.0,4.545,0.006,4.536,4.554,false,3.045,0.67,9.272
"false","[INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM]",188.32,0.0,199.018,1.264,197.007,201.029,false,9.198,0.046,84.603
"false","[VERBOSELOG, ENABLEANTIALIASING]",75.03,0.0,75.331,0.531,74.486,76.176,false,1.199,0.016,1.438
"false","[UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALE]",71.44,0.0,14.178,0.055,14.091,14.265,false,58.762,4.145,3452.973
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, HALTONERROR]",56.61,0.0,58.539,1.045,56.876,60.203,true,0.429,0.007,0.184
"false","[SKIPUPSCALING, ENABLEMOZJPEG]",4.33,0.0,4.841,0.02,4.81,4.873,false,0.989,0.204,0.978
"false","[UPSCALINGALGORITHM, ROUNDINGHANDLER]",49.42,0.0,47.662,0.261,47.247,48.077,false,3.258,0.068,10.615
"false","[PLATFORM, ENABLEPNGCRUSH, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, VERBOSELOG]",110.8,0.0,111.913,0.63,110.911,112.915,true,0.387,0.003,0.15
"false","[UPSCALINGALGORITHM, GUIADVANCEDOPTIONS]",47.74,0.0,47.945,0.192,47.639,48.251,false,1.295,0.027,1.677
"false","[PLATFORM, UPSCALINGALGORITHM, ENABLEMOZJPEG, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",44.51,0.0,7.262,0.007,7.25,7.274,false,38.748,5.336,1501.408
"false","[UPSCALINGALGORITHM, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALE]",67.22,0.0,13.755,0.089,13.614,13.896,false,54.965,3.996,3021.151
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, GUIADVANCEDOPTIONS]",57.23,0.0,57.998,0.951,56.485,59.512,true,0.732,0.013,0.536
"false","[PLATFORM, ENABLEPNGCRUSH, ROUNDINGHANDLER]",113.32,0.0,111.207,1.18,109.328,113.085,false,3.613,0.032,13.054
"false","[ENABLEPNGCRUSH, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALE]",130.24,0.0,13.854,0.191,13.551,14.158,false,117.886,8.509,13897.109
"false","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",0.0,0.0,7.27,0.051,7.189,7.352,false,5.77,0.794,33.293
"false","[SKIPUPSCALING, HALTONERROR]",3.58,0.0,4.833,0.015,4.808,4.857,false,0.247,0.051,0.061
"false","[INCLUDEANDROIDLDPITVDPI, SCALE]",14.86,0.0,9.819,0.021,9.786,9.852,false,6.541,0.666,42.785
"false","[UPSCALINGALGORITHM, DOWNSCALINGALGORITHM, SCALEMODE, SCALE]",0.0,0.0,4.544,0.015,4.52,4.567,false,3.044,0.67,9.266
"false","[INCLUDEANDROIDLDPITVDPI, COMPRESSQUALITY, ENABLEANTIALIASING]",77.64,0.0,78.668,0.769,77.443,79.892,true,0.472,0.006,0.223
"false","[POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE]",65.82,0.0,5.336,0.016,5.31,5.361,false,61.984,11.616,3842.016
"false","[PLATFORM, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY]",55.52,0.0,8.713,0.066,8.608,8.818,false,48.307,5.544,2333.566
"false","[PLATFORM, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALE]",184.65,0.0,39.391,0.539,38.533,40.249,false,146.759,3.726,21538.204
"false","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",117.01,0.0,9.283,0.042,9.217,9.35,false,109.227,11.766,11930.538
"false","[POSTCONVERTWEBP, SKIPUPSCALING, ENABLEMOZJPEG, DOWNSCALINGALGORITHM]",4.33,0.0,4.826,0.025,4.786,4.866,false,1.004,0.208,1.008
"false","[PLATFORM, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",1.47,0.0,7.274,0.041,7.21,7.339,false,4.304,0.592,18.524
"false","[PLATFORM, SKIPUPSCALING, ROUNDINGHANDLER, SCALE]",11.36,0.0,16.599,0.259,16.187,17.011,false,3.739,0.225,13.98
"false","[SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",0.0,0.0,4.555,0.013,4.535,4.575,false,3.055,0.671,9.333
"false","[SCALEISHEIGHTDP, SKIPUPSCALING, DOWNSCALINGALGORITHM]",4.33,0.0,4.84,0.005,4.832,4.848,false,0.99,0.205,0.98
"false","[POSTCONVERTWEBP, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, ENABLEANTIALIASING]",28.33,0.0,7.468,0.025,7.428,7.508,false,22.362,2.994,500.059
"false","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALE]",125.85,0.0,27.268,0.071,27.155,27.382,false,100.082,3.67,10016.407
"true","[POSTCONVERTWEBP]",57.86,0.0,57.628,0.207,57.299,57.957,false,1.732,0.03,3
"false","[COMPRESSQUALITY, ENABLEANTIALIASING]",71.71,0.0,72.337,0.327,71.817,72.857,false,0.873,0.012,0.762
"false","[UPSCALINGALGORITHM, DOWNSCALINGALGORITHM, SCALE]",0.0,0.0,6.156,0.037,6.097,6.215,false,4.656,0.756,21.678
"false","[ENABLEPNGCRUSH, DOWNSCALINGALGORITHM]",57.86,0.0,57.439,0.427,56.759,58.118,false,1.921,0.033,3.69
"false","[CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM]",57.29,0.0,57.642,0.578,56.723,58.562,false,1.148,0.02,1.318
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, VERBOSELOG]",57.46,0.0,57.818,0.483,57.05,58.586,false,1.142,0.02,1.304
"false","[POSTCONVERTWEBP, INCLUDEANDROIDLDPITVDPI]",63.79,0.0,64,0.552,63.121,64.878,false,1.29,0.02,1.664
"false","[POSTCONVERTWEBP, GUIADVANCEDOPTIONS]",57.23,0.0,57.006,0.069,56.896,57.116,false,1.724,0.03,2.972
"false","[INCLUDEANDROIDLDPITVDPI, VERBOSELOG, ROUNDINGHANDLER, SCALE]",15.51,0.0,9.792,0.158,9.54,10.044,false,7.218,0.737,52.1
"false","[UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE, SCALE]",13.67,0.0,7.269,0.08,7.142,7.397,false,7.901,1.087,62.426
"false","[PLATFORM, OUTPUTCOMPRESSIONGMODE, SCALEMODE]",183.25,0.0,5.289,0.034,5.235,5.343,false,179.461,33.931,32206.251
"false","[INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, VERBOSELOG, ENABLEANTIALIASING, CLEARDIRBEFORECONVERT]",204.71,0.0,232.086,1.535,229.644,234.529,false,25.876,0.111,669.567
"false","[SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE, SCALE]",26.88,0.0,5.242,0.014,5.22,5.265,false,23.138,4.414,535.367
"false","[ENABLEMOZJPEG, IOSCREATEIMAGESETFOLDERS]",56.92,0.0,58.409,0.603,57.45,59.368,true,0.011,0,0
"false","[SCALE, GUIADVANCEDOPTIONS]",8.3,0.0,8.896,0.036,8.839,8.953,false,0.904,0.102,0.817
"false","[UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY]",169.68,0.0,191.82,0.624,190.826,192.813,false,20.64,0.108,426.01
"false","[OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY]",179.17,0.0,177.989,0.654,176.949,179.03,false,2.681,0.015,7.188
"false","[UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, SCALEMODE, SCALE]",70.42,0.0,7.211,0.176,6.932,7.491,false,64.709,8.974,4187.255
"false","[DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",0.09,0.0,4.552,0.003,4.547,4.557,false,2.962,0.651,8.773
"false","[PLATFORM, POSTCONVERTWEBP, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",179.03,0.0,5.298,0.031,5.248,5.348,false,175.232,33.075,30706.254
"true","[SCALE]",8.93,0.0,8.818,0.107,8.647,8.988,false,1.612,0.183,2.599
"false","[POSTCONVERTWEBP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SCALE, IOSCREATEIMAGESETFOLDERS]",0.0,0.0,8.846,0.113,8.667,9.026,false,7.346,0.83,53.964
"false","[UPSCALINGALGORITHM, HALTONERROR]",47.12,0.0,47.599,0.088,47.459,47.739,false,1.021,0.021,1.042
"false","[CREATEMIPMAPINSTEADOFDRAWABLEDIR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",118.88,0.0,13.758,0.006,13.749,13.767,false,106.622,7.75,11368.251
"false","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE]",173.76,0.0,9.306,0.03,9.258,9.353,false,165.954,17.833,27540.73
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE, CLEARDIRBEFORECONVERT]",87.64,0.0,15.51,0.055,15.422,15.597,false,73.63,4.747,5421.377
"false","[CREATEMIPMAPINSTEADOFDRAWABLEDIR, ENABLEANTIALIASING, SCALEMODE]",20.81,0.0,3.789,0.009,3.774,3.804,false,18.521,4.888,343.027
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ROUNDINGHANDLER]",58.91,0.0,58.164,0.497,57.372,58.955,false,2.246,0.039,5.045
"false","[UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR]",48.37,0.0,48.117,0.397,47.485,48.748,false,1.753,0.036,3.073
"false","[DOWNSCALINGALGORITHM, CLEARDIRBEFORECONVERT]",57.08,0.0,58.219,1.144,56.4,60.039,true,0.361,0.006,0.13
"false","[UPSCALINGALGORITHM, SKIPUPSCALING, SCALEMODE]",0.0,0.0,3.794,0.014,3.773,3.816,false,2.294,0.605,5.262
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG]",57.36,0.0,57.779,0.334,57.248,58.311,false,1.081,0.019,1.169
"false","[UPSCALINGALGORITHM, SKIPUPSCALING, DOWNSCALINGALGORITHM]",0.0,0.0,4.836,0.015,4.812,4.859,false,3.336,0.69,11.129
"false","[PLATFORM, POSTCONVERTWEBP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, ENABLEMOZJPEG, SCALEMODE, SCALE]",0.0,0.0,9.993,0.091,9.849,10.138,false,8.493,0.85,72.131
"false","[UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI]",54.3,0.0,52.846,0.418,52.181,53.512,false,2.954,0.056,8.726
"false","[POSTCONVERTWEBP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG]",0.0,0.0,4.833,0.013,4.812,4.854,false,3.333,0.69,11.109
"false","[PLATFORM, DOWNSCALINGALGORITHM]",112.27,0.0,112.597,1.165,110.743,114.451,true,1.173,0.01,1.376
"false","[POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, SCALEMODE, SCALE]",0.0,0.0,5.506,0.074,5.388,5.623,false,4.006,0.728,16.048
"false","[PLATFORM, CLEARDIRBEFORECONVERT]",111.49,0.0,111.967,0.88,110.566,113.367,true,1.023,0.009,1.047
"false","[CREATEMIPMAPINSTEADOFDRAWABLEDIR, CLEARDIRBEFORECONVERT]",56.51,0.0,57.258,0.711,56.127,58.39,true,0.752,0.013,0.566
"false","[ROUNDINGHANDLER, HALTONERROR]",57.66,0.0,57.926,0.496,57.137,58.716,false,1.234,0.021,1.523
"false","[UPSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",0.0,0.0,5.542,0.058,5.449,5.634,false,4.042,0.729,16.338
"false","[IOSCREATEIMAGESETFOLDERS, GUIADVANCEDOPTIONS]",56.79,0.0,58.363,0.947,56.857,59.87,true,0.073,0.001,0.005
"false","[UPSCALINGALGORITHM, ENABLEPNGCRUSH, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",0.0,0.0,4.557,0.026,4.515,4.599,false,3.057,0.671,9.345
"false","[CREATEMIPMAPINSTEADOFDRAWABLEDIR, COMPRESSQUALITY]",53.57,0.0,54.96,0.547,54.09,55.831,true,0.11,0.002,0.012
"false","[PLATFORM, UPSCALINGALGORITHM, DOWNSCALINGALGORITHM, COMPRESSQUALITY]",99.06,0.0,84.658,0.3,84.18,85.135,false,15.902,0.188,252.874
"false","[PLATFORM, COMPRESSQUALITY]",108.55,0.0,104.672,0.837,103.339,106.004,false,5.378,0.051,28.923
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, VERBOSELOG, GUIADVANCEDOPTIONS]",56.83,0.0,57.893,0.551,57.017,58.77,true,0.437,0.008,0.191
"false","[SCALEISHEIGHTDP, ROUNDINGHANDLER]",58.41,0.0,57.723,0.112,57.544,57.902,false,2.187,0.038,4.783
"false","[SCALEISHEIGHTDP, SCALEMODE]",3.31,0.0,3.79,0.01,3.775,3.806,false,1.02,0.269,1.04
"false","[DOWNSCALINGALGORITHM, VERBOSELOG]",57.46,0.0,57.868,0.238,57.489,58.247,false,1.092,0.019,1.192
"false","[PLATFORM, UPSCALINGALGORITHM, SCALE]",53.85,0.0,16.938,0.257,16.53,17.346,false,38.412,2.268,1475.482
"false","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",170.04,0.0,5.281,0.033,5.229,5.334,false,166.259,31.482,27642.055
"false","[SCALEISHEIGHTDP, ENABLEMOZJPEG]",56.86,0.0,58.337,0.569,57.432,59.242,true,0.023,0,0.001
"false","[SCALEISHEIGHTDP, GUIADVANCEDOPTIONS]",56.73,0.0,57.731,0.521,56.902,58.56,true,0.499,0.009,0.249
"false","[POSTCONVERTWEBP, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE, SCALE]",79.91,0.0,5.247,0.027,5.204,5.291,false,76.163,14.516,5800.803
"false","[PLATFORM, COMPRESSQUALITY, VERBOSELOG, HALTONERROR, GUIADVANCEDOPTIONS]",106.27,0.0,105.054,0.684,103.966,106.143,false,2.716,0.026,7.377
"false","[UPSCALINGALGORITHM, COMPRESSQUALITY, SCALE]",0.0,0.0,8.562,0.1,8.403,8.721,false,7.062,0.825,49.872
"false","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, COMPRESSQUALITY, SCALEMODE, SCALE]",0.0,0.0,10.005,0.078,9.88,10.13,false,8.505,0.85,72.335
"false","[ENABLEANTIALIASING, CLEARDIRBEFORECONVERT]",74.65,0.0,75.544,0.839,74.209,76.88,true,0.606,0.008,0.367
"false","[PLATFORM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG, DOWNSCALINGALGORITHM]",58.74,0.0,9.412,0.095,9.261,9.563,false,50.828,5.4,2583.486
"false","[SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, SCALEMODE, SCALE]",26.88,0.0,7.185,0.103,7.022,7.349,false,21.195,2.95,449.228
"false","[POSTCONVERTWEBP, SCALEISHEIGHTDP, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, VERBOSELOG, ROUNDINGHANDLER, SCALE]",133.54,0.0,19.085,0.109,18.912,19.258,false,115.955,6.076,13445.562
"false","[INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING]",10.76,0.0,6.55,0.009,6.535,6.564,false,5.71,0.872,32.604
"false","[POSTCONVERTWEBP, ROUNDINGHANDLER]",58.91,0.0,58.141,0.678,57.063,59.22,false,2.269,0.039,5.148
"false","[PLATFORM, POSTCONVERTWEBP, ENABLEMOZJPEG, DOWNSCALINGALGORITHM, SCALE]",62.84,0.0,10.412,0.039,10.351,10.473,false,53.928,5.179,2908.229
"false","[INCLUDEANDROIDLDPITVDPI, HALTONERROR]",62.54,0.0,62.866,0.328,62.345,63.387,false,1.174,0.019,1.378
"false","[SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, SCALE]",80.93,0.0,19.403,0.087,19.266,19.541,false,63.027,3.248,3972.403
"false","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, SCALE]",125.85,0.0,39.934,0.461,39.201,40.667,false,87.416,2.189,7641.557
"false","[PLATFORM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",130.6,0.0,9.333,0.054,9.248,9.419,false,122.767,13.154,15071.736
"false","[PLATFORM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",126.5,0.0,5.297,0.024,5.259,5.335,false,122.703,23.165,15056.026
"false","[PLATFORM, SKIPUPSCALING, SCALE]",10.31,0.0,17.038,0.199,16.722,17.354,false,5.228,0.307,27.332
"false","[ENABLEMOZJPEG, SCALE]",8.43,0.0,8.874,0.088,8.734,9.015,false,1.056,0.119,1.115
"false","[UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALE]",67.72,0.0,18.92,0.157,18.669,19.17,false,50.3,2.659,2530.09
"false","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, COMPRESSQUALITY, SCALE]",0.0,0.0,16.171,0.23,15.805,16.537,false,14.671,0.907,215.238
"false","[POSTCONVERTWEBP, SCALEISHEIGHTDP, INCLUDEANDROIDLDPITVDPI, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, COMPRESSQUALITY, GUIADVANCEDOPTIONS]",57.87,0.0,59.27,0.644,58.246,60.294,true,0.1,0.002,0.01
"false","[PLATFORM, POSTCONVERTWEBP, SKIPUPSCALING, ENABLEMOZJPEG, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALE]",6.09,0.0,9.818,0.051,9.737,9.9,false,2.228,0.227,4.964
"false","[PLATFORM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY]",180.55,0.0,25.325,0.131,25.116,25.535,false,156.725,6.189,24562.726
"false","[POSTCONVERTWEBP, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG, COMPRESSQUALITY, SCALEMODE, SCALE]",0.0,0.0,5.482,0.082,5.351,5.614,false,3.982,0.726,15.856
