measured,configuration,config_crusher,config_crusher_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",38.228,0.0,40.432,0.453,39.712,41.153,false,2.204,0.055,4.858
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",5.752,0.0,5.796,0.033,5.744,5.849,true,0.044,0.008,0.002
"false","[INCLUDEANDROIDLDPITVDPI, SCALE]",7.394,0.0,8.481,0.152,8.24,8.722,false,1.087,0.128,1.182
"false","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",23.779,0.0,23.753,0.174,23.476,24.03,true,0.026,0.001,0.001
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, GUIADVANCEDOPTIONS, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.797,0.0,8.37,0.022,8.334,8.405,false,0.573,0.068,0.328
"false","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, SCALEMODE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",3.755,0.0,3.743,0.008,3.731,3.756,true,0.012,0.003,0
"false","[SCALEISHEIGHTDP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM, ROUNDINGHANDLER, GUIADVANCEDOPTIONS]",3.344,0.0,3.344,0.015,3.319,3.368,true,0,0,0
"false","[POSTCONVERTWEBP, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALE, IOSCREATEIMAGESETFOLDERS]",4.353,0.0,5.563,0.044,5.493,5.633,false,1.21,0.218,1.464
"false","[POSTCONVERTWEBP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, VERBOSELOG, SCALE, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",17.819,0.0,17.935,0.136,17.718,18.152,true,0.116,0.006,0.013
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, HALTONERROR, PLATFORM, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, SCALE, CLEARDIRBEFORECONVERT]",7.799,0.0,8.345,0.042,8.278,8.412,false,0.546,0.065,0.298
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE]",3.76,0.0,3.745,0.017,3.718,3.772,true,0.015,0.004,0
"false","[PLATFORM, ENABLEPNGCRUSH, ENABLEMOZJPEG, GUIADVANCEDOPTIONS]",110.141,0.0,110.08,0.479,109.318,110.842,true,0.061,0.001,0.004
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, DOWNSCALINGALGORITHM, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS]",8.91,0.0,10.683,0.019,10.654,10.713,false,1.773,0.166,3.144
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",7.787,0.0,7.788,0.024,7.75,7.826,true,0.001,0,0
"false","[PLATFORM, UPSCALINGALGORITHM, HALTONERROR, GUIADVANCEDOPTIONS]",89.722,0.0,90.34,0.83,89.019,91.661,true,0.618,0.007,0.382
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, ROUNDINGHANDLER, IOSCREATEIMAGESETFOLDERS]",7.823,0.0,8.337,0.032,8.286,8.389,false,0.514,0.062,0.264
"false","[PLATFORM, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, COMPRESSQUALITY, ENABLEANTIALIASING, SCALEMODE, CLEARDIRBEFORECONVERT]",3.81,0.0,3.813,0.027,3.769,3.857,true,0.003,0.001,0
"false","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.798,0.0,7.798,0.05,7.718,7.877,true,0,0,0
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",12.664,0.0,14.205,0.048,14.128,14.282,false,1.541,0.108,2.375
"false","[PLATFORM, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, ENABLEANTIALIASING, CLEARDIRBEFORECONVERT]",7.818,0.0,12.108,0.071,11.996,12.221,false,4.29,0.354,18.404
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALE]",25.859,0.0,25.755,0.118,25.568,25.943,true,0.104,0.004,0.011
"false","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, CLEARDIRBEFORECONVERT]",7.799,0.0,8.367,0.044,8.297,8.436,false,0.568,0.068,0.323
"false","[INCLUDEANDROIDLDPITVDPI, CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM, COMPRESSQUALITY, ENABLEANTIALIASING, ROUNDINGHANDLER, GUIADVANCEDOPTIONS]",53.356,0.0,76.313,0.395,75.684,76.942,false,22.957,0.301,527.024
"false","[POSTCONVERTWEBP]",55.534,0.0,55.925,0.456,55.199,56.651,true,0.391,0.007,0.153
"false","[HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS]",7.98,0.0,8.396,0.033,8.344,8.449,false,0.416,0.05,0.173
"false","[COMPRESSQUALITY, ENABLEANTIALIASING]",52.909,0.0,71.243,1.091,69.507,72.98,false,18.334,0.257,336.136
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.799,0.0,7.833,0.077,7.711,7.955,true,0.034,0.004,0.001
"false","[POSTCONVERTWEBP, OUTPUTCOMPRESSIONGMODE, ENABLEANTIALIASING, CLEARDIRBEFORECONVERT]",181.051,0.0,211.743,1.626,209.155,214.33,false,30.692,0.145,941.999
"false","[UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, IOSCREATEIMAGESETFOLDERS]",46.191,0.0,46.877,0.175,46.598,47.156,false,0.686,0.015,0.471
"false","[POSTCONVERTWEBP, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",5.766,0.0,6.067,0.051,5.985,6.149,false,0.301,0.05,0.091
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEMOZJPEG, ROUNDINGHANDLER]",55.535,0.0,56.815,0.863,55.442,58.188,true,1.28,0.023,1.638
"false","[POSTCONVERTWEBP, INCLUDEANDROIDLDPITVDPI, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, ENABLEANTIALIASING, SCALEMODE, SCALE, HALTONERROR, CLEARDIRBEFORECONVERT]",3.764,0.0,4.379,0.014,4.357,4.401,false,0.615,0.14,0.378
"false","[PLATFORM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, CREATEMIPMAPINSTEADOFDRAWABLEDIR, VERBOSELOG, SCALEMODE, ROUNDINGHANDLER, SCALE, HALTONERROR, CLEARDIRBEFORECONVERT]",8.441,0.0,8.476,0.049,8.398,8.554,true,0.035,0.004,0.001
"false","[SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE]",17.978,0.0,20.896,0.119,20.707,21.084,false,2.918,0.14,8.515
"false","[SCALEISHEIGHTDP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, SCALEMODE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",2.295,0.0,2.302,0.019,2.271,2.332,true,0.007,0.003,0
"true","[PLATFORM, OUTPUTCOMPRESSIONGMODE, SCALEMODE]",3.802,0.0,3.788,0.022,3.752,3.823,true,0.014,0.004,0
"false","[POSTCONVERTWEBP, SCALEISHEIGHTDP, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, CLEARDIRBEFORECONVERT]",176.713,0.0,176.014,1.332,173.894,178.134,true,0.699,0.004,0.489
"false","[PLATFORM, POSTCONVERTWEBP, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, SCALE, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",8.472,0.0,9.171,0.049,9.093,9.249,false,0.699,0.076,0.489
"false","[ENABLEPNGCRUSH, COMPRESSQUALITY, ROUNDINGHANDLER]",52.914,0.0,53.458,0.226,53.098,53.818,false,0.544,0.01,0.296
"false","[SCALE, GUIADVANCEDOPTIONS]",7.394,0.0,7.409,0.018,7.381,7.437,true,0.015,0.002,0
"false","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.799,0.0,8.386,0.03,8.337,8.434,false,0.587,0.07,0.345
"true","[DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",3.063,0.0,3.066,0.022,3.031,3.1,true,0.003,0.001,0
"true","[PLATFORM, POSTCONVERTWEBP, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",3.802,0.0,3.759,0.011,3.741,3.777,false,0.043,0.011,0.002
"false","[SCALEISHEIGHTDP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, HALTONERROR, IOSCREATEIMAGESETFOLDERS]",3.07,0.0,3.053,0.017,3.026,3.08,true,0.017,0.006,0
"false","[INCLUDEANDROIDLDPITVDPI, VERBOSELOG, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",55.529,0.0,61.085,0.306,60.597,61.572,false,5.556,0.091,30.869
"true","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE]",7.791,0.0,7.798,0.054,7.713,7.883,true,0.007,0.001,0
"false","[PLATFORM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, COMPRESSQUALITY, SCALEMODE, HALTONERROR, IOSCREATEIMAGESETFOLDERS]",3.779,0.0,2.298,0.014,2.276,2.321,false,1.481,0.644,2.193
"false","[UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR]",46.186,0.0,46.67,0.423,45.996,47.343,true,0.484,0.01,0.234
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, ENABLEANTIALIASING, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS]",25.181,0.0,26.816,0.037,26.756,26.875,false,1.635,0.061,2.673
"false","[PLATFORM, SCALEISHEIGHTDP, OUTPUTCOMPRESSIONGMODE, SCALEMODE, ROUNDINGHANDLER, SCALE, GUIADVANCEDOPTIONS]",13.079,0.0,13.211,0.129,13.006,13.416,true,0.132,0.01,0.017
"false","[DOWNSCALINGALGORITHM, CLEARDIRBEFORECONVERT]",57.1,0.0,56.45,0.597,55.499,57.401,true,0.65,0.012,0.422
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, HALTONERROR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",3.749,0.0,4.544,0.011,4.527,4.561,false,0.795,0.175,0.632
"false","[PLATFORM, ENABLEPNGCRUSH, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, GUIADVANCEDOPTIONS]",351.26,0.0,351.827,1.753,349.038,354.617,true,0.567,0.002,0.321
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG]",55.54,0.0,56.633,1.048,54.966,58.301,true,1.093,0.019,1.195
"false","[SCALEISHEIGHTDP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, CREATEMIPMAPINSTEADOFDRAWABLEDIR, COMPRESSQUALITY, SCALEMODE, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",4.025,0.0,4.145,0.209,3.812,4.478,true,0.12,0.029,0.014
"false","[POSTCONVERTWEBP, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.8,0.0,7.827,0.047,7.752,7.901,true,0.027,0.003,0.001
"true","[PLATFORM, DOWNSCALINGALGORITHM]",110.74,0.0,108.809,0.596,107.86,109.759,false,1.931,0.018,3.729
"false","[PLATFORM, SCALEISHEIGHTDP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SCALEMODE]",3.796,0.0,3.796,0.035,3.74,3.852,true,0,0,0
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG]",3.346,0.0,3.37,0.022,3.335,3.405,true,0.024,0.007,0.001
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, SCALEMODE, SCALE]",4.019,0.0,3.965,0.03,3.917,4.012,false,0.054,0.014,0.003
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, ROUNDINGHANDLER, SCALE, CLEARDIRBEFORECONVERT]",7.797,0.0,8.317,0.006,8.308,8.326,false,0.52,0.063,0.27
"false","[ROUNDINGHANDLER, HALTONERROR]",55.529,0.0,56.241,1.099,54.492,57.991,true,0.712,0.013,0.507
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, GUIADVANCEDOPTIONS, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, VERBOSELOG, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",5.718,0.0,7.144,0.082,7.014,7.274,false,1.426,0.2,2.033
"false","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, GUIADVANCEDOPTIONS, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, CLEARDIRBEFORECONVERT]",7.816,0.0,8.324,0.015,8.3,8.348,false,0.508,0.061,0.258
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, PLATFORM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALE, IOSCREATEIMAGESETFOLDERS]",8.923,0.0,10.282,0.032,10.232,10.332,false,1.359,0.132,1.847
"false","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.798,0.0,8.37,0.041,8.304,8.436,false,0.572,0.068,0.327
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, GUIADVANCEDOPTIONS, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, ENABLEANTIALIASING, SCALEMODE, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",13.068,0.0,14.574,0.123,14.379,14.769,false,1.506,0.103,2.268
"false","[POSTCONVERTWEBP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, ROUNDINGHANDLER, SCALE, GUIADVANCEDOPTIONS]",17.863,0.0,20.591,0.201,20.271,20.912,false,2.728,0.132,7.442
"true","[PLATFORM, COMPRESSQUALITY]",103.322,0.0,103.385,1.397,101.161,105.608,true,0.063,0.001,0.004
"false","[SCALEISHEIGHTDP, UPSCALINGALGORITHM, CREATEMIPMAPINSTEADOFDRAWABLEDIR, VERBOSELOG, IOSCREATEIMAGESETFOLDERS]",46.186,0.0,46.518,0.315,46.016,47.019,true,0.332,0.007,0.11
"false","[POSTCONVERTWEBP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEANTIALIASING]",55.534,0.0,73.834,0.398,73.2,74.468,false,18.3,0.248,334.89
"false","[DOWNSCALINGALGORITHM, VERBOSELOG]",57.1,0.0,56.726,0.646,55.699,57.754,true,0.374,0.007,0.14
"true","[PLATFORM, UPSCALINGALGORITHM, SCALE]",15.43,0.0,15.487,0.208,15.157,15.817,true,0.057,0.004,0.003
"true","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",3.8,0.0,3.833,0.015,3.809,3.857,false,0.033,0.009,0.001
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, ENABLEANTIALIASING, SCALE, HALTONERROR, GUIADVANCEDOPTIONS]",17.82,0.0,18.342,0.144,18.113,18.571,false,0.522,0.028,0.272
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, ENABLEANTIALIASING, SCALEMODE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",7.837,0.0,7.805,0.048,7.728,7.882,true,0.032,0.004,0.001
"false","[SCALEISHEIGHTDP, ENABLEMOZJPEG]",55.535,0.0,56.573,0.664,55.516,57.63,true,1.038,0.018,1.077
"false","[SCALEISHEIGHTDP, GUIADVANCEDOPTIONS]",55.529,0.0,56.64,0.536,55.787,57.493,false,1.111,0.02,1.234
"true","[POSTCONVERTWEBP, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE, SCALE]",3.758,0.0,3.765,0.007,3.753,3.776,true,0.007,0.002,0
