measured,configuration,config_crusher,config_crusher_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"true","[]",55.529,0.0,58.128,0.536,57.275,58.982,false,1.099,0.019,1.208
"false","[ENABLEPNGCRUSH, OUTPUTCOMPRESSIONGMODE]",181.051,0.0,183.538,0.923,182.07,185.006,true,0.987,0.005,0.974
"false","[ENABLEMOZJPEG, SCALE, IOSCREATEIMAGESETFOLDERS]",7.4,0.0,8.869,0.056,8.781,8.958,true,0.031,0.003,0.001
"false","[PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM, SCALEMODE, ROUNDINGHANDLER, SCALE, CLEARDIRBEFORECONVERT]",5.818,0.0,7.274,0.035,7.219,7.329,true,0.044,0.006,0.002
"false","[SKIPUPSCALING, ROUNDINGHANDLER]",3.327,0.0,4.827,0.016,4.801,4.853,true,0,0,0
"true","[PLATFORM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG, SCALEMODE]",3.798,0.0,5.322,0.016,5.296,5.349,true,0.024,0.005,0.001
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR]",55.529,0.0,57.527,0.587,56.593,58.461,true,0.498,0.009,0.248
"false","[VERBOSELOG, ROUNDINGHANDLER]",55.529,0.0,58.141,0.713,57.007,59.275,true,1.112,0.019,1.237
"true","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM]",387.284,0.0,389.577,2.021,386.36,392.793,true,0.793,0.002,0.629
"false","[POSTCONVERTWEBP, SCALEMODE]",2.296,0.0,3.787,0.012,3.768,3.806,true,0.009,0.002,0
"false","[PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, INCLUDEANDROIDLDPITVDPI, CREATEMIPMAPINSTEADOFDRAWABLEDIR, ENABLEANTIALIASING, SCALE]",15.43,0.0,19.506,0.148,19.271,19.741,false,2.576,0.132,6.636
"true","[PLATFORM, POSTCONVERTWEBP, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",7.984,0.0,9.496,0.021,9.463,9.529,true,0.012,0.001,0
"false","[PLATFORM, OUTPUTCOMPRESSIONGMODE, CLEARDIRBEFORECONVERT]",362.717,0.0,364.356,2.382,360.566,368.145,true,0.139,0,0.019
"true","[PLATFORM, POSTCONVERTWEBP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, ENABLEMOZJPEG, COMPRESSQUALITY]",83.962,0.0,85.175,0.687,84.082,86.268,true,0.287,0.003,0.082
"false","[ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM, ENABLEANTIALIASING, SCALEMODE, GUIADVANCEDOPTIONS]",3.072,0.0,4.568,0.007,4.557,4.579,true,0.004,0.001,0
"false","[ENABLEPNGCRUSH, DOWNSCALINGALGORITHM, ENABLEANTIALIASING, ROUNDINGHANDLER, HALTONERROR, CLEARDIRBEFORECONVERT, GUIADVANCEDOPTIONS]",57.105,0.0,75.473,0.561,74.581,76.366,false,16.868,0.223,284.529
"false","[DOWNSCALINGALGORITHM, ENABLEANTIALIASING]",57.1,0.0,75.736,0.563,74.841,76.632,false,17.136,0.226,293.642
"true","[PLATFORM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",7.831,0.0,9.471,0.032,9.42,9.522,false,0.14,0.015,0.02
"false","[SCALEISHEIGHTDP, VERBOSELOG]",55.529,0.0,57.885,0.714,56.748,59.022,true,0.856,0.015,0.733
"false","[OUTPUTCOMPRESSIONGMODE, GUIADVANCEDOPTIONS]",181.046,0.0,182.48,0.921,181.015,183.945,true,0.066,0,0.004
"false","[INCLUDEANDROIDLDPITVDPI, OUTPUTCOMPRESSIONGMODE]",181.046,0.0,199.675,1.779,196.844,202.507,false,17.129,0.086,293.403
"false","[ENABLEMOZJPEG, DOWNSCALINGALGORITHM]",57.106,0.0,57.475,0.536,56.622,58.328,false,1.131,0.02,1.279
"true","[POSTCONVERTWEBP, ENABLEPNGCRUSH, ENABLEMOZJPEG, COMPRESSQUALITY, SCALEMODE, SCALE]",4.032,0.0,5.517,0.098,5.361,5.673,true,0.015,0.003,0
"true","[ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY]",176.707,0.0,177.867,1.058,176.184,179.55,true,0.34,0.002,0.116
"false","[PLATFORM, ROUNDINGHANDLER]",110.133,0.0,111.805,1.009,110.2,113.411,true,0.172,0.002,0.03
"false","[PLATFORM, SCALEISHEIGHTDP]",110.133,0.0,111.549,0.699,110.437,112.66,true,0.084,0.001,0.007
"true","[PLATFORM, UPSCALINGALGORITHM, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",7.801,0.0,9.285,0.023,9.247,9.322,true,0.016,0.002,0
"false","[POSTCONVERTWEBP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, CREATEMIPMAPINSTEADOFDRAWABLEDIR, DOWNSCALINGALGORITHM, VERBOSELOG, HALTONERROR, IOSCREATEIMAGESETFOLDERS]",46.521,0.0,52.379,0.549,51.506,53.252,false,4.358,0.083,18.992
"false","[ROUNDINGHANDLER, IOSCREATEIMAGESETFOLDERS]",55.529,0.0,58.343,0.731,57.179,59.507,false,1.314,0.023,1.727
"false","[UPSCALINGALGORITHM, CREATEMIPMAPINSTEADOFDRAWABLEDIR, VERBOSELOG]",46.186,0.0,48.209,0.104,48.044,48.373,false,0.523,0.011,0.274
"false","[POSTCONVERTWEBP, COMPRESSQUALITY]",52.914,0.0,55.196,1.144,53.376,57.016,true,0.782,0.014,0.612
"false","[ENABLEANTIALIASING, SCALEMODE]",2.291,0.0,3.797,0.009,3.783,3.811,true,0.006,0.002,0
"false","[OUTPUTCOMPRESSIONGMODE, IOSCREATEIMAGESETFOLDERS]",181.046,0.0,182.563,0.425,181.887,183.24,true,0.017,0,0
"false","[ENABLEMOZJPEG, COMPRESSQUALITY]",52.915,0.0,55.804,1.045,54.141,57.466,true,1.389,0.025,1.929
"false","[SCALEISHEIGHTDP, UPSCALINGALGORITHM]",46.186,0.0,47.946,0.619,46.961,48.931,true,0.26,0.005,0.068
"true","[UPSCALINGALGORITHM, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALE]",4.345,0.0,5.844,0.018,5.815,5.872,true,0.001,0,0
"false","[COMPRESSQUALITY]",52.909,0.0,54.681,0.259,54.268,55.093,true,0.272,0.005,0.074
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SCALEMODE]",2.291,0.0,3.784,0.023,3.748,3.821,true,0.007,0.002,0
"false","[ROUNDINGHANDLER, GUIADVANCEDOPTIONS]",55.529,0.0,57.852,1.374,55.665,60.038,true,0.823,0.014,0.677
"false","[CREATEMIPMAPINSTEADOFDRAWABLEDIR, SCALE]",7.394,0.0,8.872,0.085,8.736,9.008,true,0.022,0.002,0
"true","[POSTCONVERTWEBP, ENABLEPNGCRUSH, ENABLEMOZJPEG, COMPRESSQUALITY, SCALE]",7.096,0.0,8.554,0.069,8.444,8.663,true,0.042,0.005,0.002
"false","[INCLUDEANDROIDLDPITVDPI, CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALE, HALTONERROR, IOSCREATEIMAGESETFOLDERS, GUIADVANCEDOPTIONS]",17.535,0.0,22.042,0.04,21.978,22.106,false,3.007,0.136,9.042
"false","[POSTCONVERTWEBP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR]",55.534,0.0,58.003,0.706,56.879,59.126,true,0.969,0.017,0.939
"false","[POSTCONVERTWEBP, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, SCALE, IOSCREATEIMAGESETFOLDERS]",17.847,0.0,19.286,0.112,19.107,19.465,true,0.061,0.003,0.004
"true","[PLATFORM, POSTCONVERTWEBP, ENABLEPNGCRUSH, SKIPUPSCALING, COMPRESSQUALITY, SCALEMODE]",3.819,0.0,5.304,0.04,5.24,5.369,true,0.015,0.003,0
"false","[SCALE, HALTONERROR]",7.394,0.0,8.84,0.077,8.718,8.963,true,0.054,0.006,0.003
"false","[ENABLEPNGCRUSH, CREATEMIPMAPINSTEADOFDRAWABLEDIR]",55.534,0.0,58.139,1.085,56.413,59.865,true,1.105,0.019,1.221
"false","[COMPRESSQUALITY, SCALEMODE]",2.285,0.0,3.803,0.022,3.769,3.838,true,0.018,0.005,0
"true","[POSTCONVERTWEBP, SKIPUPSCALING, ENABLEMOZJPEG, SCALEMODE, SCALE]",4.031,0.0,5.484,0.082,5.353,5.615,true,0.047,0.009,0.002
"false","[POSTCONVERTWEBP, DOWNSCALINGALGORITHM]",57.105,0.0,58.577,0.849,57.227,59.927,true,0.028,0,0.001
"false","[INCLUDEANDROIDLDPITVDPI, ROUNDINGHANDLER]",55.529,0.0,62.844,0.459,62.114,63.574,false,5.815,0.093,33.814
"true","[UPSCALINGALGORITHM, ENABLEMOZJPEG, SCALE]",7.411,0.0,8.98,0.051,8.899,9.062,true,0.069,0.008,0.005
"false","[SCALEISHEIGHTDP, HALTONERROR]",55.529,0.0,58.16,0.853,56.803,59.517,true,1.131,0.019,1.279
"false","[ENABLEANTIALIASING]",55.529,0.0,75.24,0.331,74.714,75.766,false,18.211,0.242,331.641
"false","[SCALEISHEIGHTDP, SKIPUPSCALING]",3.327,0.0,4.818,0.016,4.792,4.844,true,0.009,0.002,0
"true","[UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE, SCALE]",3.757,0.0,5.25,0.008,5.237,5.263,true,0.007,0.001,0
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE, SCALE]",13.221,0.0,14.696,0.111,14.519,14.872,true,0.025,0.002,0.001
"true","[PLATFORM, DOWNSCALINGALGORITHM, COMPRESSQUALITY]",103.684,0.0,104.397,0.778,103.16,105.635,true,0.787,0.008,0.619
"true","[PLATFORM, DOWNSCALINGALGORITHM, SCALEMODE]",5.781,0.0,7.262,0.019,7.232,7.293,true,0.019,0.003,0
"true","[UPSCALINGALGORITHM, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",3.059,0.0,4.552,0.027,4.51,4.594,true,0.007,0.002,0
"false","[OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE, GUIADVANCEDOPTIONS]",2.286,0.0,3.796,0.008,3.783,3.808,true,0.01,0.003,0
"true","[SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY]",7.47,0.0,8.937,0.029,8.891,8.983,true,0.033,0.004,0.001
"true","[PLATFORM, POSTCONVERTWEBP, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY]",351.26,0.0,354.183,1.894,351.169,357.196,true,1.423,0.004,2.025
"true","[DOWNSCALINGALGORITHM, COMPRESSQUALITY]",53.356,0.0,54.131,0.617,53.15,55.113,true,0.725,0.013,0.526
"true","[UPSCALINGALGORITHM, ENABLEPNGCRUSH, SCALEMODE, SCALE]",4.005,0.0,5.513,0.092,5.366,5.659,true,0.008,0.001,0
"false","[SCALEMODE, CLEARDIRBEFORECONVERT]",2.291,0.0,3.803,0.013,3.783,3.823,true,0.012,0.003,0
"false","[COMPRESSQUALITY, CLEARDIRBEFORECONVERT]",52.909,0.0,55.403,0.83,54.083,56.723,true,0.994,0.018,0.988
"false","[ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE]",181.052,0.0,182.668,1.289,180.617,184.719,true,0.116,0.001,0.013
"true","[UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE]",7.646,0.0,9.174,0.102,9.011,9.336,true,0.028,0.003,0.001
"true","[PLATFORM, OUTPUTCOMPRESSIONGMODE]",362.717,0.0,363.136,1.666,360.484,365.787,true,1.081,0.003,1.169
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEMOZJPEG]",55.535,0.0,58.252,0.9,56.819,59.684,true,1.217,0.021,1.481
"false","[CREATEMIPMAPINSTEADOFDRAWABLEDIR, OUTPUTCOMPRESSIONGMODE]",181.046,0.0,182.132,0.548,181.26,183.004,true,0.414,0.002,0.171
"false","[POSTCONVERTWEBP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, SKIPUPSCALING, VERBOSELOG, HALTONERROR, CLEARDIRBEFORECONVERT]",3.332,0.0,4.953,0.009,4.939,4.967,false,0.121,0.024,0.015
"true","[UPSCALINGALGORITHM, ENABLEPNGCRUSH, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM]",195.231,0.0,196.821,1.063,195.129,198.513,true,0.09,0,0.008
"true","[PLATFORM, UPSCALINGALGORITHM, DOWNSCALINGALGORITHM, SCALEMODE, SCALE]",5.818,0.0,7.28,0.032,7.23,7.33,true,0.038,0.005,0.001
"false","[ENABLEPNGCRUSH, ROUNDINGHANDLER]",55.534,0.0,58.378,0.608,57.411,59.345,false,1.344,0.023,1.806
"true","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",7.817,0.0,9.49,0.039,9.428,9.552,false,0.173,0.018,0.03
"true","[PLATFORM, COMPRESSQUALITY, SCALEMODE]",3.779,0.0,5.285,0.035,5.23,5.34,true,0.006,0.001,0
"true","[PLATFORM, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALE]",25.742,0.0,27.205,0.107,27.035,27.375,true,0.037,0.001,0.001
"false","[UPSCALINGALGORITHM, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE, SCALE, CLEARDIRBEFORECONVERT]",3.763,0.0,5.244,0.02,5.212,5.275,true,0.019,0.004,0
"false","[PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, VERBOSELOG, ROUNDINGHANDLER, SCALE, IOSCREATEIMAGESETFOLDERS, CLEARDIRBEFORECONVERT]",25.85,0.0,27.379,0.239,26.998,27.76,true,0.029,0.001,0.001
"false","[OUTPUTCOMPRESSIONGMODE, VERBOSELOG]",181.046,0.0,182.867,2.008,179.672,186.063,true,0.321,0.002,0.103
"false","[SCALEISHEIGHTDP, INCLUDEANDROIDLDPITVDPI]",55.529,0.0,62.9,0.292,62.436,63.365,false,5.871,0.093,34.469
