measured,configuration,config_crusher,config_crusher_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[UPSCALINGALGORITHM, ROUNDINGHANDLER]",46.186,0.0,47.662,0.261,47.247,48.077,true,0.024,0.001,0.001
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",5.752,0.0,7.27,0.051,7.189,7.352,true,0.018,0.002,0
"false","[INCLUDEANDROIDLDPITVDPI, SCALE]",7.394,0.0,9.819,0.021,9.786,9.852,false,0.925,0.094,0.856
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE]",3.76,0.0,5.336,0.016,5.31,5.361,false,0.076,0.014,0.006
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",7.787,0.0,9.283,0.042,9.217,9.35,true,0.004,0,0
"false","[PLATFORM, SKIPUPSCALING, ROUNDINGHANDLER, SCALE]",15.402,0.0,16.599,0.259,16.187,17.011,true,0.303,0.018,0.092
"false","[SCALEISHEIGHTDP, SKIPUPSCALING, DOWNSCALINGALGORITHM]",3.339,0.0,4.84,0.005,4.832,4.848,true,0.001,0,0
"false","[POSTCONVERTWEBP, INCLUDEANDROIDLDPITVDPI, SKIPUPSCALING, ENABLEANTIALIASING]",3.332,0.0,7.468,0.025,7.428,7.508,false,2.636,0.353,6.948
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALE]",25.859,0.0,27.268,0.071,27.155,27.382,true,0.091,0.003,0.008
"false","[COMPRESSQUALITY, ENABLEANTIALIASING]",52.909,0.0,72.337,0.327,71.817,72.857,false,17.928,0.248,321.413
"false","[POSTCONVERTWEBP]",55.534,0.0,57.628,0.207,57.299,57.957,false,0.594,0.01,0.353
"false","[INCLUDEANDROIDLDPITVDPI, VERBOSELOG, ROUNDINGHANDLER, SCALE]",7.394,0.0,9.792,0.158,9.54,10.044,false,0.898,0.092,0.806
"true","[PLATFORM, OUTPUTCOMPRESSIONGMODE, SCALEMODE]",3.802,0.0,5.289,0.034,5.235,5.343,true,0.013,0.002,0
"false","[INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, VERBOSELOG, ENABLEANTIALIASING, CLEARDIRBEFORECONVERT]",181.052,0.0,232.086,1.535,229.644,234.529,false,49.534,0.213,2453.617
"false","[SCALE, GUIADVANCEDOPTIONS]",7.394,0.0,8.896,0.036,8.839,8.953,true,0.002,0,0
"true","[DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE]",3.063,0.0,4.552,0.003,4.547,4.557,false,0.011,0.002,0
"true","[PLATFORM, POSTCONVERTWEBP, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",3.802,0.0,5.298,0.031,5.248,5.348,true,0.004,0.001,0
"true","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE]",7.791,0.0,9.306,0.03,9.258,9.353,true,0.015,0.002,0
"false","[UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR]",46.186,0.0,48.117,0.397,47.485,48.748,true,0.431,0.009,0.186
"false","[DOWNSCALINGALGORITHM, CLEARDIRBEFORECONVERT]",57.1,0.0,58.219,1.144,56.4,60.039,true,0.381,0.007,0.145
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG]",55.54,0.0,57.779,0.334,57.248,58.311,false,0.739,0.013,0.546
"true","[PLATFORM, DOWNSCALINGALGORITHM]",110.74,0.0,112.597,1.165,110.743,114.451,true,0.357,0.003,0.127
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG]",3.346,0.0,4.833,0.013,4.812,4.854,true,0.013,0.003,0
"true","[POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, SCALEMODE, SCALE]",4.019,0.0,5.506,0.074,5.388,5.623,true,0.013,0.002,0
"false","[ROUNDINGHANDLER, HALTONERROR]",55.529,0.0,57.926,0.496,57.137,58.716,false,0.897,0.015,0.805
"true","[PLATFORM, COMPRESSQUALITY]",103.322,0.0,104.672,0.837,103.339,106.004,true,0.15,0.001,0.023
"false","[KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, VERBOSELOG, GUIADVANCEDOPTIONS]",55.534,0.0,57.893,0.551,57.017,58.77,true,0.859,0.015,0.738
"false","[DOWNSCALINGALGORITHM, VERBOSELOG]",57.1,0.0,57.868,0.238,57.489,58.247,false,0.732,0.013,0.536
"true","[PLATFORM, UPSCALINGALGORITHM, SCALE]",15.43,0.0,16.938,0.257,16.53,17.346,true,0.008,0,0
"true","[PLATFORM, UPSCALINGALGORITHM, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",3.8,0.0,5.281,0.033,5.229,5.334,true,0.019,0.004,0
"false","[SCALEISHEIGHTDP, ENABLEMOZJPEG]",55.535,0.0,58.337,0.569,57.432,59.242,false,1.302,0.022,1.695
"false","[SCALEISHEIGHTDP, GUIADVANCEDOPTIONS]",55.529,0.0,57.731,0.521,56.902,58.56,true,0.702,0.012,0.493
"true","[POSTCONVERTWEBP, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, SCALEMODE, SCALE]",3.758,0.0,5.247,0.027,5.204,5.291,true,0.011,0.002,0
"false","[PLATFORM, COMPRESSQUALITY, VERBOSELOG, HALTONERROR, GUIADVANCEDOPTIONS]",103.322,0.0,105.054,0.684,103.966,106.143,true,0.232,0.002,0.054
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, COMPRESSQUALITY, SCALEMODE, SCALE]",8.484,0.0,10.005,0.078,9.88,10.13,true,0.021,0.002,0
"true","[PLATFORM, ENABLEPNGCRUSH, SKIPUPSCALING, ENABLEMOZJPEG, DOWNSCALINGALGORITHM]",7.846,0.0,9.412,0.095,9.261,9.563,true,0.066,0.007,0.004
"false","[POSTCONVERTWEBP, ROUNDINGHANDLER]",55.534,0.0,58.141,0.678,57.063,59.22,false,1.107,0.019,1.225
"true","[PLATFORM, POSTCONVERTWEBP, ENABLEMOZJPEG, DOWNSCALINGALGORITHM, SCALE]",8.899,0.0,10.412,0.039,10.351,10.473,true,0.013,0.001,0
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, SCALE]",38.708,0.0,39.934,0.461,39.201,40.667,true,0.274,0.007,0.075
"true","[PLATFORM, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",7.821,0.0,9.333,0.054,9.248,9.419,true,0.012,0.001,0
"true","[PLATFORM, SKIPUPSCALING, SCALE]",15.402,0.0,17.038,0.199,16.722,17.354,true,0.136,0.008,0.018
"true","[PLATFORM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",3.776,0.0,5.297,0.024,5.259,5.335,true,0.021,0.004,0
"true","[PLATFORM, POSTCONVERTWEBP, SKIPUPSCALING, ENABLEMOZJPEG, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALE]",8.308,0.0,9.818,0.051,9.737,9.9,true,0.01,0.001,0
"false","[POSTCONVERTWEBP, SCALEISHEIGHTDP, INCLUDEANDROIDLDPITVDPI, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, COMPRESSQUALITY, GUIADVANCEDOPTIONS]",52.92,0.0,59.27,0.644,58.246,60.294,false,4.85,0.082,23.523
"true","[PLATFORM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY]",23.825,0.0,25.325,0.131,25.116,25.535,true,0,0,0
"true","[PLATFORM, SKIPUPSCALING, SCALEMODE, SCALE]",8.481,0.0,9.909,0.14,9.686,10.131,true,0.072,0.007,0.005
"false","[SCALEISHEIGHTDP, SKIPUPSCALING, ENABLEMOZJPEG, SCALEMODE, CLEARDIRBEFORECONVERT]",2.303,0.0,3.808,0.013,3.787,3.829,true,0.005,0.001,0
"true","[PLATFORM, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, SCALEMODE, SCALE]",13.062,0.0,14.729,0.07,14.618,14.84,false,0.167,0.011,0.028
"true","[SKIPUPSCALING, COMPRESSQUALITY, SCALE]",7.068,0.0,8.659,0.024,8.622,8.697,false,0.091,0.011,0.008
"true","[PLATFORM, POSTCONVERTWEBP, UPSCALINGALGORITHM, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, SCALE]",7.799,0.0,9.316,0.033,9.264,9.369,true,0.017,0.002,0
"false","[PLATFORM, SCALEMODE, SCALE, HALTONERROR]",8.436,0.0,9.869,0.027,9.827,9.912,false,0.067,0.007,0.004
"false","[PLATFORM, UPSCALINGALGORITHM, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, COMPRESSQUALITY, HALTONERROR]",83.956,0.0,85.165,0.727,84.008,86.323,true,0.291,0.003,0.085
"false","[POSTCONVERTWEBP, ENABLEMOZJPEG, CREATEMIPMAPINSTEADOFDRAWABLEDIR, HALTONERROR, PLATFORM, SCALEISHEIGHTDP, UPSCALINGALGORITHM, INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH, SKIPUPSCALING, OUTPUTCOMPRESSIONGMODE, DOWNSCALINGALGORITHM, COMPRESSQUALITY, SCALEMODE, ROUNDINGHANDLER, IOSCREATEIMAGESETFOLDERS]",7.793,0.0,9.855,0.025,9.816,9.895,false,0.562,0.057,0.316
"false","[PLATFORM, POSTCONVERTWEBP, SCALEISHEIGHTDP, KEEPUNOPTIMIZEDFILESPOSTPROCESSOR, ENABLEPNGCRUSH, ENABLEMOZJPEG, ROUNDINGHANDLER]",110.139,0.0,111.792,1.406,109.555,114.029,true,0.153,0.001,0.023
"false","[INCLUDEANDROIDLDPITVDPI, GUIADVANCEDOPTIONS]",55.529,0.0,63.281,0.816,61.982,64.58,false,6.252,0.099,39.088
"false","[OUTPUTCOMPRESSIONGMODE, CLEARDIRBEFORECONVERT]",181.046,0.0,181.758,0.782,180.514,183.003,true,0.788,0.004,0.621
"false","[PLATFORM, CREATEMIPMAPINSTEADOFDRAWABLEDIR]",110.133,0.0,111.676,1.062,109.987,113.366,true,0.043,0,0.002
"false","[INCLUDEANDROIDLDPITVDPI, ENABLEPNGCRUSH]",55.534,0.0,62.452,0.505,61.649,63.256,false,5.418,0.087,29.355
"true","[PLATFORM, POSTCONVERTWEBP, SKIPUPSCALING, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, SCALEMODE]",3.795,0.0,5.321,0.014,5.299,5.343,false,0.026,0.005,0.001
"true","[SKIPUPSCALING, SCALEMODE]",2.297,0.0,3.795,0.022,3.76,3.829,true,0.002,0.001,0
"true","[UPSCALINGALGORITHM, ENABLEPNGCRUSH, ENABLEMOZJPEG, OUTPUTCOMPRESSIONGMODE, COMPRESSQUALITY, SCALEMODE]",2.292,0.0,3.804,0.013,3.784,3.824,true,0.012,0.003,0
"false","[ENABLEPNGCRUSH, IOSCREATEIMAGESETFOLDERS]",55.534,0.0,57.882,1.153,56.047,59.716,true,0.848,0.015,0.719
"false","[ENABLEPNGCRUSH, COMPRESSQUALITY, GUIADVANCEDOPTIONS]",52.914,0.0,54.806,0.759,53.598,56.013,true,0.392,0.007,0.154
"false","[HALTONERROR, GUIADVANCEDOPTIONS]",55.529,0.0,57.73,1.119,55.948,59.511,true,0.701,0.012,0.491
