measured,configuration,feature_wise,feature_wise_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT]",0.0,0.0,17.196,0.404,16.553,17.839,false,17.196,1,295.702
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, UNIQUE, REVERSE, IGNORECASE]",27.85,0.0,17.57,0.12,17.379,17.761,false,10.28,0.585,105.678
"false","[MONTHSORT, VERSIONSORT, UNIQUE, CHECK, REVERSE]",1.56,0.0,1.572,0.004,1.565,1.579,false,0.012,0.008,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,1.534,0.006,1.524,1.543,false,1.534,1,2.353
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",0.0,0.0,17.057,0.265,16.636,17.479,false,17.057,1,290.941
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",0.0,0.0,1.531,0.01,1.514,1.547,false,1.531,1,2.344
"false","[VERSIONSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",77.78,0.0,126.386,0.83,125.066,127.706,false,48.606,0.385,2362.543
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",0.0,0.0,1.537,0.01,1.522,1.552,false,1.537,1,2.362
"false","[IGNORELEADINGBLANKS, CHECK, REVERSE, GENERALNUMRICSORT]",0.0,0.0,1.538,0.004,1.531,1.545,false,1.538,1,2.365
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,1.537,0.007,1.526,1.547,false,1.537,1,2.362
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",40.27,0.0,102.892,1.01,101.284,104.499,false,62.622,0.609,3921.515
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,1.539,0.006,1.53,1.548,false,1.539,1,2.369
"false","[MONTHSORT, VERSIONSORT, NUMBERICSORT, DICTIONARYORDER, REVERSE, IGNORECASE]",3.6,0.0,4.96,0.204,4.635,5.285,false,1.36,0.274,1.85
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, UNIQUE, REVERSE]",102.03,0.0,22.037,0.78,20.796,23.278,false,79.993,3.63,6398.88
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, REVERSE, GENERALNUMRICSORT]",0.0,0.0,4.881,0.19,4.579,5.183,false,4.881,1,23.824
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",27.85,0.0,13.32,0.312,12.824,13.815,false,14.53,1.091,211.121
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, NUMBERICSORT, GENERALNUMRICSORT]",27.85,0.0,13.183,0.092,13.036,13.33,false,14.667,1.113,215.121
"false","[MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",3.6,0.0,29.443,1.084,27.718,31.168,false,25.843,0.878,667.861
"false","[VERSIONSORT, CHECK, GENERALNUMRICSORT]",1.56,0.0,1.54,0.008,1.527,1.552,false,0.02,0.013,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, DICTIONARYORDER]",40.27,0.0,41.673,1.011,40.064,43.282,true,1.403,0.034,1.968
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, IGNORECASE]",0.0,0.0,3.482,0.075,3.363,3.602,false,3.482,1,12.124
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",27.85,0.0,13.387,0.149,13.15,13.624,false,14.463,1.08,209.178
"false","[IGNORELEADINGBLANKS, UNIQUE, CHECK, GENERALNUMRICSORT]",0.0,0.0,1.541,0.013,1.519,1.562,false,1.541,1,2.375
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, GENERALNUMRICSORT]",40.27,0.0,126.817,1.294,124.757,128.877,false,86.547,0.682,7490.383
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, CHECK]",63.32,0.0,139.148,1.186,137.262,141.035,false,75.828,0.545,5749.886
"false","[NUMBERICSORT, CHECK, GENERALNUMRICSORT]",0.0,0.0,1.537,0.007,1.526,1.547,false,1.537,1,2.362
"false","[MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",63.32,0.0,103.906,2.358,100.155,107.658,false,40.586,0.391,1647.223
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT]",0.0,0.0,30.201,0.232,29.832,30.57,false,30.201,1,912.1
"false","[MONTHSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",0.0,0.0,17.422,0.283,16.972,17.872,false,17.422,1,303.526
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, GENERALNUMRICSORT]",3.6,0.0,3.617,0.216,3.273,3.961,true,0.017,0.005,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, GENERALNUMRICSORT]",102.03,0.0,285.966,2.905,281.344,290.589,false,183.936,0.643,33832.452
"false","[MERGE, UNIQUE]",139.54,0.0,142.295,8.577,128.648,155.943,true,2.755,0.019,7.59
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",65.36,0.0,17.526,0.377,16.926,18.127,false,47.834,2.729,2288.092
"false","[VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, IGNORECASE]",139.54,0.0,142.576,7.007,131.426,153.725,true,3.036,0.021,9.217
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",0.0,0.0,17.358,0.522,16.528,18.188,false,17.358,1,301.3
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, IGNORECASE]",0.0,0.0,13.415,0.311,12.92,13.91,false,13.415,1,179.962
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",0.0,0.0,1.536,0.005,1.528,1.544,false,1.536,1,2.359
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,1.533,0.005,1.525,1.541,false,1.533,1,2.35
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, UNIQUE, REVERSE, IGNORECASE]",102.03,0.0,21.828,0.475,21.072,22.584,false,80.202,3.674,6432.361
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK]",25.81,0.0,114.549,2.436,110.674,118.425,false,88.739,0.775,7874.61
"false","[MONTHSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.56,0.0,1.532,0.008,1.519,1.544,false,0.028,0.018,0.001
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",0.0,0.0,13.453,0.116,13.268,13.638,false,13.453,1,180.983
"false","[MONTHSORT, HUMANNUMERICSORT, IGNORECASE]",77.78,0.0,71.792,12.839,51.363,92.221,true,5.988,0.083,35.856
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, REVERSE, IGNORECASE]",0.0,0.0,30.081,0.142,29.855,30.308,false,30.081,1,904.867
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",65.36,0.0,13.419,0.337,12.883,13.955,false,51.941,3.871,2697.867
"false","[IGNORELEADINGBLANKS, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",40.27,0.0,129.3,2.121,125.926,132.674,false,89.03,0.689,7926.341
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,17.25,0.435,16.558,17.943,false,17.25,1,297.562
"false","[IGNORELEADINGBLANKS, CHECK, REVERSE]",0.0,0.0,1.565,0.012,1.547,1.584,false,1.565,1,2.449
"false","[MONTHSORT, HUMANNUMERICSORT, DICTIONARYORDER, REVERSE]",77.78,0.0,67.989,7.097,56.696,79.282,true,9.791,0.144,95.864
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",102.03,0.0,103.926,1.758,101.129,106.724,true,1.896,0.018,3.595
"false","[HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",63.32,0.0,32.139,1.849,29.196,35.081,false,31.181,0.97,972.255
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",27.85,0.0,13.43,0.128,13.226,13.634,false,14.42,1.074,207.936
"false","[MONTHSORT, VERSIONSORT, MERGE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",63.32,0.0,104.235,0.789,102.98,105.491,false,40.915,0.393,1674.037
"false","[NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",3.6,0.0,5.008,0.182,4.718,5.297,false,1.408,0.281,1.982
"false","[NUMBERICSORT, CHECK]",0.0,0.0,1.539,0.003,1.534,1.544,false,1.539,1,2.369
"false","[IGNORELEADINGBLANKS, MERGE, CHECK, GENERALNUMRICSORT, IGNORECASE]",25.81,0.0,289.813,3.317,284.535,295.091,false,264.003,0.911,69697.584
"false","[MONTHSORT, UNIQUE, DICTIONARYORDER]",77.78,0.0,84.634,9.632,69.307,99.96,true,6.854,0.081,46.977
"false","[MONTHSORT, DICTIONARYORDER, IGNORECASE]",77.78,0.0,62.214,15.28,37.899,86.528,true,15.566,0.25,242.3
"false","[MONTHSORT, MERGE, REVERSE, GENERALNUMRICSORT]",139.54,0.0,103.777,1.779,100.947,106.607,false,35.763,0.345,1278.992
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",25.81,0.0,102.698,1.917,99.647,105.749,false,76.888,0.749,5911.765
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT]",27.85,0.0,17.367,0.247,16.974,17.761,false,10.483,0.604,109.893
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",63.32,0.0,103.999,1.652,101.37,106.628,false,40.679,0.391,1654.781
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",0.0,0.0,1.534,0.009,1.52,1.549,false,1.534,1,2.353
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",40.27,0.0,102.287,1.097,100.542,104.032,false,62.017,0.606,3846.108
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,3.487,0.078,3.362,3.612,false,3.487,1,12.159
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",27.85,0.0,17.603,0.139,17.382,17.823,false,10.247,0.582,105.001
"false","[MERGE, REVERSE]",139.54,0.0,33.842,4.305,26.992,40.692,false,105.698,3.123,11172.067
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",27.85,0.0,17.363,0.334,16.831,17.895,false,10.487,0.604,109.977
"false","[NUMBERICSORT, REVERSE, IGNORECASE]",3.6,0.0,4.867,0.052,4.784,4.95,false,1.267,0.26,1.605
"false","[IGNORELEADINGBLANKS, VERSIONSORT, NUMBERICSORT, UNIQUE]",0.0,0.0,30.25,0.226,29.891,30.61,false,30.25,1,915.062
"false","[HUMANNUMERICSORT, DICTIONARYORDER, CHECK]",1.56,0.0,1.571,0.005,1.563,1.579,false,0.011,0.007,0
"false","[MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",0.0,0.0,17.248,0.379,16.645,17.851,false,17.248,1,297.494
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",139.54,0.0,103.951,2.917,99.309,108.593,false,35.589,0.342,1266.577
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,17.428,0.255,17.022,17.833,false,17.428,1,303.735
"false","[MONTHSORT, HUMANNUMERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.56,0.0,1.532,0.004,1.526,1.538,false,0.028,0.018,0.001
"false","[VERSIONSORT, CHECK]",1.56,0.0,1.562,0.01,1.546,1.578,true,0.002,0.001,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",27.85,0.0,17.081,0.224,16.725,17.437,false,10.769,0.63,115.971
"false","[NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",3.6,0.0,29.701,1.071,27.996,31.406,false,26.101,0.879,681.262
"false","[MONTHSORT, VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",63.32,0.0,33.926,3.191,28.849,39.004,false,29.394,0.866,864.007
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",0.0,0.0,17.093,0.301,16.614,17.573,false,17.093,1,292.171
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",0.0,0.0,17.01,0.407,16.363,17.657,false,17.01,1,289.34
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, CHECK]",0.0,0.0,1.537,0.004,1.531,1.543,false,1.537,1,2.362
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,29.903,0.15,29.666,30.141,false,29.903,1,894.189
"false","[UNIQUE, GENERALNUMRICSORT]",77.78,0.0,126.994,0.606,126.031,127.958,false,49.214,0.388,2422.018
"false","[MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",65.36,0.0,17.332,0.248,16.938,17.726,false,48.028,2.771,2306.689
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",0.0,0.0,1.541,0.005,1.533,1.55,false,1.541,1,2.375
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, IGNORECASE]",25.81,0.0,112.389,1.034,110.743,114.034,false,86.579,0.77,7495.923
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT]",40.27,0.0,43.305,0.831,41.983,44.628,false,3.035,0.07,9.211
"false","[VERSIONSORT, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT]",139.54,0.0,104.011,1.273,101.985,106.037,false,35.529,0.342,1262.31
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK]",0.0,0.0,13.345,0.167,13.08,13.61,false,13.345,1,178.089
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,17.296,0.089,17.154,17.437,false,17.296,1,299.152
"false","[IGNORELEADINGBLANKS, DICTIONARYORDER]",40.27,0.0,41.755,1.487,39.389,44.12,true,1.485,0.036,2.205
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, IGNORECASE]",40.27,0.0,50.13,0.581,49.206,51.055,false,9.86,0.197,97.22
"false","[IGNORELEADINGBLANKS, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",102.03,0.0,103.968,2.243,100.399,107.537,true,1.938,0.019,3.756
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",139.54,0.0,103.74,2.228,100.194,107.285,false,35.8,0.345,1281.64
"false","[MERGE, NUMBERICSORT, CHECK]",0.0,0.0,13.285,0.114,13.104,13.466,false,13.285,1,176.491
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",0.0,0.0,16.846,0.282,16.398,17.294,false,16.846,1,283.788
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, REVERSE]",27.85,0.0,17.627,0.256,17.219,18.035,false,10.223,0.58,104.51
"false","[MONTHSORT, MERGE, UNIQUE, GENERALNUMRICSORT]",139.54,0.0,285.092,2.137,281.692,288.492,false,145.552,0.511,21185.385
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",65.36,0.0,17.172,0.246,16.781,17.563,false,48.188,2.806,2322.083
"false","[MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, CHECK]",0.0,0.0,1.536,0.009,1.522,1.55,false,1.536,1,2.359
"false","[DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",1.56,0.0,1.53,0.01,1.514,1.546,false,0.03,0.02,0.001
"true","[REVERSE]",77.78,0.0,56.647,2.984,51.898,61.395,false,21.133,0.373,446.604
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, CHECK, IGNORECASE]",0.0,0.0,1.53,0.008,1.517,1.544,false,1.53,1,2.341
"false","[IGNORELEADINGBLANKS, MERGE, CHECK, REVERSE]",25.81,0.0,21.507,0.407,20.859,22.156,false,4.303,0.2,18.516
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",102.03,0.0,286.878,4.08,280.385,293.37,false,184.848,0.644,34168.783
"false","[HUMANNUMERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.56,0.0,1.541,0.003,1.536,1.545,false,0.019,0.012,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,13.428,0.113,13.249,13.608,false,13.428,1,180.311
"false","[VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",3.6,0.0,29.777,1.268,27.76,31.794,false,26.177,0.879,685.235
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, CHECK, REVERSE]",0.0,0.0,1.538,0.004,1.532,1.545,false,1.538,1,2.365
"false","[HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",1.56,0.0,1.569,0.007,1.559,1.58,true,0.009,0.006,0
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",0.0,0.0,17.228,0.335,16.696,17.761,false,17.228,1,296.804
"false","[MONTHSORT, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",63.32,0.0,290.255,4.328,283.368,297.141,false,226.935,0.782,51499.494
"false","[NUMBERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT]",0.0,0.0,1.533,0.006,1.523,1.543,false,1.533,1,2.35
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",0.0,0.0,1.54,0.003,1.535,1.546,false,1.54,1,2.372
"false","[HUMANNUMERICSORT, MERGE, CHECK, GENERALNUMRICSORT]",63.32,0.0,286.993,2.173,283.535,290.45,false,223.673,0.779,50029.611
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, GENERALNUMRICSORT]",0.0,0.0,3.484,0.057,3.393,3.576,false,3.484,1,12.138
"true","[UNIQUE]",77.78,0.0,97.581,18.167,68.673,126.488,true,19.801,0.203,392.08
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",27.85,0.0,13.479,0.089,13.337,13.622,false,14.371,1.066,206.526
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT]",65.36,0.0,13.292,0.069,13.182,13.402,false,52.068,3.917,2711.077
"false","[VERSIONSORT, MERGE, REVERSE, IGNORECASE]",139.54,0.0,31.181,6.579,20.712,41.65,false,108.359,3.475,11741.673
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT]",0.0,0.0,1.537,0.004,1.531,1.543,false,1.537,1,2.362
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",0.0,0.0,1.537,0.005,1.528,1.546,false,1.537,1,2.362
"false","[IGNORELEADINGBLANKS, DICTIONARYORDER, GENERALNUMRICSORT]",40.27,0.0,101.768,1.314,99.677,103.858,false,61.498,0.604,3782.004
"false","[DICTIONARYORDER, CHECK]",1.56,0.0,1.568,0.008,1.555,1.581,true,0.008,0.005,0
"false","[MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",65.36,0.0,13.34,0.41,12.687,13.992,false,52.02,3.9,2706.08
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER]",0.0,0.0,30.138,0.334,29.606,30.67,false,30.138,1,908.299
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",25.81,0.0,290.534,2.952,285.837,295.231,false,264.724,0.911,70078.796
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, CHECK, IGNORECASE]",1.56,0.0,1.568,0.008,1.556,1.58,true,0.008,0.005,0
"false","[MERGE, NUMBERICSORT, CHECK, GENERALNUMRICSORT]",0.0,0.0,13.506,0.299,13.03,13.981,false,13.506,1,182.412
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, IGNORECASE]",0.0,0.0,30.029,0.11,29.853,30.205,false,30.029,1,901.741
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",27.85,0.0,17.385,0.325,16.868,17.901,false,10.465,0.602,109.516
"false","[IGNORELEADINGBLANKS, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",25.81,0.0,291.9,3.087,286.988,296.813,false,266.09,0.912,70803.888
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, IGNORECASE]",102.03,0.0,112.64,0.51,111.829,113.451,false,10.61,0.094,112.572
"false","[MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",65.36,0.0,17.254,0.524,16.42,18.088,false,48.106,2.788,2314.187
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT]",0.0,0.0,3.488,0.132,3.277,3.699,false,3.488,1,12.166
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",102.03,0.0,102.08,0.766,100.861,103.299,true,0.05,0,0.002
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",102.03,0.0,105.025,3.039,100.19,109.86,true,2.995,0.029,8.97
"false","[NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",3.6,0.0,30.147,0.205,29.821,30.473,false,26.547,0.881,704.743
"false","[IGNORELEADINGBLANKS, MERGE, CHECK, REVERSE, GENERALNUMRICSORT]",25.81,0.0,104.925,2.241,101.359,108.492,false,79.115,0.754,6259.183
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",63.32,0.0,103.168,1.761,100.366,105.969,false,39.848,0.386,1587.863
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, REVERSE]",0.0,0.0,4.883,0.09,4.741,5.026,false,4.883,1,23.844
"false","[MONTHSORT, VERSIONSORT, CHECK]",1.56,0.0,1.567,0.01,1.551,1.583,true,0.007,0.004,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",0.0,0.0,1.541,0.01,1.525,1.557,false,1.541,1,2.375
"false","[NUMBERICSORT, CHECK, REVERSE, IGNORECASE]",0.0,0.0,1.546,0.012,1.527,1.565,false,1.546,1,2.39
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",0.0,0.0,13.308,0.321,12.796,13.819,false,13.308,1,177.103
