measured,configuration,config_crusher,config_crusher_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"true","[UNIQUE, CHECK, IGNORECASE]",1.566,0.0,1.569,0.006,1.56,1.578,true,0.003,0.002,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT]",17.117,0.0,17.196,0.404,16.553,17.839,true,0.079,0.005,0.006
"true","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, UNIQUE, REVERSE, IGNORECASE]",17.52,0.0,17.57,0.12,17.379,17.761,true,0.05,0.003,0.003
"false","[MONTHSORT, VERSIONSORT, UNIQUE, CHECK, REVERSE]",1.561,0.0,1.572,0.004,1.565,1.579,false,0.011,0.007,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.532,0.0,1.534,0.006,1.524,1.543,true,0.002,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",17.393,0.0,17.057,0.265,16.636,17.479,true,0.336,0.02,0.113
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",1.539,0.0,1.531,0.01,1.514,1.547,true,0.008,0.005,0
"false","[VERSIONSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",126.471,0.0,126.386,0.83,125.066,127.706,true,0.085,0.001,0.007
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",1.542,0.0,1.537,0.01,1.522,1.552,true,0.005,0.003,0
"true","[IGNORELEADINGBLANKS, CHECK, REVERSE, GENERALNUMRICSORT]",1.539,0.0,1.538,0.004,1.531,1.545,true,0.001,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.534,0.0,1.537,0.007,1.526,1.547,true,0.003,0.002,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",102.51,0.0,102.892,1.01,101.284,104.499,true,0.382,0.004,0.146
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",1.535,0.0,1.539,0.006,1.53,1.548,true,0.004,0.003,0
"false","[MONTHSORT, VERSIONSORT, NUMBERICSORT, DICTIONARYORDER, REVERSE, IGNORECASE]",4.873,0.0,4.96,0.204,4.635,5.285,true,0.087,0.018,0.008
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, UNIQUE, REVERSE]",21.298,0.0,22.037,0.78,20.796,23.278,true,0.739,0.034,0.546
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, REVERSE, GENERALNUMRICSORT]",4.887,0.0,4.881,0.19,4.579,5.183,true,0.006,0.001,0
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",13.406,0.0,13.32,0.312,12.824,13.815,true,0.086,0.006,0.007
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, NUMBERICSORT, GENERALNUMRICSORT]",13.539,0.0,13.183,0.092,13.036,13.33,false,0.356,0.027,0.127
"false","[VERSIONSORT, CHECK, GENERALNUMRICSORT]",1.535,0.0,1.54,0.008,1.527,1.552,true,0.005,0.003,0
"false","[MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",29.308,0.0,29.443,1.084,27.718,31.168,true,0.135,0.005,0.018
"false","[IGNORELEADINGBLANKS, MONTHSORT, DICTIONARYORDER]",42.301,0.0,41.673,1.011,40.064,43.282,true,0.628,0.015,0.394
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, IGNORECASE]",3.446,0.0,3.482,0.075,3.363,3.602,true,0.036,0.01,0.001
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",13.433,0.0,13.387,0.149,13.15,13.624,true,0.046,0.003,0.002
"true","[IGNORELEADINGBLANKS, UNIQUE, CHECK, GENERALNUMRICSORT]",1.532,0.0,1.541,0.013,1.519,1.562,true,0.009,0.006,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, GENERALNUMRICSORT]",126.846,0.0,126.817,1.294,124.757,128.877,true,0.029,0,0.001
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, CHECK]",137.983,0.0,139.148,1.186,137.262,141.035,true,1.165,0.008,1.357
"true","[NUMBERICSORT, CHECK, GENERALNUMRICSORT]",1.532,0.0,1.537,0.007,1.526,1.547,true,0.005,0.003,0
"false","[MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",103.293,0.0,103.906,2.358,100.155,107.658,true,0.613,0.006,0.376
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT]",30.058,0.0,30.201,0.232,29.832,30.57,true,0.143,0.005,0.02
"false","[MONTHSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",17.476,0.0,17.422,0.283,16.972,17.872,true,0.054,0.003,0.003
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, GENERALNUMRICSORT]",3.472,0.0,3.617,0.216,3.273,3.961,true,0.145,0.04,0.021
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, GENERALNUMRICSORT]",287.759,0.0,285.966,2.905,281.344,290.589,true,1.793,0.006,3.215
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",17.449,0.0,17.526,0.377,16.926,18.127,true,0.077,0.004,0.006
"true","[MERGE, UNIQUE]",144.948,0.0,142.295,8.577,128.648,155.943,true,2.653,0.019,7.038
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",17.021,0.0,17.358,0.522,16.528,18.188,true,0.337,0.019,0.114
"false","[VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, IGNORECASE]",146.701,0.0,142.576,7.007,131.426,153.725,true,4.125,0.029,17.016
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, IGNORECASE]",13.335,0.0,13.415,0.311,12.92,13.91,true,0.08,0.006,0.006
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",1.532,0.0,1.536,0.005,1.528,1.544,true,0.004,0.003,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT, IGNORECASE]",1.538,0.0,1.533,0.005,1.525,1.541,true,0.005,0.003,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, UNIQUE, REVERSE, IGNORECASE]",21.714,0.0,21.828,0.475,21.072,22.584,true,0.114,0.005,0.013
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK]",114.984,0.0,114.549,2.436,110.674,118.425,true,0.435,0.004,0.189
"false","[MONTHSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.544,0.0,1.532,0.008,1.519,1.544,true,0.012,0.008,0
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",13.276,0.0,13.453,0.116,13.268,13.638,true,0.177,0.013,0.031
"false","[MONTHSORT, HUMANNUMERICSORT, IGNORECASE]",73.117,0.0,71.792,12.839,51.363,92.221,true,1.325,0.018,1.756
"true","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, REVERSE, IGNORECASE]",29.717,0.0,30.081,0.142,29.855,30.308,false,0.364,0.012,0.132
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",13.417,0.0,13.419,0.337,12.883,13.955,true,0.002,0,0
"true","[IGNORELEADINGBLANKS, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",131.053,0.0,129.3,2.121,125.926,132.674,true,1.753,0.014,3.073
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.399,0.0,17.25,0.435,16.558,17.943,true,0.149,0.009,0.022
"true","[IGNORELEADINGBLANKS, CHECK, REVERSE]",1.565,0.0,1.565,0.012,1.547,1.584,true,0,0,0
"false","[MONTHSORT, HUMANNUMERICSORT, DICTIONARYORDER, REVERSE]",74.709,0.0,67.989,7.097,56.696,79.282,true,6.72,0.099,45.158
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",103.949,0.0,103.926,1.758,101.129,106.724,true,0.023,0,0.001
"false","[HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",33.114,0.0,32.139,1.849,29.196,35.081,true,0.975,0.03,0.951
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",13.433,0.0,13.43,0.128,13.226,13.634,true,0.003,0,0
"false","[MONTHSORT, VERSIONSORT, MERGE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.01,0.0,104.235,0.789,102.98,105.491,true,0.225,0.002,0.051
"true","[NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",4.926,0.0,5.008,0.182,4.718,5.297,true,0.082,0.016,0.007
"true","[NUMBERICSORT, CHECK]",1.535,0.0,1.539,0.003,1.534,1.544,true,0.004,0.003,0
"false","[MONTHSORT, UNIQUE, DICTIONARYORDER]",93.132,0.0,84.634,9.632,69.307,99.96,true,8.498,0.1,72.216
"true","[IGNORELEADINGBLANKS, MERGE, CHECK, GENERALNUMRICSORT, IGNORECASE]",289.781,0.0,289.813,3.317,284.535,295.091,true,0.032,0,0.001
"false","[MONTHSORT, DICTIONARYORDER, IGNORECASE]",73.117,0.0,62.214,15.28,37.899,86.528,true,10.903,0.175,118.875
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT]",17.23,0.0,17.367,0.247,16.974,17.761,true,0.137,0.008,0.019
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",106.091,0.0,102.698,1.917,99.647,105.749,false,3.393,0.033,11.512
"false","[MONTHSORT, MERGE, REVERSE, GENERALNUMRICSORT]",103.488,0.0,103.777,1.779,100.947,106.607,true,0.289,0.003,0.084
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.01,0.0,103.999,1.652,101.37,106.628,true,0.011,0,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",1.539,0.0,1.534,0.009,1.52,1.549,true,0.005,0.003,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",3.528,0.0,3.487,0.078,3.362,3.612,true,0.041,0.012,0.002
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",102.083,0.0,102.287,1.097,100.542,104.032,true,0.204,0.002,0.042
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",16.984,0.0,17.603,0.139,17.382,17.823,false,0.619,0.035,0.383
"true","[MERGE, REVERSE]",33.124,0.0,33.842,4.305,26.992,40.692,true,0.718,0.021,0.516
"true","[NUMBERICSORT, REVERSE, IGNORECASE]",4.873,0.0,4.867,0.052,4.784,4.95,true,0.006,0.001,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",16.984,0.0,17.363,0.334,16.831,17.895,true,0.379,0.022,0.144
"false","[IGNORELEADINGBLANKS, VERSIONSORT, NUMBERICSORT, UNIQUE]",30.31,0.0,30.25,0.226,29.891,30.61,true,0.06,0.002,0.004
"true","[MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",17.142,0.0,17.248,0.379,16.645,17.851,true,0.106,0.006,0.011
"false","[HUMANNUMERICSORT, DICTIONARYORDER, CHECK]",1.557,0.0,1.571,0.005,1.563,1.579,false,0.014,0.009,0
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.518,0.0,103.951,2.917,99.309,108.593,true,0.567,0.005,0.321
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.399,0.0,17.428,0.255,17.022,17.833,true,0.029,0.002,0.001
"false","[MONTHSORT, HUMANNUMERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.544,0.0,1.532,0.004,1.526,1.538,false,0.012,0.008,0
"false","[VERSIONSORT, CHECK]",1.557,0.0,1.562,0.01,1.546,1.578,true,0.005,0.003,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",17.23,0.0,17.081,0.224,16.725,17.437,true,0.149,0.009,0.022
"true","[NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",29.955,0.0,29.701,1.071,27.996,31.406,true,0.254,0.009,0.065
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",17.393,0.0,17.093,0.301,16.614,17.573,true,0.3,0.018,0.09
"false","[MONTHSORT, VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",33.114,0.0,33.926,3.191,28.849,39.004,true,0.812,0.024,0.659
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",17.142,0.0,17.01,0.407,16.363,17.657,true,0.132,0.008,0.017
"true","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, CHECK]",1.536,0.0,1.537,0.004,1.531,1.543,true,0.001,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",29.304,0.0,29.903,0.15,29.666,30.141,false,0.599,0.02,0.359
"true","[UNIQUE, GENERALNUMRICSORT]",125.006,0.0,126.994,0.606,126.031,127.958,false,1.988,0.016,3.952
"true","[MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.269,0.0,17.332,0.248,16.938,17.726,true,0.063,0.004,0.004
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",1.538,0.0,1.541,0.005,1.533,1.55,true,0.003,0.002,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, IGNORECASE]",112.662,0.0,112.389,1.034,110.743,114.034,true,0.273,0.002,0.075
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT]",42.301,0.0,43.305,0.831,41.983,44.628,true,1.004,0.023,1.008
"false","[VERSIONSORT, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT]",102.73,0.0,104.011,1.273,101.985,106.037,true,1.281,0.012,1.641
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK]",13.412,0.0,13.345,0.167,13.08,13.61,true,0.067,0.005,0.004
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.223,0.0,17.296,0.089,17.154,17.437,true,0.073,0.004,0.005
"false","[IGNORELEADINGBLANKS, DICTIONARYORDER]",42.301,0.0,41.755,1.487,39.389,44.12,true,0.546,0.013,0.298
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, IGNORECASE]",50.615,0.0,50.13,0.581,49.206,51.055,true,0.485,0.01,0.235
"true","[IGNORELEADINGBLANKS, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",103.949,0.0,103.968,2.243,100.399,107.537,true,0.019,0,0
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",102.73,0.0,103.74,2.228,100.194,107.285,true,1.01,0.01,1.02
"true","[MERGE, NUMBERICSORT, CHECK]",13.412,0.0,13.285,0.114,13.104,13.466,true,0.127,0.01,0.016
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",17.142,0.0,16.846,0.282,16.398,17.294,true,0.296,0.018,0.088
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, REVERSE]",17.034,0.0,17.627,0.256,17.219,18.035,false,0.593,0.034,0.352
"false","[MONTHSORT, MERGE, UNIQUE, GENERALNUMRICSORT]",284.691,0.0,285.092,2.137,281.692,288.492,true,0.401,0.001,0.161
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.269,0.0,17.172,0.246,16.781,17.563,true,0.097,0.006,0.009
"false","[MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, CHECK]",1.535,0.0,1.536,0.009,1.522,1.55,true,0.001,0.001,0
"false","[DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",1.535,0.0,1.53,0.01,1.514,1.546,true,0.005,0.003,0
"true","[IGNORELEADINGBLANKS, NUMBERICSORT, CHECK, IGNORECASE]",1.538,0.0,1.53,0.008,1.517,1.544,true,0.008,0.005,0
"true","[REVERSE]",74.709,0.0,56.647,2.984,51.898,61.395,false,18.062,0.319,326.236
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",288.614,0.0,286.878,4.08,280.385,293.37,true,1.736,0.006,3.014
"true","[IGNORELEADINGBLANKS, MERGE, CHECK, REVERSE]",21.219,0.0,21.507,0.407,20.859,22.156,true,0.288,0.013,0.083
"false","[HUMANNUMERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.544,0.0,1.541,0.003,1.536,1.545,true,0.003,0.002,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, CHECK, REVERSE]",1.539,0.0,1.538,0.004,1.532,1.545,true,0.001,0.001,0
"false","[VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",29.955,0.0,29.777,1.268,27.76,31.794,true,0.178,0.006,0.032
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",13.274,0.0,13.428,0.113,13.249,13.608,true,0.154,0.011,0.024
"false","[HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",1.566,0.0,1.569,0.007,1.559,1.58,true,0.003,0.002,0
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",17.56,0.0,17.228,0.335,16.696,17.761,true,0.332,0.019,0.11
"false","[MONTHSORT, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",288.093,0.0,290.255,4.328,283.368,297.141,true,2.162,0.007,4.674
"true","[NUMBERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT]",1.534,0.0,1.533,0.006,1.523,1.543,true,0.001,0.001,0
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",1.539,0.0,1.54,0.003,1.535,1.546,true,0.001,0.001,0
"false","[HUMANNUMERICSORT, MERGE, CHECK, GENERALNUMRICSORT]",290.559,0.0,286.993,2.173,283.535,290.45,false,3.566,0.012,12.716
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, GENERALNUMRICSORT]",3.507,0.0,3.484,0.057,3.393,3.576,true,0.023,0.007,0.001
"true","[UNIQUE]",93.132,0.0,97.581,18.167,68.673,126.488,true,4.449,0.046,19.794
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",13.433,0.0,13.479,0.089,13.337,13.622,true,0.046,0.003,0.002
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT]",13.632,0.0,13.292,0.069,13.182,13.402,false,0.34,0.026,0.116
"false","[VERSIONSORT, MERGE, REVERSE, IGNORECASE]",33.104,0.0,31.181,6.579,20.712,41.65,true,1.923,0.062,3.698
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT]",1.532,0.0,1.537,0.004,1.531,1.543,true,0.005,0.003,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",1.538,0.0,1.537,0.005,1.528,1.546,true,0.001,0.001,0
"false","[DICTIONARYORDER, CHECK]",1.557,0.0,1.568,0.008,1.555,1.581,true,0.011,0.007,0
"false","[IGNORELEADINGBLANKS, DICTIONARYORDER, GENERALNUMRICSORT]",102.025,0.0,101.768,1.314,99.677,103.858,true,0.257,0.003,0.066
"true","[MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",13.417,0.0,13.34,0.41,12.687,13.992,true,0.077,0.006,0.006
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER]",30.31,0.0,30.138,0.334,29.606,30.67,true,0.172,0.006,0.03
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",293.14,0.0,290.534,2.952,285.837,295.231,true,2.606,0.009,6.791
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, CHECK, IGNORECASE]",1.566,0.0,1.568,0.008,1.556,1.58,true,0.002,0.001,0
"true","[MERGE, NUMBERICSORT, CHECK, GENERALNUMRICSORT]",13.611,0.0,13.506,0.299,13.03,13.981,true,0.105,0.008,0.011
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, IGNORECASE]",29.717,0.0,30.029,0.11,29.853,30.205,false,0.312,0.01,0.097
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",16.984,0.0,17.385,0.325,16.868,17.901,true,0.401,0.023,0.161
"true","[IGNORELEADINGBLANKS, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",293.14,0.0,291.9,3.087,286.988,296.813,true,1.24,0.004,1.538
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, IGNORECASE]",110.865,0.0,112.64,0.51,111.829,113.451,false,1.775,0.016,3.151
"true","[MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",17.449,0.0,17.254,0.524,16.42,18.088,true,0.195,0.011,0.038
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT]",3.417,0.0,3.488,0.132,3.277,3.699,true,0.071,0.02,0.005
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",103.949,0.0,102.08,0.766,100.861,103.299,false,1.869,0.018,3.493
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",102.658,0.0,105.025,3.039,100.19,109.86,true,2.367,0.023,5.603
"true","[NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",29.308,0.0,30.147,0.205,29.821,30.473,false,0.839,0.028,0.704
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",102.778,0.0,103.168,1.761,100.366,105.969,true,0.39,0.004,0.152
"false","[MONTHSORT, VERSIONSORT, CHECK]",1.557,0.0,1.567,0.01,1.551,1.583,true,0.01,0.006,0
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, REVERSE]",4.961,0.0,4.883,0.09,4.741,5.026,true,0.078,0.016,0.006
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",1.532,0.0,1.541,0.01,1.525,1.557,true,0.009,0.006,0
"true","[IGNORELEADINGBLANKS, MERGE, CHECK, REVERSE, GENERALNUMRICSORT]",106.091,0.0,104.925,2.241,101.359,108.492,true,1.166,0.011,1.36
"true","[NUMBERICSORT, CHECK, REVERSE, IGNORECASE]",1.539,0.0,1.546,0.012,1.527,1.565,true,0.007,0.005,0
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",13.611,0.0,13.308,0.321,12.796,13.819,true,0.303,0.023,0.092
