measured,configuration,feature_wise,feature_wise_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MONTHSORT, HUMANNUMERICSORT, NUMERICSORT, DICTIONARYORDER, IGNORECASE]",3.47,0.0,3.481,0,0,0,false,0.011,0.003,0
"false","[VERSIONSORT, NUMERICSORT, UNIQUE, CHECK, GENERALNUMERICSORT]",-34.33,0.0,1.558,0,0,0,false,35.888,23.035,1287.949
"false","[HUMANNUMERICSORT, NUMERICSORT, DICTIONARYORDER, CHECK]",-65.57,0.0,1.575,0,0,0,false,67.145,42.632,4508.451
"false","[IGNORELEADINGBLANKS, NUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, IGNORECASE]",78.55,0.0,12.982,0,0,0,false,65.568,5.051,4299.163
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMERICSORT]",-34.33,0.0,1.564,0,0,0,false,35.894,22.95,1288.379
"false","[VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMERICSORT, IGNORECASE]",32.82,0.0,1.563,0,0,0,false,31.257,19.998,977
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMERICSORT, MERGE, UNIQUE, CHECK, GENERALNUMERICSORT, IGNORECASE]",40.75,0.0,13.365,0,0,0,false,27.385,2.049,749.938
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, IGNORECASE]",76.66,0.0,146.219,0,0,0,false,69.559,0.476,4838.454
"false","[VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER]",70.62,0.0,82.924,0,0,0,false,12.304,0.148,151.388
"false","[MONTHSORT, HUMANNUMERICSORT, NUMERICSORT, MERGE, DICTIONARYORDER, CHECK, GENERALNUMERICSORT]",40.75,0.0,13.393,0,0,0,false,27.357,2.043,748.405
"false","[VERSIONSORT, UNIQUE, GENERALNUMERICSORT, IGNORECASE]",101.86,0.0,125.791,0,0,0,false,23.931,0.19,572.693
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMERICSORT, MERGE, GENERALNUMERICSORT]",109.79,0.0,13.308,0,0,0,false,96.482,7.25,9308.776
