measured,configuration,pair_wise,pair_wise_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",27.51,0.0,1.539,0.005,1.532,1.547,false,25.971,16.875,674.493
"false","[IGNORELEADINGBLANKS, MERGE, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",301.44,0.0,287.108,3.516,281.514,292.703,false,14.332,0.05,205.406
"false","[MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, IGNORECASE]",0.0,0.0,17.352,0.264,16.931,17.772,false,17.352,1,301.092
"false","[MERGE, UNIQUE, CHECK, GENERALNUMRICSORT, IGNORECASE]",269.71,0.0,289.952,1.384,287.75,292.154,false,20.242,0.07,409.739
"true","[MONTHSORT, UNIQUE]",114.73,0.0,90.059,14.575,66.867,113.251,false,24.671,0.274,608.658
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE]",0.0,0.0,17.149,0.168,16.882,17.416,false,17.149,1,294.088
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",111.84,0.0,17.402,0.434,16.712,18.093,false,94.438,5.427,8918.536
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, CHECK, GENERALNUMRICSORT, IGNORECASE]",260.43,0.0,291.413,3.65,285.605,297.222,false,30.983,0.106,959.946
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",134.42,0.0,17.123,0.389,16.504,17.742,false,117.297,6.85,13758.586
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, CHECK, GENERALNUMRICSORT, IGNORECASE]",16.67,0.0,1.535,0.005,1.527,1.543,false,15.135,9.86,229.068
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",0.0,0.0,17.281,0.543,16.416,18.145,false,17.281,1,298.633
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",82.32,0.0,17.112,0.293,16.646,17.577,false,65.208,3.811,4252.083
"false","[MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",114.39,0.0,17.586,0.39,16.966,18.206,false,96.804,5.505,9371.014
"false","[CHECK, REVERSE, GENERALNUMRICSORT]",1.52,0.0,1.539,0.007,1.527,1.551,false,0.019,0.012,0
"true","[IGNORELEADINGBLANKS, IGNORECASE]",33.59,0.0,40.806,0.664,39.749,41.864,false,7.216,0.177,52.071
"true","[MONTHSORT, HUMANNUMERICSORT]",73.97,0.0,75.171,14.127,52.692,97.65,true,1.201,0.016,1.442
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",125.14,0.0,16.964,0.332,16.436,17.491,false,108.176,6.377,11702.047
"false","[MONTHSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE]",72.67,0.0,32.018,4.437,24.957,39.079,false,40.652,1.27,1652.585
"false","[UNIQUE, CHECK, IGNORECASE]",1.27,0.0,1.569,0.006,1.56,1.578,false,0.299,0.191,0.089
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT]",93.49,0.0,17.196,0.404,16.553,17.839,false,76.294,4.437,5820.774
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, UNIQUE, REVERSE, IGNORECASE]",0.0,0.0,17.57,0.12,17.379,17.761,false,17.57,1,308.705
"false","[MONTHSORT, VERSIONSORT, UNIQUE, CHECK, REVERSE]",42.86,0.0,1.572,0.004,1.565,1.579,false,41.288,26.265,1704.699
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",27.51,0.0,1.534,0.006,1.524,1.543,false,25.976,16.934,674.753
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",30.45,0.0,17.057,0.265,16.636,17.479,false,13.393,0.785,179.372
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",27.25,0.0,1.531,0.01,1.514,1.547,false,25.719,16.799,661.467
"false","[VERSIONSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",105.38,0.0,126.386,0.83,125.066,127.706,false,21.006,0.166,441.252
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",56.95,0.0,1.537,0.01,1.522,1.552,false,55.413,36.053,3070.601
"false","[IGNORELEADINGBLANKS, CHECK, REVERSE, GENERALNUMRICSORT]",26.78,0.0,1.538,0.004,1.531,1.545,false,25.242,16.412,637.159
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",38.1,0.0,1.537,0.007,1.526,1.547,false,36.563,23.789,1336.853
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",101.74,0.0,102.892,1.01,101.284,104.499,true,1.152,0.011,1.327
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",75.94,0.0,1.539,0.006,1.53,1.548,false,74.401,48.344,5535.509
"false","[MONTHSORT, VERSIONSORT, NUMBERICSORT, DICTIONARYORDER, REVERSE, IGNORECASE]",18.84,0.0,4.96,0.204,4.635,5.285,false,13.88,2.798,192.654
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, UNIQUE, REVERSE]",42.4,0.0,22.037,0.78,20.796,23.278,false,20.363,0.924,414.652
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, REVERSE, GENERALNUMRICSORT]",25.26,0.0,4.881,0.19,4.579,5.183,false,20.379,4.175,415.304
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",154.07,0.0,13.32,0.312,12.824,13.815,false,140.75,10.567,19810.562
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, NUMBERICSORT, GENERALNUMRICSORT]",143.85,0.0,13.183,0.092,13.036,13.33,false,130.667,9.912,17073.865
"false","[MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",34.13,0.0,29.443,1.084,27.718,31.168,false,4.687,0.159,21.968
"false","[VERSIONSORT, CHECK, GENERALNUMRICSORT]",1.52,0.0,1.54,0.008,1.527,1.552,false,0.02,0.013,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, DICTIONARYORDER]",43.7,0.0,41.673,1.011,40.064,43.282,false,2.027,0.049,4.109
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, IGNORECASE]",0.0,0.0,3.482,0.075,3.363,3.602,false,3.482,1,12.124
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",19.83,0.0,13.387,0.149,13.15,13.624,false,6.443,0.481,41.512
"false","[IGNORELEADINGBLANKS, UNIQUE, CHECK, GENERALNUMRICSORT]",36.06,0.0,1.541,0.013,1.519,1.562,false,34.519,22.4,1191.561
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, GENERALNUMRICSORT]",140.12,0.0,126.817,1.294,124.757,128.877,false,13.303,0.105,176.97
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, CHECK]",138.31,0.0,139.148,1.186,137.262,141.035,true,0.838,0.006,0.702
"false","[NUMBERICSORT, CHECK, GENERALNUMRICSORT]",0.0,0.0,1.537,0.007,1.526,1.547,false,1.537,1,2.362
"false","[MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",149.71,0.0,103.906,2.358,100.155,107.658,false,45.804,0.441,2098.006
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT]",63.64,0.0,30.201,0.232,29.832,30.57,false,33.439,1.107,1118.167
"false","[MONTHSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",0.0,0.0,17.422,0.283,16.972,17.872,false,17.422,1,303.526
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, GENERALNUMRICSORT]",3.48,0.0,3.617,0.216,3.273,3.961,true,0.137,0.038,0.019
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, GENERALNUMRICSORT]",281.94,0.0,285.966,2.905,281.344,290.589,true,4.026,0.014,16.209
"true","[MERGE, UNIQUE]",150.97,0.0,142.295,8.577,128.648,155.943,true,8.675,0.061,75.256
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",82.15,0.0,17.526,0.377,16.926,18.127,false,64.624,3.687,4176.261
"false","[VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, IGNORECASE]",161.19,0.0,142.576,7.007,131.426,153.725,false,18.614,0.131,346.481
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",102.77,0.0,17.358,0.522,16.528,18.188,false,85.412,4.921,7295.21
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, IGNORECASE]",112.07,0.0,13.415,0.311,12.92,13.91,false,98.655,7.354,9732.809
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",0.0,0.0,1.536,0.005,1.528,1.544,false,1.536,1,2.359
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT, IGNORECASE]",55.05,0.0,1.533,0.005,1.525,1.541,false,53.517,34.91,2864.069
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, UNIQUE, REVERSE, IGNORECASE]",42.57,0.0,21.828,0.475,21.072,22.584,false,20.742,0.95,430.231
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK]",207.63,0.0,114.549,2.436,110.674,118.425,false,93.081,0.813,8664.073
"false","[MONTHSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",12.84,0.0,1.532,0.008,1.519,1.544,false,11.308,7.381,127.871
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",156.22,0.0,13.453,0.116,13.268,13.638,false,142.767,10.612,20382.416
"false","[MONTHSORT, HUMANNUMERICSORT, IGNORECASE]",63.86,0.0,71.792,12.839,51.363,92.221,true,7.932,0.11,62.917
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, REVERSE, IGNORECASE]",24.1,0.0,30.081,0.142,29.855,30.308,false,5.981,0.199,35.772
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",170.67,0.0,13.419,0.337,12.883,13.955,false,157.251,11.719,24727.877
"false","[IGNORELEADINGBLANKS, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",122.34,0.0,129.3,2.121,125.926,132.674,false,6.96,0.054,48.442
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",125.14,0.0,17.25,0.435,16.558,17.943,false,107.89,6.254,11640.252
"false","[IGNORELEADINGBLANKS, CHECK, REVERSE]",1.56,0.0,1.565,0.012,1.547,1.584,true,0.005,0.003,0
"false","[MONTHSORT, HUMANNUMERICSORT, DICTIONARYORDER, REVERSE]",73.97,0.0,67.989,7.097,56.696,79.282,true,5.981,0.088,35.772
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",273.67,0.0,103.926,1.758,101.129,106.724,false,169.744,1.633,28813.026
"false","[HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",66.91,0.0,32.139,1.849,29.196,35.081,false,34.771,1.082,1209.022
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",19.83,0.0,13.43,0.128,13.226,13.634,false,6.4,0.477,40.96
"false","[MONTHSORT, VERSIONSORT, MERGE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",172.08,0.0,104.235,0.789,102.98,105.491,false,67.845,0.651,4602.944
"false","[NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",14.8,0.0,5.008,0.182,4.718,5.297,false,9.792,1.955,95.883
"true","[NUMBERICSORT, CHECK]",1.54,0.0,1.539,0.003,1.534,1.544,true,0.001,0.001,0
"false","[IGNORELEADINGBLANKS, MERGE, CHECK, GENERALNUMRICSORT, IGNORECASE]",285.69,0.0,289.813,3.317,284.535,295.091,true,4.123,0.014,16.999
"false","[MONTHSORT, UNIQUE, DICTIONARYORDER]",114.73,0.0,84.634,9.632,69.307,99.96,false,30.096,0.356,905.769
"false","[MONTHSORT, DICTIONARYORDER, IGNORECASE]",63.86,0.0,62.214,15.28,37.899,86.528,true,1.646,0.026,2.709
"false","[MONTHSORT, MERGE, REVERSE, GENERALNUMRICSORT]",176.63,0.0,103.777,1.779,100.947,106.607,false,72.853,0.702,5307.56
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",165.69,0.0,102.698,1.917,99.647,105.749,false,62.992,0.613,3967.992
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT]",34.07,0.0,17.367,0.247,16.974,17.761,false,16.703,0.962,278.99
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",172.08,0.0,103.999,1.652,101.37,106.628,false,68.081,0.655,4635.023
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",26.78,0.0,1.534,0.009,1.52,1.549,false,25.246,16.458,637.361
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",91.63,0.0,102.287,1.097,100.542,104.032,false,10.657,0.104,113.572
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",15.15,0.0,3.487,0.078,3.362,3.612,false,11.663,3.345,136.026
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",75.0,0.0,17.603,0.139,17.382,17.823,false,57.397,3.261,3294.416
"true","[MERGE, REVERSE]",31.91,0.0,33.842,4.305,26.992,40.692,true,1.932,0.057,3.733
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",135.58,0.0,17.363,0.334,16.831,17.895,false,118.217,6.809,13975.259
"false","[NUMBERICSORT, REVERSE, IGNORECASE]",18.84,0.0,4.867,0.052,4.784,4.95,false,13.973,2.871,195.245
"false","[IGNORELEADINGBLANKS, VERSIONSORT, NUMBERICSORT, UNIQUE]",12.78,0.0,30.25,0.226,29.891,30.61,false,17.47,0.578,305.201
"false","[HUMANNUMERICSORT, DICTIONARYORDER, CHECK]",2.1,0.0,1.571,0.005,1.563,1.579,false,0.529,0.337,0.28
"false","[MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",0.0,0.0,17.248,0.379,16.645,17.851,false,17.248,1,297.494
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",208.28,0.0,103.951,2.917,99.309,108.593,false,104.329,1.004,10884.54
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",125.14,0.0,17.428,0.255,17.022,17.833,false,107.712,6.18,11601.875
"false","[MONTHSORT, HUMANNUMERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",12.84,0.0,1.532,0.004,1.526,1.538,false,11.308,7.381,127.871
"true","[VERSIONSORT, CHECK]",2.1,0.0,1.562,0.01,1.546,1.578,false,0.538,0.344,0.289
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",34.07,0.0,17.081,0.224,16.725,17.437,false,16.989,0.995,288.626
"false","[NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",12.76,0.0,29.701,1.071,27.996,31.406,false,16.941,0.57,286.997
"false","[MONTHSORT, VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",69.29,0.0,33.926,3.191,28.849,39.004,false,35.364,1.042,1250.612
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",23.72,0.0,17.093,0.301,16.614,17.573,false,6.627,0.388,43.917
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",36.22,0.0,17.01,0.407,16.363,17.657,false,19.21,1.129,369.024
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, CHECK]",36.53,0.0,1.537,0.004,1.531,1.543,false,34.993,22.767,1224.51
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",53.53,0.0,29.903,0.15,29.666,30.141,false,23.627,0.79,558.235
"true","[UNIQUE, GENERALNUMRICSORT]",115.49,0.0,126.994,0.606,126.031,127.958,false,11.504,0.091,132.342
"false","[MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",43.94,0.0,17.332,0.248,16.938,17.726,false,26.608,1.535,707.986
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",38.57,0.0,1.541,0.005,1.533,1.55,false,37.029,24.029,1371.147
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, IGNORECASE]",147.99,0.0,112.389,1.034,110.743,114.034,false,35.601,0.317,1267.431
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT]",43.7,0.0,43.305,0.831,41.983,44.628,true,0.395,0.009,0.156
"false","[VERSIONSORT, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT]",185.91,0.0,104.011,1.273,101.985,106.037,false,81.899,0.787,6707.446
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK]",76.14,0.0,13.345,0.167,13.08,13.61,false,62.795,4.706,3943.212
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",143.49,0.0,17.296,0.089,17.154,17.437,false,126.194,7.296,15924.926
"true","[IGNORELEADINGBLANKS, DICTIONARYORDER]",43.7,0.0,41.755,1.487,39.389,44.12,true,1.945,0.047,3.783
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, IGNORECASE]",124.88,0.0,50.13,0.581,49.206,51.055,false,74.75,1.491,5587.562
"false","[IGNORELEADINGBLANKS, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",213.09,0.0,103.968,2.243,100.399,107.537,false,109.122,1.05,11907.611
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",246.49,0.0,103.74,2.228,100.194,107.285,false,142.75,1.376,20377.562
"false","[MERGE, NUMBERICSORT, CHECK]",76.14,0.0,13.285,0.114,13.104,13.466,false,62.855,4.731,3950.751
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",4.74,0.0,16.846,0.282,16.398,17.294,false,12.106,0.719,146.555
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, REVERSE]",0.0,0.0,17.627,0.256,17.219,18.035,false,17.627,1,310.711
"false","[MONTHSORT, MERGE, UNIQUE, GENERALNUMRICSORT]",327.17,0.0,285.092,2.137,281.692,288.492,false,42.078,0.148,1770.558
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",43.94,0.0,17.172,0.246,16.781,17.563,false,26.768,1.559,716.526
"false","[MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, CHECK]",1.54,0.0,1.536,0.009,1.522,1.55,true,0.004,0.003,0
"false","[DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",1.52,0.0,1.53,0.01,1.514,1.546,true,0.01,0.007,0
"true","[REVERSE]",73.97,0.0,56.647,2.984,51.898,61.395,false,17.323,0.306,300.086
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, CHECK, IGNORECASE]",17.14,0.0,1.53,0.008,1.517,1.544,false,15.61,10.203,243.672
"false","[IGNORELEADINGBLANKS, MERGE, CHECK, REVERSE]",27.99,0.0,21.507,0.407,20.859,22.156,false,6.483,0.301,42.029
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",332.92,0.0,286.878,4.08,280.385,293.37,false,46.042,0.16,2119.866
"false","[HUMANNUMERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",12.84,0.0,1.541,0.003,1.536,1.545,false,11.299,7.332,127.667
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",283.35,0.0,13.428,0.113,13.249,13.608,false,269.922,20.101,72857.886
"false","[VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",12.76,0.0,29.777,1.268,27.76,31.794,false,17.017,0.571,289.578
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, CHECK, REVERSE]",27.25,0.0,1.538,0.004,1.532,1.545,false,25.712,16.718,661.107
"false","[HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",30.37,0.0,1.569,0.007,1.559,1.58,false,28.801,18.356,829.498
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",36.39,0.0,17.228,0.335,16.696,17.761,false,19.162,1.112,367.182
"false","[MONTHSORT, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",290.97,0.0,290.255,4.328,283.368,297.141,true,0.715,0.002,0.511
"false","[NUMBERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT]",0.0,0.0,1.533,0.006,1.523,1.543,false,1.533,1,2.35
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",27.25,0.0,1.54,0.003,1.535,1.546,false,25.71,16.695,661.004
"false","[HUMANNUMERICSORT, MERGE, CHECK, GENERALNUMRICSORT]",250.21,0.0,286.993,2.173,283.535,290.45,false,36.783,0.128,1352.989
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, GENERALNUMRICSORT]",25.26,0.0,3.484,0.057,3.393,3.576,false,21.776,6.25,474.194
"true","[UNIQUE]",83.25,0.0,97.581,18.167,68.673,126.488,true,14.331,0.147,205.378
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",19.83,0.0,13.479,0.089,13.337,13.622,false,6.351,0.471,40.335
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT]",122.07,0.0,13.292,0.069,13.182,13.402,false,108.778,8.184,11832.653
"false","[VERSIONSORT, MERGE, REVERSE, IGNORECASE]",63.56,0.0,31.181,6.579,20.712,41.65,false,32.379,1.038,1048.4
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT]",96.64,0.0,1.537,0.004,1.531,1.543,false,95.103,61.876,9044.581
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",6.08,0.0,1.537,0.005,1.528,1.546,false,4.543,2.956,20.639
"false","[IGNORELEADINGBLANKS, DICTIONARYORDER, GENERALNUMRICSORT]",101.74,0.0,101.768,1.314,99.677,103.858,true,0.028,0,0.001
"true","[DICTIONARYORDER, CHECK]",2.1,0.0,1.568,0.008,1.555,1.581,false,0.532,0.339,0.283
"false","[MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",141.57,0.0,13.34,0.41,12.687,13.992,false,128.23,9.612,16442.933
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER]",44.26,0.0,30.138,0.334,29.606,30.67,false,14.122,0.469,199.431
