measured,configuration,performance,std
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, LINENUMBER, MATCHINGFILES]",0.048,0.001
true,"[FIXEDSTRINGS]",0.557,0.013
true,"[INVERTMATCH, WHOLELINE, COUNT, IGNORECASE]",10.104,0.246
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",0.678,0.031
true,"[FIXEDSTRINGS, INVERTMATCH, LINENUMBER, MATCHINGFILES, IGNORECASE]",0.05,0.001
true,"[COUNT, LINENUMBER]",1.467,0.121
true,"[INVERTMATCH, LINENUMBER]",0.55,0.017
true,"[WHOLELINE, COUNT, MATCHINGFILES, IGNORECASE]",9.351,0.257
true,"[INVERTMATCH, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",20.858,0.167
true,"[INVERTMATCH, WHOLELINE, LINENUMBER, MATCHINGFILES, IGNORECASE]",0.047,0.001
true,"[INVERTMATCH, LINENUMBER, MATCHINGFILES, IGNORECASE]",0.054,0.001
true,"[LINENUMBER, MATCHINGFILES, IGNORECASE]",0.204,0.013
true,"[LINENUMBER, IGNORECASE]",0.558,0.015
true,"[FIXEDSTRINGS, WHOLELINE, COUNT, MATCHINGFILES, IGNORECASE]",0.692,0.02
true,"[FIXEDSTRINGS, INVERTMATCH, IGNORECASE]",0.571,0.015
true,"[INVERTMATCH, WHOLELINE, MATCHINGFILES]",0.047,0.001
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, LINENUMBER]",0.67,0.017
true,"[FIXEDSTRINGS, WHOLELINE, COUNT, MATCHINGFILES]",0.684,0.023
true,"[FIXEDSTRINGS, WHOLELINE, LINENUMBER, MATCHINGFILES, IGNORECASE]",0.672,0.039
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, MATCHINGFILES, IGNORECASE]",0.681,0.033
true,"[FIXEDSTRINGS, MATCHINGFILES]",0.692,0.027
true,"[INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",10.09,0.537
true,"[INVERTMATCH, WHOLELINE, LINENUMBER, MATCHINGFILES]",0.047,0.001
true,"[FIXEDSTRINGS, COUNT, LINENUMBER, MATCHINGFILES]",0.716,0.026
true,"[INVERTMATCH, COUNT, LINENUMBER, IGNORECASE]",20.348,0.848
true,"[COUNT]",1.574,0.045
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, IGNORECASE]",0.687,0.014
true,"[INVERTMATCH, WHOLELINE, IGNORECASE]",0.599,0.016
true,"[FIXEDSTRINGS, INVERTMATCH, COUNT, LINENUMBER, IGNORECASE]",1.452,0.134
true,"[INVERTMATCH, MATCHINGFILES, IGNORECASE]",0.053,0.002
true,"[WHOLELINE, IGNORECASE]",0.602,0.014
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, LINENUMBER, IGNORECASE]",0.57,0.028
true,"[WHOLELINE, LINENUMBER, IGNORECASE]",0.538,0.008
true,"[INVERTMATCH, COUNT, MATCHINGFILES]",1.626,0.043
true,"[FIXEDSTRINGS, COUNT, LINENUMBER, IGNORECASE]",1.48,0.035
true,"[FIXEDSTRINGS, WHOLELINE, COUNT, LINENUMBER, IGNORECASE]",0.689,0.02
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE]",0.535,0.02
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES]",0.67,0.035
true,"[INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, IGNORECASE]",9.941,0.62
true,"[INVERTMATCH, COUNT, MATCHINGFILES, IGNORECASE]",17.534,1.324
true,"[FIXEDSTRINGS, INVERTMATCH, COUNT, LINENUMBER, MATCHINGFILES]",0.688,0.024
true,"[FIXEDSTRINGS, INVERTMATCH, COUNT, MATCHINGFILES]",0.771,0.026
true,"[FIXEDSTRINGS, WHOLELINE]",0.536,0.02
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, MATCHINGFILES]",0.711,0.018
true,"[FIXEDSTRINGS, INVERTMATCH, COUNT, IGNORECASE]",1.555,0.032
true,"[WHOLELINE, COUNT, MATCHINGFILES]",0.851,0.044
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, LINENUMBER, MATCHINGFILES, IGNORECASE]",0.049,0.002
true,"[INVERTMATCH, WHOLELINE, COUNT]",0.79,0.034
true,"[INVERTMATCH, WHOLELINE, COUNT, LINENUMBER]",0.753,0.033
true,"[INVERTMATCH, WHOLELINE, LINENUMBER, IGNORECASE]",0.552,0.018
true,"[INVERTMATCH, IGNORECASE]",0.592,0.026
true,"[INVERTMATCH, COUNT, IGNORECASE]",21.073,0.373
true,"[FIXEDSTRINGS, MATCHINGFILES, IGNORECASE]",1.51,0.125
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, IGNORECASE]",0.577,0.014
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, MATCHINGFILES]",0.048,0.001
true,"[INVERTMATCH, COUNT, LINENUMBER]",1.652,0.044
true,"[FIXEDSTRINGS, COUNT, LINENUMBER]",0.708,0.018
true,"[FIXEDSTRINGS, LINENUMBER, IGNORECASE]",0.575,0.018
true,"[FIXEDSTRINGS, INVERTMATCH]",0.542,0.061
true,"[INVERTMATCH, WHOLELINE, MATCHINGFILES, IGNORECASE]",0.048,0.001
true,"[FIXEDSTRINGS, LINENUMBER]",0.551,0.028
true,"[]",0.556,0.013
true,"[FIXEDSTRINGS, INVERTMATCH, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",1.584,0.045
true,"[FIXEDSTRINGS, LINENUMBER, MATCHINGFILES]",0.703,0.008
true,"[FIXEDSTRINGS, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES]",0.667,0.036
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, IGNORECASE]",0.679,0.012
true,"[COUNT, MATCHINGFILES, IGNORECASE]",20.294,0.242
true,"[IGNORECASE]",0.565,0.019
true,"[INVERTMATCH, COUNT, LINENUMBER, MATCHINGFILES]",1.598,0.054
true,"[FIXEDSTRINGS, WHOLELINE, IGNORECASE]",0.577,0.02
true,"[INVERTMATCH, MATCHINGFILES]",0.047,0.001
true,"[FIXEDSTRINGS, WHOLELINE, LINENUMBER]",0.585,0.014
true,"[INVERTMATCH, WHOLELINE, COUNT, MATCHINGFILES]",0.777,0.013
true,"[MATCHINGFILES]",1.51,0.04
true,"[FIXEDSTRINGS, IGNORECASE]",0.549,0.017
true,"[FIXEDSTRINGS, WHOLELINE, LINENUMBER, IGNORECASE]",0.588,0.012
true,"[INVERTMATCH, WHOLELINE, LINENUMBER]",0.543,0.031
true,"[FIXEDSTRINGS, WHOLELINE, COUNT, IGNORECASE]",0.668,0.02
true,"[INVERTMATCH, WHOLELINE]",0.539,0.011
true,"[FIXEDSTRINGS, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",0.668,0.033
true,"[FIXEDSTRINGS, COUNT, IGNORECASE]",1.505,0.025
true,"[WHOLELINE, LINENUMBER, MATCHINGFILES, IGNORECASE]",10.215,0.779
true,"[INVERTMATCH, WHOLELINE, COUNT, MATCHINGFILES, IGNORECASE]",10.06,0.598
true,"[COUNT, MATCHINGFILES]",1.862,0.157
true,"[MATCHINGFILES, IGNORECASE]",0.209,0.016
true,"[FIXEDSTRINGS, COUNT]",0.762,0.021
true,"[FIXEDSTRINGS, WHOLELINE, COUNT, LINENUMBER]",0.679,0.023
true,"[WHOLELINE, MATCHINGFILES, IGNORECASE]",9.346,0.393
true,"[COUNT, LINENUMBER, IGNORECASE]",20.565,0.301
true,"[WHOLELINE, COUNT, IGNORECASE]",10.209,0.748
true,"[WHOLELINE]",0.552,0.027
true,"[WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",9.821,0.105
true,"[FIXEDSTRINGS, INVERTMATCH, MATCHINGFILES]",0.047,0.007
true,"[WHOLELINE, COUNT]",0.834,0.026
true,"[COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",20.688,0.322
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT]",0.68,0.007
true,"[FIXEDSTRINGS, WHOLELINE, MATCHINGFILES, IGNORECASE]",0.701,0.016
true,"[FIXEDSTRINGS, INVERTMATCH, COUNT]",0.696,0.028
true,"[FIXEDSTRINGS, LINENUMBER, MATCHINGFILES, IGNORECASE]",1.477,0.078
true,"[FIXEDSTRINGS, COUNT, MATCHINGFILES]",0.697,0.012
true,"[FIXEDSTRINGS, WHOLELINE, LINENUMBER, MATCHINGFILES]",0.716,0.018
true,"[FIXEDSTRINGS, COUNT, MATCHINGFILES, IGNORECASE]",1.5,0.167
true,"[FIXEDSTRINGS, INVERTMATCH, LINENUMBER, MATCHINGFILES]",0.046,0.001
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, MATCHINGFILES, IGNORECASE]",0.05,0.001
true,"[FIXEDSTRINGS, WHOLELINE, MATCHINGFILES]",0.661,0.04
true,"[INVERTMATCH]",0.544,0.026
true,"[FIXEDSTRINGS, INVERTMATCH, LINENUMBER, IGNORECASE]",0.539,0.011
true,"[COUNT, LINENUMBER, MATCHINGFILES]",1.766,0.068
true,"[FIXEDSTRINGS, WHOLELINE, COUNT]",0.689,0.007
true,"[INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES]",0.782,0.011
true,"[FIXEDSTRINGS, INVERTMATCH, MATCHINGFILES, IGNORECASE]",0.064,0.005
true,"[WHOLELINE, MATCHINGFILES]",0.809,0.032
true,"[INVERTMATCH, LINENUMBER, IGNORECASE]",0.58,0.017
true,"[WHOLELINE, LINENUMBER, MATCHINGFILES]",0.842,0.033
true,"[INVERTMATCH, COUNT]",1.691,0.086
true,"[FIXEDSTRINGS, INVERTMATCH, COUNT, MATCHINGFILES, IGNORECASE]",1.478,0.039
true,"[LINENUMBER, MATCHINGFILES]",1.577,0.069
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, LINENUMBER]",0.549,0.017
true,"[WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES]",0.853,0.038
true,"[COUNT, IGNORECASE]",20.824,0.304
true,"[FIXEDSTRINGS, INVERTMATCH, COUNT, LINENUMBER]",0.708,0.036
true,"[FIXEDSTRINGS, INVERTMATCH, LINENUMBER]",0.549,0.013
true,"[WHOLELINE, LINENUMBER]",0.582,0.025
true,"[FIXEDSTRINGS, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",1.478,0.021
true,"[WHOLELINE, COUNT, LINENUMBER, IGNORECASE]",9.899,0.697
true,"[INVERTMATCH, LINENUMBER, MATCHINGFILES]",0.048,0.002
true,"[LINENUMBER]",0.577,0.016
true,"[WHOLELINE, COUNT, LINENUMBER]",0.747,0.013
