measured,configuration,performance,std,minci,maxci
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CREATE, RAM_BUFFER_SIZE, MERGE_POLICY]",15.167,0.19,14.864,15.469
true,"[USE_COMPOUND_FILE, RAM_BUFFER_SIZE, MAX_TOKEN_LENGTH, MERGE_POLICY]",14.972,0.276,14.534,15.411
true,"[CODEC, RAM_BUFFER_SIZE, MERGE_POLICY]",11.094,0.153,10.85,11.338
true,"[USE_COMPOUND_FILE, CREATE, RAM_BUFFER_SIZE, MERGE_POLICY]",14.829,0.434,14.138,15.52
true,"[MAX_BUFFERED_DOCS, CODEC, RAM_BUFFER_SIZE, MERGE_POLICY]",10.835,0.231,10.467,11.203
true,"[CREATE, MERGE_POLICY]",11.715,0.038,11.655,11.775
true,"[MAX_BUFFERED_DOCS, CREATE, RAM_BUFFER_SIZE, MERGE_POLICY]",11.679,0.352,11.118,12.239
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CREATE, RAM_BUFFER_SIZE, MAX_TOKEN_LENGTH]",33.601,0.646,32.573,34.629
true,"[USE_COMPOUND_FILE, CODEC, RAM_BUFFER_SIZE]",13.788,0.195,13.478,14.098
true,"[MAX_BUFFERED_DOCS, RAM_BUFFER_SIZE, MAX_TOKEN_LENGTH]",14.245,0.204,13.92,14.57
true,"[CREATE, RAM_BUFFER_SIZE, MERGE_POLICY]",11.697,0.191,11.392,12.001
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CODEC, CREATE, RAM_BUFFER_SIZE, MAX_TOKEN_LENGTH, MERGE_POLICY]",37.368,0.99,35.792,38.943
true,"[USE_COMPOUND_FILE, CODEC, CREATE, RAM_BUFFER_SIZE, MAX_TOKEN_LENGTH, MERGE_POLICY]",14.754,0.279,14.311,15.198
true,"[CREATE, MAX_TOKEN_LENGTH, MERGE_POLICY]",11.707,0.27,11.276,12.137
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, RAM_BUFFER_SIZE, MERGE_POLICY]",14.898,0.043,14.829,14.967
true,"[MAX_BUFFERED_DOCS, CODEC, CREATE]",11.147,0.255,10.741,11.553
true,"[MAX_BUFFERED_DOCS, MERGE_POLICY]",11.686,0.42,11.017,12.355
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CODEC, CREATE, MAX_TOKEN_LENGTH, MERGE_POLICY]",36.971,0.728,35.813,38.129
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CODEC, CREATE]",13.821,0.234,13.448,14.194
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CODEC, MAX_TOKEN_LENGTH]",38.432,1.641,35.82,41.043
true,"[CREATE, MAX_TOKEN_LENGTH]",12.167,0.416,11.505,12.83
true,"[USE_COMPOUND_FILE, MERGE_POLICY]",15.107,0.357,14.539,15.676
true,"[MAX_BUFFERED_DOCS, CREATE, MERGE_POLICY]",11.944,0.236,11.568,12.319
true,"[USE_COMPOUND_FILE, RAM_BUFFER_SIZE, MERGE_POLICY]",15.191,0.188,14.892,15.491
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CODEC, CREATE, MAX_TOKEN_LENGTH]",37.446,0.815,36.149,38.742
true,"[MAX_BUFFERED_DOCS, CODEC]",11.331,0.323,10.817,11.844
true,"[USE_COMPOUND_FILE, CODEC, CREATE, MAX_TOKEN_LENGTH, MERGE_POLICY]",14.595,0.281,14.149,15.042
true,"[MAX_BUFFERED_DOCS, MAX_TOKEN_LENGTH]",14.119,0.795,12.853,15.384
true,"[MAX_BUFFERED_DOCS, CODEC, MAX_TOKEN_LENGTH]",14.838,0.223,14.484,15.193
true,"[USE_COMPOUND_FILE, CREATE, MAX_TOKEN_LENGTH]",17.86,0.206,17.533,18.188
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CREATE, RAM_BUFFER_SIZE, MAX_TOKEN_LENGTH, MERGE_POLICY]",32.535,0.773,31.305,33.765
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CODEC, CREATE, RAM_BUFFER_SIZE, MAX_TOKEN_LENGTH]",38.105,0.543,37.241,38.968
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, RAM_BUFFER_SIZE]",18.046,0.451,17.328,18.763
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CREATE]",18.426,0.545,17.56,19.293
true,"[CODEC, CREATE, RAM_BUFFER_SIZE, MAX_TOKEN_LENGTH]",12.627,0.29,12.166,13.088
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, MERGE_POLICY]",15.069,0.218,14.722,15.416
true,"[MAX_BUFFERED_DOCS, USE_COMPOUND_FILE, CODEC, CREATE, MERGE_POLICY]",13.491,0.053,13.406,13.576
true,"[MAX_BUFFERED_DOCS, CODEC, MAX_TOKEN_LENGTH, MERGE_POLICY]",15.077,0.778,13.839,16.314
true,"[CREATE, RAM_BUFFER_SIZE]",11.957,0.596,11.008,12.905
true,"[CODEC, CREATE, MAX_TOKEN_LENGTH, MERGE_POLICY]",11.84,0.156,11.592,12.089
true,"[USE_COMPOUND_FILE, CODEC, CREATE]",13.752,0.291,13.289,14.214
true,"[USE_COMPOUND_FILE, CODEC, RAM_BUFFER_SIZE, MERGE_POLICY]",13.305,0.12,13.115,13.496
