DUPLICATES,SEQUENTIAL,MAX_MEMORY,ENV_SHARED_CACHE,REPLICATED,ENV_IS_LOCKING,CACHE_MODE,TEMPORARY,JE_FILE_LEVEL,ENV_BACKGROUND_READ_LIMIT,LOCK_DEADLOCK_DETECT,TXN_SERIALIZABLE_ISOLATION,JE_DURABILITY,ADLER32_CHUNK_SIZE,CHECKPOINTER_BYTES_INTERVAL,LOCK_DEADLOCK_DETECT_DELAY,time
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18.541
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26.842
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.849
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.994
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.688
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26.814
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.873
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.344
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18.764
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11.263
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18.632
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.489
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18.428
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.619
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18.532
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18.599
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18.654
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.355
