measured,configuration,performance,std
true,"[FIXEDSTRINGS, INVERTMATCH, MATCHINGFILES, IGNORECASE]",2.225,0.0
true,"[]",2.948,0.0
false,"[FIXEDSTRINGS, COUNT, LINENUMBER, MATCHINGFILES]",3.034,0.0
true,"[FIXEDSTRINGS, WHOLELINE, IGNORECASE]",2.801,0.0
false,"[COUNT, LINENUMBER, IGNORECASE]",23.834,0.0
true,"[FIXEDSTRINGS, INVERTMATCH, IGNORECASE]",2.809,0.0
false,"[FIXEDSTRINGS, COUNT, LINENUMBER]",3.002,0.0
false,"[FIXEDSTRINGS, LINENUMBER]",2.818,0.0
false,"[COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",19.864,0.0
false,"[FIXEDSTRINGS, LINENUMBER, MATCHINGFILES]",2.967,0.0
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, MATCHINGFILES, IGNORECASE]",2.953,0.0
false,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, LINENUMBER, MATCHINGFILES, IGNORECASE]",2.236,0.0
false,"[FIXEDSTRINGS, INVERTMATCH, COUNT, LINENUMBER]",2.969,0.0
false,"[FIXEDSTRINGS, WHOLELINE, COUNT, LINENUMBER]",2.945,0.0
false,"[FIXEDSTRINGS, INVERTMATCH, COUNT, LINENUMBER, MATCHINGFILES]",2.954,0.0
true,"[FIXEDSTRINGS, WHOLELINE, MATCHINGFILES, IGNORECASE]",2.953,0.0
true,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, IGNORECASE]",2.97,0.0
true,"[COUNT, MATCHINGFILES]",3.742,0.0
false,"[INVERTMATCH, WHOLELINE, LINENUMBER]",2.89,0.0
true,"[INVERTMATCH, MATCHINGFILES]",2.221,0.0
false,"[WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES]",3.044,0.0
true,"[INVERTMATCH]",2.829,0.0
false,"[INVERTMATCH, WHOLELINE, LINENUMBER, MATCHINGFILES]",2.231,0.0
true,"[COUNT]",3.726,0.0
false,"[WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",12.818,0.0
false,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, IGNORECASE]",2.97,0.0
false,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",2.953,0.0
true,"[WHOLELINE]",2.899,0.0
false,"[FIXEDSTRINGS, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES]",2.935,0.0
true,"[WHOLELINE, MATCHINGFILES]",3.081,0.0
true,"[FIXEDSTRINGS, COUNT, MATCHINGFILES, IGNORECASE]",3.845,0.0
true,"[FIXEDSTRINGS, COUNT, IGNORECASE]",3.76,0.0
false,"[INVERTMATCH, LINENUMBER]",2.829,0.0
true,"[INVERTMATCH, WHOLELINE, COUNT, MATCHINGFILES]",3.134,0.0
false,"[WHOLELINE, COUNT, LINENUMBER, IGNORECASE]",11.812,0.0
false,"[FIXEDSTRINGS, WHOLELINE, LINENUMBER, MATCHINGFILES, IGNORECASE]",2.953,0.0
true,"[INVERTMATCH, WHOLELINE, COUNT]",3.108,0.0
false,"[FIXEDSTRINGS, WHOLELINE, LINENUMBER, IGNORECASE]",2.801,0.0
false,"[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, LINENUMBER, IGNORECASE]",2.822,0.0
false,"[INVERTMATCH, COUNT, LINENUMBER, IGNORECASE]",20.163,0.0
false,"[INVERTMATCH, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",24.578,0.0
true,"[INVERTMATCH, WHOLELINE]",2.89,0.0
false,"[WHOLELINE, LINENUMBER]",2.899,0.0
true,"[FIXEDSTRINGS]",2.818,0.0
false,"[INVERTMATCH, LINENUMBER, MATCHINGFILES]",2.221,0.0
false,"[LINENUMBER, MATCHINGFILES, IGNORECASE]",2.376,0.0
false,"[LINENUMBER, IGNORECASE]",2.834,0.0
true,"[IGNORECASE]",2.834,0.0
false,"[INVERTMATCH, WHOLELINE, COUNT, LINENUMBER]",3.108,0.0
false,"[WHOLELINE, LINENUMBER, MATCHINGFILES]",3.081,0.0
